ID,ProductKey,Name,Brand,Category,EAN,Price,Currency,Sync Status
196382334601,0000184164619,"Polo Ralph Lauren Theron V Sneaker","Polo Ralph Lauren",Sneaker,196382334601,50.15,EUR,pending
4067983135699,4067983135699,"Puma Clyde Palais Artisan Sneaker","Puma",Sneaker,4067983135699,119.9,EUR,pending
9014400103538,9014400103538,"Jolly Superstars Duo Fasermaler, 24 Farben","Jolly",Basteln & Kreativität,9014400103538,17.47,EUR,pending
4059505053796,4059505053796,"Puma Smash Wns v2 L Sneaker","Puma",Sneaker,4059505053796,29.95,EUR,pending
8056381903395,8056381903395,"CMP Rae Snow Boots WP Kinder Schneestiefel","CMP",Stiefel,8056381903395,47.87,EUR,pending
4710069708958,4710069708958,"Topeak Ratchet Rocket Essential Bit-Ratschenset","Topeak",Werkzeuge & Tools,4710069708958,29.99,EUR,pending
4549292136302,bbb77d85-7a8f-40b4-a3e2-e8ea469fe7cb,"Canon 057H Tonerkartusche Schwarz","Canon",Toner,4549292136302,139.9,EUR,pending
5712929568831,5712929568831,"ARKK Copenhagen Visuklass Leather Sneaker","ARKK Copenhagen",Sneaker,5712929568831,89.95,EUR,pending
4013288165657,3cab2925-3136-4d57-b76a-c4ba5e886594,"Wera Bit-Safe 61 Universal 4","Wera",Werkzeug,4013288165657,23.82,EUR,pending
9014400001384,9014400001384,"Jolly Schulstifte HB","Jolly",Büro & Schreibwaren,9014400001384,4.9,EUR,pending
6972200196132,6972200196132,"Tineco Floor One S5","Tineco",Nass-Trockensauger,6972200196132,179,EUR,pending
2230241,22.30.241,"Engelbert Strauss e.s. T-Shirt Cotton anthrazit Herren","Engelbert Strauss",Bekleidung > Shirts > T-Shirts,,10.59,EUR,pending
4000530650139,4000530650139,"WMF Provence Plus Topf-Set","WMF",Topf-Set,4000530650139,107.49,EUR,pending
6556544,65.56.544,"Engelbert Strauss e.s. motion 2020 Winter Herren Bundhose - Schwarz/Platin, Gr. 44","Engelbert Strauss",Bekleidung > Hosen,,89.13,EUR,pending
4030913982243,4030913982243,"PLANAM NORIT Kinderhose Oliv/Schwarz Gr. 170/176 – Strapazierfähige Outdoorhose","PLANAM",Bekleidung > Hosen,4030913982243,24.5,EUR,synced
9783965940628,9783965940628,"Südpol Hilfst du mir? Dann teilen wir!","Südpol",Bücher > Kinderbücher,9783965940628,9.99,EUR,pending
9783956195242,9783956193242,"Reader's Digest Weltgeschichte","Reader's Digest",Buchstützen,9783956195242,1.99,EUR,pending
8582309260001429,A858-2309QFYF6PK-LOGO,"Qingfeiyang F6 Elektroroller - Faltbar, leicht & ideal für die Stadt","Qingfeiyang",Roller,8582309260001429,178.99,EUR,pending
4260532291215,4260532291215,"Gusseisen Wok","BBQ-Toro",Grillzubehör,4260532291215,39.95,EUR,pending
9014400105389,9014400105389,"Jolly Graphit Kinderfest Bleistifte 12er Set","Jolly",Schreibwaren,9014400105389,11.99,EUR,pending
3666354875564,3666354875564,"Lacoste Herren Hoodie SH9623 - Classic Fit - Marineblau - Größe M","Lacoste",Bekleidung > Sweatshirts & Kapuzenpullover,3666354875564,98,EUR,pending
8718891115599,09158136-7837-4a23-90d6-1543b48ce027,"B423C Toner Cyan kompatibel zu Brother TN‑423C","JOIDWAY",Kartuschen,8718891115599,32.9,EUR,pending
78332237421080690903,7e83322c-3ad7-4210-bcfb-8069ae09aa03,"Dexcom G6 Sensor 3er Pack","Dexcom",Zucker,,199,EUR,pending
9783789141256,9783789141256,"Astrid Lindgren Wie gut, daß es Weihnachtsferien gibt, sagte Madita","Astrid Lindgren",Bücher > Kinderbücher,9783789141256,4.89,EUR,pending
994149894456091654515,a99a4149-8b94-4560-91be-df6545d1a5ef,"Kiepenheuer & Witsch Freiheit","Kiepenheuer & Witsch",Bücher > Sachbücher,,42,EUR,pending
9786158181617,9786158181617,"Biologika Organ Atlas","Biologika",Sachbuch,9786158181617,99.9,EUR,pending
8718891015578,8718891015578,"Brother TN-423M kompatibel - Magenta Toner für HL/MFC Drucker | Premium Qualität","Brother",Büro & Schreibwaren > Drucker & Zubehör > Druckerpatronen,8718891015578,45.99,EUR,pending
09700310601067,1646142246381,"H&M Pullover","H&M",Pullover & Strick,09700310601067,17.99,EUR,pending
558065936185,IPOZON-TRAMP-SCOOTER-MAX,"Trick Scooter","IPOZON",Roller,,74.99,EUR,pending
9014400193201,9014400193201,"Cretacolor Artist Studio Farbstifte-Set, 250-teilig","Cretacolor",Farbstifte & Zeichenkohle,9014400193201,6.5,EUR,pending
9014400100650,f5b8eda0-9388-4c2b-91b7-dd605a0e511e,"Jolly Superinky Start Schulfüller","JOLLY",Füllfederhalter,9014400100650,11.99,EUR,pending
4260590714022,4260590714022,"DUO Collection Chefsessel Tiago XXL","DUO Collection",Stühle,4260590714022,199.99,EUR,pending
4001969182901,4001969182901,"Centa-Star Royal Winterdecke 135x200 cm","CENTA-STAR",Bettdecken,4001969182901,299,EUR,pending
001716533745055,OM0028-502-L,"Dubinik Kariertes Freizeithemd","Dubinik",Freizeithemden & Shirts,001716533745055,30.99,EUR,pending
9783417288889,9783417288889,"Vom kleinen Waschbären, der sich traute, mutig zu sein","SCM",Kinder,9783417288889,14.95,EUR,pending
4099983384487,4099983384487,"Casey Stehleuchte","Casey",Stehleuchten,4099983384487,329,EUR,pending
9783982023113,9783982023113,"molino Hannelore","molino",Bücher,9783982023113,17.5,EUR,pending
9783785556740,9783785556740,"Loewe Lola Löwenherz","Loewe",Bücher > Kinder- & Jugendbücher,9783785556740,9.99,EUR,pending
47335729742879200517064679,4733dbc5-7297-4287-92b0-051f706467d9,"JURID 573429J Bremsbeläge vorne - BMW 1er, 2er, 3er, 4er - M135i, M235i, M3/M4 - Scheibenbremse Bremsbelagsatz","JURID",Auto & Motorrad: Teile > Bremsen > Bremsbeläge,,43.96,EUR,pending
9900201693232,9900201693232,"JURID 573602J Bremsbeläge vorne - BMW 1er, 2er, 3er, 4er - Brembo","JURID",Bremsbeläge,9900201693232,58.9,EUR,pending
8436579110321,8436579110321,"Hawkers Romaj Gold Havana Moma","Hawkers",Kleidung & Accessoires > Accessoires > Sonnenbrillen,8436579110321,32.95,EUR,pending
0195161166969,726121ea-fdad-41e5-859d-0e9e1b9c50b1,"HP 305 Tintenpatronen 2er-Pack","HP",Tintenpatronen,0195161166969,24.99,EUR,pending
4007123624386,4007123624386,"brennenstuhl Premium-Line Steckdosenleiste","brennenstuhl",Steckdosenleiste,4007123624386,17.37,EUR,pending
4007386251480,4007386251480,"d-c-fix Energiespar-Fensterfolie","d-c-fix",Fensterfolien,4007386251480,29.99,EUR,pending
20001500,KDF-5517DTW,"LLIVEKIT Heißluftfritteuse Dual-Zone 9L","LLIVEKIT",Heißluftfritteuse,20001500,109.99,EUR,pending
18839747853882963,18c83b9d-eb7b-478b-a5de-388c2f9aa63c,"Canon Cartridge 718","Canon",Toner,,99.9,EUR,pending
8720707001286,8720707001286,"LED Hallenleuchte 200W","Ledvion",Hallenleuchte,8720707001286,64.9,EUR,pending
4067904336044,4067904336044,"Adidas Handball Spezial W Damen Sneaker","Adidas",Sneaker,4067904336044,91.19,EUR,pending
4057993570030,4057993570030,"bremermann Nudelmaschine manuell – frische Pasta wie beim Italiener"," ", ,4057993570030,25.99,EUR,synced
924899218474286560287,92489921-a847-428d-a6a5-c60cca2ce8a7,"Tatonka Kettle 4,0 L – robuster Edelstahl-Campingtopf mit Deckel für Lagerfeuer & Outdoor-Küche","Tatonka",Camping & Outdoor > Kochgeschirr,,49.9,EUR,pending
9398024661228575,9ba39b8c-d02e-46a6-bd12-2cbde85da75a,"Pelikan Filmband Correctable Gr. 156C, 7,9 mm x 130 m, Schwarz, für Canon Schreibmaschinen","Pelikan",Bürobedarf > Büroelektronik > Schreibmaschinen,,11.9,EUR,pending
2555102141369489667472,2b55a51a-0d21-4136-9fa4-89ca66c74a72,"lionelo Willow Baby Laufgitter, Beige Sand","lionelo",Laufgitter,,74.99,EUR,pending
7213357745186847768002,f7213c35-e77b-4d51-8684-776eceb8a002,"TATONKA HANDLE MUG 600","TATONKA",Camping & Outdoor > Geschirr & Besteck,,12.99,EUR,pending
8806090396038,8806090396038,"Samsung 870 QVO 1TB 2,5" SATA III interne SSD MZ-77Q1T0BW","Samsung",Computer > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSDs),8806090396038,99.99,EUR,pending
11439849171470542318923,11439b84-9171-4705-b423-18c9a2ccaa3b,"Automatischer Magnet-Rührbecher mit 304 Edelstahl-Innenbecher, USB wiederaufladbar, selbstrührende Tasse für Kaffee & Kakao","Unbekannte Marke",Küche > Küchenhelfer > Messbecher & Messlöffel,,18.99,EUR,pending
305785456616,B0CKPF47RG,"db-tronic Raspberry Pi 5 Starter-Set mit 8GB RAM – Einplatinencomputer-Kit für Projekte und Bildung","db-tronic",Einplatinencomputer,,145.9,EUR,pending
4260325431309,4260325431309,"Hodalump 1094-H","Hodalump",Geldbörsen & Etuis,4260325431309,37.95,EUR,pending
874033550582,YY-4RPW-M2TR,"NEXTCOVER Fahrrad Faltschloss 100 cm – hohe Sicherheitsstufe, ART-zertifiziert","NEXTCOVER",Fahrradschlösser,,39.99,EUR,pending
4262168680118,4262168680118,"GREELUE Aufbewahrungskörbe SNK3T-WH, PP, Weiß, 34,5 x 12 x 44 cm, 3er Set","GREELUE",Haushalt > Aufbewahrungskörbe,4262168680118,10.99,EUR,pending
4071003351342,4071003351342,"Glossyautoparts Nockenwelle / G407-EBY-100335-1342 – Motor-Ersatzteil","Glossyautoparts",Autoersatzteile > Motorenteile > Nockenwellen,4071003351342,79.99,EUR,pending
192105709595,topeak-tc2333b,"Topeak Bento Pack, Oberrohrtasche 0,85 L (TC2333B)","Topeak",Fahrradtasche / Oberrohrtasche,,19.99,EUR,synced
0017333,X00173R33T,"Upgrade4cars Universale X2 Auto-Sitzauflagen 2er Set, wasserdicht, schwarz, universell für Vordersitze","Upgrade4cars",Auto & Motorrad: Teile > Innenausstattung > Sitzbezüge,,23.6,EUR,synced
4260012351552,4260012351552,"Terry Rain Cover Small","Terry",Fahrradzubehör > Sattelbezüge,4260012351552,0,EUR,pending
9014400124540,9014400124540,"Jolly Kreidehalter 6 Stück gelb – Halter für Tafelkreide aus Kunststoff","Jolly",Bürobedarf > Schulbedarf > Stifte & Zubehör,9014400124540,9.15,EUR,synced
4052212121253,4052212121253,"Seltmann Weiden Lido Solid Black Kaffeeservice, 18-teilig, rund, schwarz, spülmaschinenfest, mikrowellengeeignet, Made in Germany","Seltmann Weiden",Geschirr > Kaffeeservice,4052212121253,89,EUR,pending
836194199505116962,eafe8bc3-619c-41b9-9de5-05fb116e96e2,"ONVAYA Verkehrsspiegel 31,2 cm, konvex, 70° Sichtwinkel, wetterfest, mit Halterung für Wand & Einfahrt","ONVAYA",Spiegel,,44.95,EUR,pending
4013288218780,4013288218780,"Wera 6003 Joker Maulschlüssel 6 mm – hochwertiger Doppelmaulschlüssel für Präzisionsarbeiten","Wera",Werkzeug > Schraubenschlüssel,4013288218780,6.89,EUR,pending
4007114298916,4007114298916,"VIDEX Garden Palm Protect Frost-Schutzhäuschen – mobiler Wintergarten für Kübelpflanzen, 250x100x100 cm","VIDEX Garden",Garten & Terrasse > Pflanzenschutz > Frostschutz,4007114298916,88.99,EUR,pending
315796893424588042656897,315ecb79-6893-4245-8804-265ddd68e97f,"Divasya Yoga Matte Pink 185 x 68 x 0,45 cm – Professional Grip, rutschfest, Designed in Berlin","Divasya Yoga",Sport > Fitness & Yoga > Yoga-Zubehör > Yogamatten,,98,EUR,pending
33282284884969641,b3c3d282-2b8a-4db8-b8a4-db96fa96a4d1,"TPE Yoga Matte Grün – rutschfest, umweltfreundlich, extra komfortabel für Fitness & Pilates","Unbekannte Marke",Sport > Fitness & Yoga > Yoga-Zubehör > Yoga-Matten,,29.9,EUR,pending
9014400105341,9014400105341,"Jolly Superstars One Fasermaler, 12 Farben, auswaschbar, Kinder Filzstifte, Made in Austria","Jolly",Bürobedarf > Schreibwaren > Stifte & Marker > Filzstifte,9014400105341,7.38,EUR,synced
9014400035983,9014400035983,"Jolly Superwaxies Aqua Wachsmalstifte, wasservermalbar, 10 Farben im Metalletui","Jolly",Spielzeug > Malen & Zeichnen,9014400035983,9.55,EUR,synced
0002592484122,0002592484122,"Cretacolor Brown Hard Pastels – Pastellkreiden-Set in Brauntönen, 12 Stück","Cretacolor",Künstlerbedarf > Zeichenbedarf > Pastellkreiden,0002592484122,22.9,EUR,pending
9002592400207,9002592400207,"Cretacolor Artino Drawing Set – 10-teiliges Skizzen- & Zeichen-Set mit Sanguine, Sepia, Kohle & Weißkreide","Cretacolor",Kunst & Handwerk > Zeichenbedarf > Zeichensets,9002592400207,21.32,EUR,pending
2041123040495800305,2d04e11c-2c30-40e4-958d-b0ec03de0da5,"Rohema Drumsticks aus Holz, Paar – Made in Germany, für Schlagzeug","Rohema",Musikinstrumente > Schlaginstrumente > Zubehör,,9.9,EUR,pending
9014400100650,9014400100650,"Jolly Superinky Start Füllhalter blau – ergonomischer Schulfüller für Schreibanfänger inkl. Tintenpatronen","Jolly",Bürobedarf > Schreibwaren > Füllhalter,9014400100650,11.99,EUR,synced
9014400293437,9014400293437,"JOLLY Super Tempera Malkasten, 14 Farben inkl. Gold & Silber, 14×7,5 ml, Malfarbe im Kunststoffetui","JOLLY",Bastelbedarf > Farben,9014400293437,9.9,EUR,synced
9014400281687,9014400281687,"Jolly Neon Schulpinsel-Set, 6-teilig – 3x flach & 3x rund, ergonomische Pinsel für die Schule","Jolly",Bastel- & Malbedarf > Pinsel,9014400281687,13.29,EUR,synced
9002592485129,9002592485129,"Cretacolor Grey Hard Pastels – 12er Set Graupastelle, harte Zeichenkreiden für Skizzen & Schattierungen","Cretacolor",Künstlerbedarf > Zeichenbedarf > Pastellkreiden,9002592485129,27.92,EUR,pending
4523331241722672836,4523e3f3-ba12-4d17-a2af-26af72a8a36e,"MJCM Sana Tango Chacita, schwarz, offener Zehenbereich, niedriger Absatz, Größe 41 EU","MJCM SARL",Schuhe > Tanzschuhe,,34.9,EUR,synced
02591620,02591620,"Skechers Street UNO – Stand on Air Herren Sneaker, weiß, Air-Cooled Memory Foam","Skechers",Sneaker / Freizeitschuh,02591620,58.95,EUR,synced
197634001401,197634001401,"UGG Tazz Damen Hausschuhe Sand EU 40 | Gefütterte Plateau-Pantoletten","UGG",Schuhe > Hausschuhe,197634001401,129.99,EUR,synced
301480,brandson-wdp-301480,"Brandson Standventilator – leise Kühlung mit 3 Stufen & Oszillation","Brandson",Haushalt & Küche,,69.95,EUR,synced
89733291848987535960136,8f973329-18be-4898-aef7-5359c6b0c136,"New Balance IZ740WM Kinder-Sneaker Silber","New Balance",Schuhe > Sportschuhe,,59.99,EUR,synced
4450765157,nidec-445-0765157A,"Nidec Sankyo Kartenleser motorisiert – zuverlässiger Karteneinzug","Nidec Sankyo",Kartenleser für Automaten und Zahlungsterminals,,299,EUR,synced
0197642799963,0197642799963,"Altra Escalante Racer 2 Herren Laufschuh Gray/Blue EU 48 (UK 12) – leichter Performance-Racer","Altra",Schuhe > Sportschuhe,,114.9,EUR,synced
5054142498336,5054142498336,"Mountain Guide Cuando Herren Outdoor-Sportschuh navy/khaki – wasserdicht & rutschfeste Sohle","Mountain Guide",Schuhe > Sportschuhe,5054142498336,69.95,EUR,synced
197967919923,197967919923,"New Balance 515 ML515AGR Herren Sneaker schwarz EU 43 (US 9,5)","New Balance",Schuhe > Sportschuhe,,135,EUR,synced
85010130,85010130,"Altra Escalante 4 Herren Laufschuhe Black/White – Größe EU 48 (UK 12, US 13)","Altra",Schuhe > Sportschuhe,85010130,129.95,EUR,synced
4067897661963,4067897661963,"adidas NY 90 Herren Sneaker Schwarz Größe 47 1/3 EU (JI1897, Originals)","Adidas",Schuhe > Sneaker,4067897661963,54,EUR,synced
4067983276613,4067983276613,"PUMA Road Rider SD Unisex Sneaker vivid blue/vapor gray Größe 38","PUMA",Schuhe > Sportschuhe,4067983276613,66.99,EUR,synced
010095498867,010095498867,"Paul Green Damen Schnürschuhe 2688-00x Softlack Schwarz, Größe 38,5 (US 7,5)","Paul Green",Schuhe > Halbschuhe,010095498867,159.9,EUR,synced
4066748539567,4066748539567,"adidas Campus 00s Sneaker Rot/Weiß Wildleder EU 42 2/3 – Neu mit Karton","Adidas",Schuhe > Sneaker,4066748539567,75,EUR,synced
4099685332441,4099685332441,"Puma Fusion Crush Sport Herren-Golfschuhe, Weiß/Grau mit Rot, Fusion Foam, Gr. 44 (US 10.5)","Puma",Schuhe > Sportschuhe,4099685332441,62,EUR,synced
5059862390069,5059862390069,"Lacoste T-Clip Set 224 2 SMA Herren Sneaker Leder Weiß Größe 43","Lacoste",Schuhe > Sneaker,5059862390069,69,EUR,synced
4066755796946,4066755796946,"Adidas VS Switch 3 CF C Kinder Sneaker Weiß/Schwarz mit Klettverschluss – Größe 30","Adidas",Schuhe > Sneaker,4066755796946,29.99,EUR,synced
4067904610731,4067904610731,"adidas Samba OG J Kinder Sneaker weiß/grün mit Gum-Sohle Größe 38 2/3","Adidas",Schuhe > Sportschuhe,4067904610731,79.9,EUR,synced
4067904005667,4067904005667,"adidas SL 72 OG W Damen Sneaker Semi Pink/Red Glow Pink Größe 38 2/3","Adidas",Schuhe > Sportschuhe,4067904005667,89.9,EUR,synced
195969554562,195969554562,"Skechers GO GOLF MAX-FAIRWAY 3 Damen Golfschuhe Grau/Pink 40 EU (US 10) wasserabweisend, spikeless, Arch Fit","Skechers",Schuhe > Sportschuhe,195969554562,59.95,EUR,synced
4067888237931,4067888237931,"adidas Samba LT W Damen Sneaker weiß/schwarz mit Gumsohle – Größe 44 2/3","Adidas",Schuhe > Sportschuhe,4067888237931,90,EUR,synced
7377646685582665,da73cdf7-cc76-4f6e-bcbd-d6f8a5582665,"Tamaris Slingpumps M2940642 schwarz, Damen, Leder, Größe 41","Tamaris",Schuhe > Sandalen,,39.51,EUR,synced
9523709033415,9523709033415,"Nike Defy All Day Damen Sportschuhe weiß/schwarz/rot – Sneaker EU 39","Nike",Schuhe > Sportschuhe,9523709033415,49.99,EUR,synced
0197967813450,0197967813450,"New Balance 9060 GC9060BE Sneaker Rosa/Beige EU 40","New Balance",Schuhe > Sportschuhe,,159.95,EUR,synced
4067983746314,4067983746314,"Puma Court Classico Damen Sneaker weiß/navy Leder Größe 38","Puma",Schuhe > Sneaker,4067983746314,54.99,EUR,synced
4550457733175,4550457733175,"ASICS EX89 Herren Sneaker White/White aus Wildleder mit Gum-Sohle Größe 41.5","Asics",Schuhe > Sneaker,4550457733175,69.9,EUR,synced
4064232428991,4064232428991,"Marco Tozzi Damen Pumps 2-22450-42 Nude, vegan, Größe 37","Marco Tozzi",Schuhe > Pumps,,39.99,EUR,synced
4550457733144,4550457733144,"ASICS EX89 White/White Herren Sneaker EU 42 aus Wildleder mit Gum-Sohle","Asics",Schuhe > Sneaker,4550457733144,65,EUR,synced
19760256779314,19760256779314,"Nike Zoom Vapor 12 CLY Tennisschuhe Herren Clay schwarz/weiß Größe EU 48.5","Nike",Schuhe > Sportschuhe,,109.95,EUR,synced
377257340470,X001W68KOB,"Beautex Spannbetttuch Jersey 90x200 cm Dunkelbraun – 100% Baumwolle","Beautex",Haushalt > Bettwäsche > Spannbettlaken,,14.99,EUR,pending
90131469446823848733699,90e1db31-4694-4a6d-8e2c-bf3848733699,"Lienco V702-DEATCN1038890","Lienco",Kinderwagen & Buggys,,0,EUR,pending
6941189626091,6941189626091,"Unbekannte Marke Z-DES163 lwl-2","Unbekannte Marke",Möbel > Nachttische,6941189626091,0,EUR,pending
913258060603,913258-06-CJW0603,"Edelstahl Einbauspüle 70 x 45 cm, 1 Becken mit Überlauf, Topmount, inkl. Ablaufgarnitur & Roll-Up-Abtropfgitter","Kitchen Sink",Küche > Spülen,,49.99,EUR,pending
6431619024,6431619024,"Success Courier Druckschalter Wasserpumpe mit automatischer Steuerung","Success Courier",Druckschalter,6431619024,45,EUR,pending
6941123909198,6941123909198,"ESITuro Bad-Hochschrank Weiß 37x12x92 cm – schlanker Schubladenschrank für kleine Bäder & Gäste-WC","Goldhof Logistik GmbH",Badmöbelsets,6941123909198,39.99,EUR,pending
4051814369841,4051814369841,"VCM Aufsatzwaschbecken platzsparend Keramik 41x22 cm Weiß Gäste-WC","VCM",Kinderwaschbecken,4051814369841,64.99,EUR,pending
08690885205328,08690885205328,"Derby Premium Rasierklingen 5000er Großpackung – Double Edge Klingen aus schwedischem Stahl für Rasierhobel & Shavettes, ideal für Barbershops","Derby",Herren Rasierklingen,08690885205328,169,EUR,pending
942705995253,paudin-santoku-n5-img-1,"PAUDIN Santokumesser N5 17 cm – Edelstahl mit Damast-Optik, Hohlschliff & ergonomischem Pakkawood-Griff für präzises Schneiden","PAUDIN",Küchenmesser,,23.99,EUR,pending
8712024095246,8712024095246,"GardenGrill Challenger III Gas-Tischgrill Plancha, 3 Brenner, emaillierte Grillplatte, 7,5 kW – ideal für Balkon, Terrasse & Camping","GardenGrill",Tischgrill / Plancha,8712024095246,119,EUR,pending
038473870772,038473870772,"SETEX Matratzenschoner Noppen – belüftet, rutschfest, 140x200","SETEX",Matratzen,038473870772,29.99,EUR,pending
100200,villa-grinario-spannbettuch-100x200-blau,"Villa Grinario Jersey-Spannbettuch 100/200 Blau","Villa Grinario",Spannbettlaken,,14.99,EUR,synced
6956079723620,6956079723620,"Eureka Saug- & Wischroboter mit beutelloser Absaugstation 4000 Pa","Eureka",Roboter,6956079723620,150,EUR,synced
100200,villa-grinario-spannbettuch-100x200-rot,"Villa Grinario Jersey-Spannbettuch 100/200 Rot","Villa Grinario",Spannbettlaken,,14.99,EUR,synced
4014835742154,4014835742154,"RAVENOL Sägekettenöl S-85 5 l","RAVENOL",Sägekettenöl,4014835742154,29.95,EUR,synced
4710069709269,4710069709269,"Topeak Weatherproof DynaWedge Strap Mount - Large (0.6 L)","Topeak",Satteltasche / Fahrrad-Zubehör,4710069709269,25.95,EUR,synced
4260613494504,4260613494504,"tillvex Poolschlauch 8 m, Ø 38 mm, TVPS-006","tillvex",Garten & Pool > Poolzubehör > Schläuche & Verrohrung,4260613494504,24.79,EUR,synced
991804052013,X001M7MEXJ,"Tablet-Bodenständer, verstellbar 4,5–13 Zoll (schwarz)"," ",Tablet-Bodenständer,,20.98,EUR,synced
4255700108594,TANTOMI-ROLLTOP-36x48,"TAN.TOMI Rolltop Rucksack mit Laptopfach, wasserabweisend","TAN.TOMI",Rucksack / Rolltop,4255700108594,19.99,EUR,synced
4251897512916,4251897512916,"Blumtal Doppelrollo / Zebra-Rollo 85 x 155 cm, lila","Blumtal",Sichtschutz & Rollos,4251897512916,19.99,EUR,synced
007067260306,generic-lock-kunststoffkoffer,"Pistolenkoffer mit Schaumstoffeinlage "GLOCK""," ",Werkzeugkoffer,,15.9,EUR,synced
2060004998275,2060004998275,"Villa Grinario Jersey-Spannbettuch 100/200 Ecru","AWG",Textil / Bettwaren,2060004998275,14.99,EUR,synced
4260623660043,4260623660043,"NEOLYMP Yogamatte 183 x 61 cm Lime","NEOLYMP",Sport & Freizeit > Fitness & Training > Yogamatten,4260623660043,14.99,EUR,synced
100200,villa-grinario-spannbetttuch-100x200-gruen,"Villa Grinario Spannbettlaken Jersey atmungsaktiv 100x200 cm","Villa Grinario",Bettlaken,,14.99,EUR,synced
4017537302565,4017537302565,"FIREFIX Ofenrohr DN 180 – einteilig 1000 mm, senotherm schwarz","FIREFIX",Ofenrohr / Rauchrohr,4017537302565,31.9,EUR,synced
4710069708088,4710069708088,"Topeak Standpumpe JoeBlow Urban EX mit Fußmanometer 8 bar","Topeak",Radsport,4710069708088,43.85,EUR,synced
312389298956,alpinefun-holzschlitten,"Alpina Fun Holzschlitten Davos Traditional 110 cm","AlpineFun",Wintersport,,89.9,EUR,synced
430724719881,walser-30973,"WALSER PKW Hagelschutzplane Perma Protect Größe S","Walser",Autoabdeckung / Hagelschutzplane,,92.95,EUR,synced
