SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-3606468262,7212913647233,TEXTAR Bremsscheibe 92056600 für Mercedes-Benz S-Klasse (W140) 320x30mm NEU,TEXTAR,Bremsscheibe,123059,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Bremsscheiben & -zubehör",Business & Industrie,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsscheiben,33564,"LLM_SUGGESTED query=4019722112706 root=Auto & Motorrad: Teile rationale=Das Produkt ist eine Bremsscheibe für ein Mercedes-Benz S-Klasse Automobil. Die Kategorie ""Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsscheiben"" ist die präziseste und logisch sinnvollste"
SKU-9947386415,03142017000003,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,Weber,Räucherofen,169124,"Business & Industrie > Agrar, Forst & Kommune > Spezial-Landwirtschaft > Fischwirtschaft > Räucheröfen",Business & Industrie,Sport > Angelsport > Zubehör > Räucheröfen & -utensilien,81464,"LLM_SUGGESTED query=Weber 711004 root=Sport rationale=Das Produkt ist ein Räucherofen, der auch als Smoker/Grill für die Zubereitung von Speisen, einschließlich Fisch, verwendet wird. Die Kategorie 'Sport > Angelsport > Zubehör > Räucheröfen & -utensilien' ist die passendst"
SKU-2135446963,SKU-2135446963,Dexcom G6 Glukosesensoren: Präzise Echtzeit-Glukosewerte für Diabetiker,Dexcom,Glukosesensor,181784,"Business & Industrie > Automation, Antriebe & Motoren > Sensoren",Business & Industrie,Beauty & Gesundheit > Hilfsmittel,11778,"LLM_SUGGESTED query=Dexcom STS-GS-003 root=Beauty & Gesundheit rationale=Das Produkt ist ein Glukosesensor für Diabetiker, der zur kontinuierlichen Zuckermessung dient. Dies ist eindeutig ein medizinisches Hilfsmittel. Die Kategorie 'Beauty & Gesundheit > Hilfsmittel' ist die passendste Optio"
SKU-1423771699,7082024102510,Piaggio Keilriemen 102C-510 für Beverly X10 MP3 350 Roller Schwarz Gummi,Piaggio,Keilriemen,124487,"Business & Industrie > Baugewerbe > Baumaschinenteile & Zubehör > Antrieb, Motor & Getriebe > Keilriemen",Business & Industrie,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze > Endantriebsriemen & -ketten,180031,LLM_SUGGESTED query=3615984567431 root=Auto & Motorrad: Teile rationale=Der Artikel ist ein Keilriemen für einen Piaggio Roller. Die Kategorie 'Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze > Endantrie
SKU-3988740005,914f7e36-2a57-4a6c-94e3-441532afad65,Offgridtec Sammelschiene 8-01-012830 Heavy Duty mit M8/M10 Anschlussbolzen,Offgridtec,Sammelschiene,260835,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen > Leitungs- & Kabelverbinder,Business & Industrie,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Klemmen & Verkabelung > Kabel & Kabelbäume",179675,"LLM_SUGGESTED query=4250983259612 root=Auto & Motorrad: Teile rationale=Die 'Sammelschiene mit Anschlussbolzen' dient als zentraler Verteilerpunkt für elektrische Leitungen und fungiert somit als 'Klemme' oder 'Anschlussklemme' im Kontext der 'Verkabelung'. Die Web-Evidenz zeigt, dass das Pr"
SKU-5403685857,SKU-5403685857,"Brennenstuhl Steckdosenleiste 8-fach, 5m Kabel, Schalter, Made in Germany",Brennenstuhl,Steckdosenleiste,181845,Business & Industrie > Elektronik & Messtechnik > Schalter,Business & Industrie,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör",259273,"LLM_SUGGESTED query=4007123624386 root=Heimwerker rationale=Das Produkt ist eine Steckdosenleiste mit Schalter und Kabel. Dies passt am besten in die Kategorie ""Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör"", da es sich um ein allgemeines elektrisches Zubehör für "
SKU-1066852367,SKU-1066852367,Shelly Smart Switch 1PM Mini Gen3 Rot NEU SKU-1066852367 präziser Ihr Home,Shelly,Smart Switch,26211,Business & Industrie > Elektronik & Messtechnik > Schalter > Kippschalter,Business & Industrie,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker > Smart-Wandschalter",185059,"LLM_SUGGESTED query=3800235261590 root=Heimwerker rationale=Das Produkt ist ein Shelly Smart Switch 1PM Mini Gen3, ein WLAN- und Bluetooth-fähiges Relais mit Leistungsmessung für die Hausautomation. Es fungiert als intelligenter Schalter zur Steuerung von Elektrogeräten und zur Ü"
SKU-6614383452,SKU-6614383452,Leonardo Karaffe Swing Transparent Glas NEU Gr. ca. 21 cm 1.2L Eleganz,Leonardo,Karaffe,258510,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Bar- & Ausschankausstattung > Gastronomie-Kaffee-, Kakao- & Teeausstattung > Kaffee- & Teespender > Karaffen & Dekanter",Business & Industrie,Möbel & Wohnen > Kochen & Genießen > Bar & Wein-Accessoires > Dekanter,103428,"LLM_SUGGESTED query=Leonardo Karaffe root=Möbel & Wohnen rationale=Das Produkt ist eine Karaffe aus Glas, die zum Servieren von Getränken verwendet wird. Die Kategorie 'Möbel & Wohnen > Kochen & Genießen > Bar & Wein-Accessoires > Dekanter' ist die passendste, da Karaffen und Dekanter ä"
SKU-4488972962,SKU-4488972962,"Gusskönig Dutch Oven Set 4,5L Gusseisen für vielseitiges Outdoor-Kochen",Gusskönig,Dutch Oven Set,25357,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör,Business & Industrie,Sport > Camping & Outdoor > Camping-Küchenbedarf > Kochgeschirr,87141,"LLM_SUGGESTED query=4262448172770 root=Sport rationale=Der Gusskönig Dutch Oven ist explizit für 'vielseitiges Outdoor-Kochen' konzipiert und wird in der Web-Evidenz als 'Feuertopf' beschrieben. Die Kategorie 'Sport > Camping & Outdoor > Camping-Küchenbedarf > Kochgeschirr' "
SKU-0735099796,6954850111741,Dong Fang Hong Latex Handschuhe 6 Stück - für optimalen Schutz & Komfort,Dong Fang Hong,Haushaltshandschuhe,184002,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Einmal-Reinigungshandschuhe,Business & Industrie,Möbel & Wohnen > Haushalt > Putzgeräte > Reinigungshandschuhe,259347,"LLM_SUGGESTED query=6954850111741 root=Möbel & Wohnen rationale=Das Produkt sind Latex-Handschuhe, die als 'Haushaltshandschuhe' beschrieben werden und für 'optimalen Schutz & Komfort' beim Reinigen gedacht sind. Die Web-Evidenz bestätigt die Klassifizierung als 'Reinigungswerkzeuge'"
SKU-3963918245,SKU-3963918245,Success Courier Pumpensteuerung DSK-1: Konstanter Druck & Trockenlaufschutz,Success Courier,Pumpensteuerung,184059,"Business & Industrie > Hydraulik, Pneumatik & Pumpen > Strömungswächter & Steuerungen > Pumpensteuerungen",Business & Industrie,"Heimwerker > Heizen, Klima & Sanitär > Wasser > Pumpen & Wasserfiltersysteme",260588,"LLM_SUGGESTED query=Success Courier DSK-1 root=Heimwerker rationale=Das Produkt ist eine Pumpensteuerung für konstanten Druck und Trockenlaufschutz. Die Web-Evidenz deutet auf die Verwendung in Gartenpumpen und Hauswasserwerken hin. Die Kategorie 'Heimwerker > Heizen, Klima & Sanitär > W"
SKU-5946216503,SKU-5946216503,reviMED TENS-Gerät Revi Tens für effektive Schmerzlinderung & Muskelstimulation,reviMED,TENS-Gerät,30807,Business & Industrie > Medizin & Labor > Medizinische Geräte,Business & Industrie,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf,67588,"LLM_SUGGESTED query=6971763600575 root=Beauty & Gesundheit rationale=Das Produkt ist ein TENS-Gerät zur Schmerzlinderung und Muskelstimulation, das laut Web-Evidenz als medizinisches Gerät der Klasse I für den Heimgebrauch eingestuft wird. Die Kategorie 'Beauty & Gesundheit > Pflege- & Me"
SKU-9912977908,SKU-9912977908,"Dexcom Blutzuckermessgerät G7 STK-GT-013 Schwarz NEU Dexcom, Inc. Präzise",Dexcom,Blutzuckermessgerät,30807,Business & Industrie > Medizin & Labor > Medizinische Geräte,Business & Industrie,"TV, Video & Audio > Tragbare Geräte & Kopfhörer",15052,"LLM_SUGGESTED query=0386270002273 root=TV, Video & Audio rationale=Das Produkt ist ein tragbares elektronisches Gerät. Obwohl der 'Audio'-Teil der Kategorie 'TV, Video & Audio > Tragbare Geräte & Kopfhörer' für ein Blutzuckermessgerät nicht zutreffend ist, ist 'Tragbare Geräte' die pass"
SKU-4303462818,3154020086005,"GYS Rutil Elektrode 252 186005 NEU Gr. 2,5 mm new Herst.-Nr. Ø2 4 6kg Business",GYS,Rutil Elektrode,182905,"Business & Industrie > Metallbearbeitung & Schlosserei > Schweißen & Löten > Schweißen > Elektroden, Drähte & Leitungen",Business & Industrie,Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör,260176,"LLM_SUGGESTED query=3154020086005 root=Heimwerker rationale=Das Produkt ist eine Schweißelektrode, die als Verbrauchsmaterial und Zubehör für elektrische Schweißgeräte dient. Von den zur Verfügung gestellten Kategorien ist ""Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftger"
SKU-5799111421,SKU-5799111421,Philips LED High Bay Hallenleuchte LV70007 LV70007 Schwarz Aluminium NEU,Philips,LED High Bay Hallenleuchte,26219,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Gebäude-Beleuchtungen > Industrielle Beleuchtungen,Business & Industrie,Möbel & Wohnen > Beleuchtung,20697,"LLM_SUGGESTED query=8720707001286 root=Möbel & Wohnen rationale=Das Produkt ist eine ""LED High Bay Hallenleuchte"", die typischerweise in industriellen oder großen kommerziellen Räumen verwendet wird. Da keine spezifische Kategorie für ""Industrielle Beleuchtungen"" oder ""Business & Ind"
SKU-2930571748,8bc07ed5-5cee-4d00-abb3-00dd4f20439d,Bosch Hammerbohrer SDS max-4 2608685873 Metall NEU Gr. 30 mm 520mm Beton,Bosch,Hammerbohrer,124425,Business & Industrie > Werkzeuge & Werkstattbedarf > Elektrowerkzeug-Zubehör > Bohrer,Business & Industrie,Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör > Bohrer-Bits,50382,"LLM_SUGGESTED query=3165140564250 root=Heimwerker rationale=Das Produkt ist ein Hammerbohrer, der als Zubehör für Elektrowerkzeuge dient. Die Kategorie ""Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör > Bohrer-Bits"" ist die präziseste und passendste Wahl, da si"
SKU-8927251416,4043962306996,fischer Hammerbohrer Quattric II SDS-plus Ø 24mm 450mm Quattric II 24/450/400,fischer,Hammerbohrer,124425,Business & Industrie > Werkzeuge & Werkstattbedarf > Elektrowerkzeug-Zubehör > Bohrer,Business & Industrie,Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör > Bohrer-Bits,50382,"LLM_SUGGESTED query=fischer Quattric II 24/450/400 root=Heimwerker rationale=Der Artikel ist ein Hammerbohrer mit SDS-plus Aufnahme, der als Zubehör für Elektrowerkzeuge (Hammerbohrmaschinen) dient. Die Kategorie 'Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör > Bohrer-Bits' i"
SKU-0545917168,2024080701046,SPURTAR Messschieber 0-150mm NEU DIN 862 Präzision 0.02mm Business Industrie,SPURTAR,Messschieber,131261,Business & Industrie > Werkzeuge & Werkstattbedarf > Mess- & Prüfwerkzeuge > Messschieber,Business & Industrie,Heimwerker > Werkzeuge > Messwerkzeuge & Messgeräte > Messschieber,29525,"LLM_SUGGESTED query=655302158944 root=Heimwerker rationale=Das Produkt ist ein Messschieber. Die Kategorie 'Heimwerker > Werkzeuge > Messwerkzeuge & Messgeräte > Messschieber' ist die spezifischste und passendste Kategorie in der Liste, die direkt den Produkttyp 'Messschieber' b"
SKU-4541378818,SKU-4541378818,Longking Selbstklebefliesen für Küche & Bad – Schnelle & stilvolle LKA003WGuk,Longking,Selbstklebefliesen,45686,Business & Industrie > Werkzeuge & Werkstattbedarf > Spezial-Handwerkzeuge > Fliesenlegerwerkzeuge,Business & Industrie,"Heimwerker > Farben, Tapeten & Zubehör > Tapeten, Werkzeuge & Zubehör",180981,"LLM_SUGGESTED query=Longking LKA003WGuk root=Heimwerker rationale=Das Produkt sind 'Selbstklebefliesen' für Küche & Bad, also ein Material zur Wandgestaltung und Heimwerkerbedarf. Die aktuelle Kategorie 'Fliesenlegerwerkzeuge' ist falsch, da es sich nicht um Werkzeuge handelt. Unter de"
SKU-1784585629,4250454729170,adeo Verlag Kunstkarten-Set: Elegante Blumenmotive für herzliche Grüße,adeo Verlag,Grußkarte,914,Sammeln & Seltenes > Ansichtskarten & Zubehör,Sammeln & Seltenes,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten",138910,"LLM_SUGGESTED query=4250454729170 root=Büro & Schreibwaren rationale=Das Produkt ist ein Set von Kunst-Doppelkarten mit Blumenmotiven, die als Grußkarten verwendet werden. Die Kategorie ""Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten"" is"
SKU-2804135383,SKU-2804135383,ERZEKRIM Ferritkern Entstörfilter Set Schwarz Ferrit NEU 40tlg. RFI/EMI,ERZEKRIM,Ferritkern Entstörfilter Set,1407,Sammeln & Seltenes > Beleuchtung > Lampenteile,Sammeln & Seltenes,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,175736,"LLM_SUGGESTED query=7445038719723 root=Handys & Kommunikation rationale=Das Produkt ist ein Ferritkern Entstörfilter Set, das explizit zur Unterdrückung von RFI/EMI (Radio Frequency Interference / Electromagnetic Interference) dient. Die Web-Evidenz bestätigt die Verwendung an verschiedenen "
SKU-4401248629,4009384458304,Fries GmbH Deutschland Fan Schal – Zeigen Sie Ihre Unterstützung stilvoll,Fries GmbH,Schal,63,Sammeln & Seltenes > Comics & Comic-Fanartikel,Sammeln & Seltenes,Sport > Weitere Ballsportarten > Football > Fanartikel,2024,"LLM_SUGGESTED query=4009384458304 root=Sport rationale=Der Artikel ist ein Deutschland Fan-Schal, der explizit für Fußball-Events wie WM und EM beworben wird. Die Kategorie ""Sport > Weitere Ballsportarten > Football > Fanartikel"" passt am besten, da sie den Zweck und die Art"
SKU-1566313678,SKU-1566313678,Heike Faller – Hundert: Was du im Leben lernen wirst Bilderbuch Gebunden Neu,Kein & Aber,Bilderbuch,60033,Sammeln & Seltenes > DDR & Ostalgie > DDR > Bücher & Zeitschriften > Kinder- & Jugendliteratur,Sammeln & Seltenes,Baby > Bücher & Zeitschriften > Bücher,15480,"LLM_SUGGESTED query=9783036957814 root=Baby rationale=Das Produkt ist ein Bilderbuch, das laut Web-Evidenz für ""Kinder und Erwachsene gleichermaßen"" geeignet ist. Die ursprüngliche (falsche) Kategorie enthielt ""Kinder- & Jugendliteratur"". Die Kategorie ""Baby > Bücher & Zeit"
SKU-5729537867,SKU-5729537867,Astrid Lindgren – Oetinger Bilderbuch Papier Gebundene Ausgabe Deutsch,Oetinger,Bilderbuch,60033,Sammeln & Seltenes > DDR & Ostalgie > DDR > Bücher & Zeitschriften > Kinder- & Jugendliteratur,Sammeln & Seltenes,Baby > Bücher & Zeitschriften > Bücher,15480,"LLM_SUGGESTED query=9783789141256 root=Baby rationale=Das Produkt ist ein Bilderbuch von Astrid Lindgren, das eindeutig zur Kinder- und Jugendliteratur gehört. Die Kategorie 'Baby > Bücher & Zeitschriften > Bücher' ist die spezifischste und passendste Option aus der Liste f"
SKU-9289261489,SKU-9289261489,Isabel Abedi – Lola Löwenherz Kinderbuch Abenteuer 2007 Gebundene Ausgabe Neu,Loewe,Kinderbuch,60033,Sammeln & Seltenes > DDR & Ostalgie > DDR > Bücher & Zeitschriften > Kinder- & Jugendliteratur,Sammeln & Seltenes,Bücher & Zeitschriften > Bücher,261186,"LLM_SUGGESTED query=9783785556740 root=Bücher & Zeitschriften rationale=Das Produkt ist ein Kinderbuch. Die Kategorie 'Bücher & Zeitschriften > Bücher' ist die passendste allgemeine Kategorie für ein Buch in der Liste der Kandidaten. Die Web-Evidenz zeigt, dass es sich um ein Kinderbuch für "
SKU-7270723982,SKU-7270723982,Kitchen Sink Einbauspüle SKU-7270723982 Silber Edelstahl NEU Robuste Sammeln,Kitchen Sink,Einbauspüle,8759,Sammeln & Seltenes > DDR & Ostalgie > DDR > Haushalt & Küche,Sammeln & Seltenes,Heimwerker > Bad & Küche > Küche,260627,"LLM_SUGGESTED query=Kitchen Sink SKU-7270723982 root=Heimwerker rationale=Das Produkt ist eine Einbauspüle aus Edelstahl. Eine Spüle ist ein fest installiertes Element in der Küche und passt am besten in die Kategorie 'Heimwerker > Bad & Küche > Küche', da es sich um ein Installationsprodukt h"
SKU-9787450821,SKU-9787450821,"bremermann Manuelle Nudelmaschine 57003 57003 Rot Edelstahlwalzen, lackiertes",bremermann,Manuelle Nudelmaschine,8759,Sammeln & Seltenes > DDR & Ostalgie > DDR > Haushalt & Küche,Sammeln & Seltenes,Haushaltsgeräte > Kleingeräte Küche > Nudelmaschinen,20680,"LLM_SUGGESTED query=4057993570030 root=Haushaltsgeräte rationale=Das Produkt ist eine manuelle Nudelmaschine. Die Kategorie 'Haushaltsgeräte > Kleingeräte Küche > Nudelmaschinen' ist die präziseste und passendste Kategorie für dieses Produkt. Die Web-Evidenz bestätigt, dass es sich um"
SKU-8004480244,SKU-8004480244,Trotec Standventilator TVE 16 S: Sofortige Erfrischung & angenehmes Raumklima,,Standventilator,1152,Sammeln & Seltenes > Disneyana > Vintage > Haushaltsartikel,Sammeln & Seltenes,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,20612,LLM_SUGGESTED query=4052138013946 root=Haushaltsgeräte rationale=Das Produkt ist ein Standventilator. Die Kategorie 'Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren' ist die spezifischste und passendste Kategorie für diese Produ
SKU-8310896573,SKU-8310896573,"IKEA RANARP Pendelleuchte: Zeitloses Design für warmes, gezieltes Licht",IKEA,Pendelleuchte,39216,"Sammeln & Seltenes > Esoterik, Mystik & Magie > Orakel & Tarot > Pendel",Sammeln & Seltenes,Möbel & Wohnen > Möbel > Regale & Aufbewahrung,3199,"LLM_SUGGESTED query=IKEA SKU-8310896573 root=Möbel & Wohnen rationale=Das Produkt ist eine ""Pendelleuchte"", die zu ""Möbel & Wohnen"" gehört. Obwohl keine spezifische Kategorie für Beleuchtung oder Lampen in der Liste vorhanden ist, ist ""Möbel & Wohnen > Möbel > Regale & Aufbewahrung"" (ID 31"
SKU-9091395294,SKU-9091395294,LEONARDO Trinkglas Swing Transparent Glas NEU Gr. 9 cm Trinkgläser Set,LEONARDO,Trinkglas,3273,Sammeln & Seltenes > Haushalt & Küche > Bar- & Wein-Accessoires > Schnapsgläser,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren,20696,"LLM_SUGGESTED query=4002541707024 root=Möbel & Wohnen rationale=Das Produkt ist ein Set von Trinkgläsern. Die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren"" ist die präziseste und passendste Wahl, da sie direkt allgemeine Trinkgläser und Glaswaren abdeckt. Die ak"
SKU-5740939127,SKU-5740939127,Leonardo Schalen-Set 5-tlg. Glas – Spülmaschinenfest & vielseitig einsetzbar,Leonardo,Schalen-Set,580,Sammeln & Seltenes > Haushalt & Küche > Gedeckter Tisch > Salzschalen,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Gedeckter Tisch > Servierplatten & -schalen,45503,"LLM_SUGGESTED query=4002541666529 root=Möbel & Wohnen rationale=Das Produkt ist ein Schalen-Set aus Glas, das zum Servieren von Speisen verwendet wird. Die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Gedeckter Tisch > Servierplatten & -schalen"" beschreibt den Verwendungszweck und"
SKU-2789683373,SKU-2789683373,"Brandson Standventilator: Leise Kühlung, Höhenverstellbar & Oszillierend",Brandson,Standventilator,4037,Sammeln & Seltenes > Haushalt & Küche > Kleingeräte > Elektrische Ventilatoren,Sammeln & Seltenes,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,20612,"LLM_SUGGESTED query=4061474039602 root=Haushaltsgeräte rationale=Der Artikel ist ein Standventilator. Die Kategorie 'Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren' ist die spezifischste und passendste Kategorie aus der Liste, "
