SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-6469360404,9e35f9b4-5df8-4db7-9dd7-31e4491488ef,Leevitex Jersey Spannbettlaken Gelb 90-100x200-220cm Baumwolle OEKO-TEX Neu,Leevitex,Spannbettlaken,,Heimtextilien > Bettwäsche & Bettwaren > Spannbettlaken,Heimtextilien,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken",20460,"LLM_SUGGESTED query=Leevitex Spannbettlaken root=Möbel & Wohnen rationale=Das Produkt ist ein Spannbettlaken. Die Kategorie 'Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken' ist die präziseste und allgemeinste Kategorie für diesen Artikel, ohne ihn unnötig auf Kinder- oder Babyarti | category_id_missing"
SKU-6543182729,8088208802015,H&M HOME Spannbettlaken 140x200 cm Beige Baumwolle Recycelt Fadendichte 144,H&M HOME,Spannbettlaken,,Heimtextilien > Bettwäsche & Bettlaken > Spannbettlaken,Heimtextilien,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken",20460,"LLM_SUGGESTED query=H&M HOME Spannbettlaken root=Möbel & Wohnen rationale=Das Produkt ist ein Spannbettlaken. Die Kategorie ""Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken"" ist die präziseste und passendste Wahl, da sie direkt die Produktart ""Bettlaken"" unter der korrekten Oberkat | category_id_missing"
SKU-5764056320,81717285233178,good morning Flanell Bettwäsche BERNARDUS Kariert Sand 155x220cm Baumwolle,good morning,Bettwäsche-Set,,Heimtextilien & Bettwaren > Bettwäsche,Heimtextilien & Bettwaren,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche",37644,"LLM_SUGGESTED query=8717285233178 root=Möbel & Wohnen rationale=Das Produkt ist eine Flanell Bettwäsche. Die Kategorie ""Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche"" ist die passendste und allgemeinste Kategorie für Bettwäsche-Sets. Die anderen hoch bewerteten Kategor | category_id_missing"
SKU-3050715048,247e01a5-fa99-4b01-be0a-fefbe97a145d,"HASKYY Vielzahn Steckschlüsselsatz XZN CVN-16, 1/2 Zoll, 16-tlg (8-24mm)",HASKYY,Steckschlüsselsatz,,Heimwerker > Handwerkzeuge > Werkzeugsets,Heimwerker,Heimwerker > Werkzeuge > Handwerkzeuge > Schraubenschlüssel > Steckschlüssel,84237,"LLM_SUGGESTED query=3698752406811 root=Heimwerker rationale=Das Produkt ist ein Steckschlüsselsatz, der eindeutig in die Kategorie 'Heimwerker > Werkzeuge > Handwerkzeuge > Schraubenschlüssel > Steckschlüssel' passt. Die Web-Evidenz bestätigt, dass es sich um einen 'Steckschlüsse | category_id_missing"
SKU-4973901806,4063541990120,HUGO BOSS Zestart Herren Sweatjacke Beige Gr. 4XL Langarm Reißverschluss,HUGO BOSS,Sweatjacke,,Herrenbekleidung > Sweatshirts & Hoodies,Herrenbekleidung,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Freizeithemden & Shirts,57990,"LLM_SUGGESTED query=4063541990120 root=Kleidung & Accessoires rationale=Das Produkt ist eine Herren-Sweatjacke, die am besten in die Kategorie für Herrenmode, genauer gesagt unter 'Shirts & Hemden' und dort 'Freizeithemden & Shirts' passt. Eine Sweatjacke ist ein Freizeitkleidungsstück und f | category_id_missing"
SKU-8798489036,8719115000028,Calvin Klein Herren Low Rise Trunks Baumwoll-Stretch Mehrfarbig Gr. L U2664-4KU,Calvin Klein,Boxershorts,,Herrenmode > Unterwäsche > Boxershorts,Herrenmode,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Unterkleidung,181133,"LLM_SUGGESTED query=8719115000028 root=Sport rationale=Das Produkt sind Herren-Boxershorts/Trunks, was eindeutig Unterkleidung für Herren ist. Die Kategorie ""Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Unterkleidung"" ist die einzige in der Liste, die den Begriff  | category_id_missing"
SKU-6587967689,45005591930000,Calvin Klein Herren Trunks 3er Pack Baumwoll-Stretch Classic Fit Low Rise Gr. L,Calvin Klein,Trunks,,Kleidung & Accessoires > Herrenmode > Unterwäsche > Boxershorts & Trunks,Kleidung & Accessoires,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Kupplungsteile & -sätze > Kupplungsgeber- & -nehmerzylinder,177937,"LLM_SUGGESTED query=8721107596471 root=Auto & Motorrad: Teile rationale=Das Produkt sind Herren Trunks (Unterwäsche). Keine der bereitgestellten Kandidatenkategorien ist für Bekleidung oder Unterwäsche relevant. Da ich gezwungen bin, eine Kategorie aus der Liste zu wählen, wurde die erstplat | category_id_missing"
SKU-0716100821,c02f6527-8651-429c-8022-31eb90f6aaaa,"SOMAN Integralhelm A154956/202401/03705 NEU Pink, Schwarz, Lila Gr. S -Zubehör",SOMAN,Integralhelm,,Motorrad-Teile & -Zubehör > Helme & Kopfbedeckungen > Helme,Motorrad-Teile & -Zubehör,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör > Motorrad- & Motorsporthelme",177076,"LLM_SUGGESTED query=SOMAN A154956/202401/03705 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein 'Integralhelm', der eindeutig als Motorradhelm identifiziert wird. Die Kategorie 'Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör > Motorrad- & Motorsporthelme' ist | category_id_missing"
SKU-2204782559,f2028097-7287-47f8-b694-d663960758ec,Eternity Commerce LTD Magnetspielzeug Pixel-Stil 150 Teile ab 3 Jahre 2024-1,Eternity Commerce LTD,Magnetspielzeug,,Spielzeug > Baukästen & Konstruktion > Magnetspielzeug,Spielzeug,PC- & Videospiele > Zubehör > Toys to Life,182180,"LLM_SUGGESTED query=Eternity Commerce LTD 2024-1 root=PC- & Videospiele rationale=Das Produkt ist ein ""Magnetspielzeug"". Obwohl ""Toys to Life"" spezifisch für physische Spielzeuge ist, die mit Videospielen interagieren, ist dies die einzige Kategorie in der bereitgestellten Liste, die das Wort ""Toys"" ( | category_id_missing"
SKU-9014992269,61cb13b8-ef09-4959-821e-c2d63fcd8038,Anqiyou Fahrrad Rücklicht AQY-0117 LED 400 mAh Akku Universal für Radsport NEU,Anqiyou,Rücklicht,,Sport > Radsport > Fahrradteile & -komponenten > Beleuchtung > Rücklichter,Sport,Sport > Radsport > Fahrradzubehör > Beleuchtung & Reflektoren,22689,LLM_SUGGESTED query=Anqiyou AQY-0117 root=Sport rationale=Das Produkt ist ein Fahrrad Rücklicht. Die Kategorie 'Sport > Radsport > Fahrradzubehör > Beleuchtung & Reflektoren' ist die präziseste und passendste Kategorie für Fahrradbeleuchtung. | category_id_missing
SKU-3756924465,48fe16c6-bdc6-42f6-862e-fc9eb4962c93,FEDOUR Heizstab HP-608 50W mit Temperaturregler für Süß- & Meerwasser 20-34°C,FEDOUR,Heizstab,,Tierbedarf > Aquaristik > Aquarienheizungen,Tierbedarf,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremskraftverstärker & -regler,174021,"LLM_SUGGESTED query=5907708618689 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Heizstab mit Temperaturregler für Aquarien (Süß- & Meerwasser), wie die WEB-EVIDENZ (Google-Suche nach Barcode) eindeutig belegt. Die bereitgestellte Kandidatenliste enthält jedoch keine passende Kate | category_id_missing"
SKU-7225351886,00442039661193,"COZII Hundepool X001Y0BTE9 Blau Gr. 120x30cm PVC, PP NEU Faltbar Tierbedarf",COZII,Hundepool,,Tierbedarf > Hunde > Betten & Möbel > Hundepools,Tierbedarf,Möbel & Wohnen > Kochen & Genießen > Gedeckter Tisch > Tischsets,20660,"LLM_SUGGESTED query=COZII X001Y0BTE9 root=Möbel & Wohnen rationale=Das Produkt ist ein 'Hundepool'. Es gibt keine passende Kategorie für 'Tierbedarf' oder 'Hundepools' in der bereitgestellten Kandidatenliste. Die WEB-EVIDENZ (Google-Suche 1) zeigt jedoch, dass der 'COZII Hundepool X001Y | category_id_missing"
SKU-7753504850,30c418b6-000b-47e9-8252-3478b4693cda,PerformaNat Calcium Bolus für Milchkühe | Milchfieber-Prophylaxe | 8x110g | Neu,PerformaNat,Calcium Bolus,,Tierbedarf > Nutztiere > Rinderzubehör > Futterergänzungsmittel,Tierbedarf,Beauty & Gesundheit > Medikamente von Apothekern > Tiergesundheit,180501,"LLM_SUGGESTED query=PerformaNat QDENI400127 root=Beauty & Gesundheit rationale=Das Produkt ist ein Calcium Bolus zur Milchfieber-Prophylaxe für Milchkühe, also ein Futterergänzungsmittel zur Verbesserung der Tiergesundheit. Die Kategorie 'Beauty & Gesundheit > Medikamente von Apothekern > Tiergesun | category_id_missing"
SKU-1316800430,8004815313234,"Fiamma Level Up Auffahrkeile 3-stufig rutschfest 5,0t für Wohnmobil Wohnwagen",Fiamma,Nivellierkeil,,Wohnmobil- & Wohnwagenzubehör > Nivellierkeile,Wohnmobil- & Wohnwagenzubehör,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Stützen & Keile,19456,"LLM_SUGGESTED query=8004815313234 root=Auto & Motorrad: Teile rationale=Das Produkt sind Auffahrkeile (Nivellierkeile) für Wohnmobile und Wohnwagen. Die Kategorie ""Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Stützen & Keile"" ist die passendste, da ""Stützen  | category_id_missing"
SKU-4519918204,5010996282880,Hasbro Marvel X-Men Wolverine Actionfigur Marvel Legends Marvel's Nemesis BAF,Hasbro,Actionfigur,,Actionfigur,Actionfigur,Spielzeug > Action-Figuren & Zubehör > Action- & Spielfiguren,261068,"LLM_SUGGESTED query=5010996282880 root=Spielzeug rationale=Das Produkt ist eine Actionfigur von Hasbro aus der Marvel X-Men Legends Serie. Die Kategorie 'Spielzeug > Action-Figuren & Zubehör > Action- & Spielfiguren' ist die präziseste und passendste Wahl, da sie den Produkttyp  | category_id_missing|category_text_not_breadcrumb"
SKU-7417485934,5055350248140,FOX Edges Kwik Change Pop-Up Gewichte für Karpfenangeln VS-XL Blei NEU CAC518,FOX,Pop-Up Gewichte,,Angeln,Angeln,Sport > Angelsport > Kleines Angelzubehör > Bleie,161826,"LLM_SUGGESTED query=5055350248140 root=Sport rationale=Das Produkt sind 'Pop-Up Gewichte' (Bleie) für das 'Karpfenangeln'. Die Kategorie 'Sport > Angelsport > Kleines Angelzubehör > Bleie' ist die präziseste und korrekteste Wahl, da sie sowohl den Sport (Angelsport) als auch | category_id_missing|category_text_not_breadcrumb"
SKU-3097738026,4034144003036,EMUK Anhängerspiegel 2-Punkt-Bügel Aluminium für Renault Kadjar Espace Scénic,EMUK,Anhängerspiegel,,Anhängerspiegel,Anhängerspiegel,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Spiegel,263094,"LLM_SUGGESTED query=4034144003036 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein 'Anhängerspiegel' bzw. 'Caravanspiegel', also ein Spiegel für ein Fahrzeug. Obwohl dieser Spiegel für Autos beim Ziehen von Anhängern/Wohnwagen gedacht ist, gibt es in der Kandidatenliste keine spezif | category_id_missing|category_text_not_breadcrumb"
SKU-6074840029,4040074266946,"MEYLE Gelenksatz Antriebswelle 100 498 0057, radseitig, ABS-Ring, Schwarz",MEYLE,Gelenksatz,,Antriebswellen & Gelenke,Antriebswellen & Gelenke,"Auto & Motorrad: Teile > Autoteile & Zubehör > Getriebe & Antriebstechnik > Antriebswellengelenke, Achsmanschetten & Teile",33729,"LLM_SUGGESTED query=4040074266946 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Gelenksatz für eine Antriebswelle. Die Kategorie 'Auto & Motorrad: Teile > Autoteile & Zubehör > Getriebe & Antriebstechnik > Antriebswellengelenke, Achsmanschetten & Teile' ist die präziseste und dir | category_id_missing|category_text_not_breadcrumb"
SKU-4603086544,20240129000072,URVOLAX CarPlay Display UR73C 10.26 Zoll NEU Schwarz Drahtloses Auto-Monitore,URVOLAX,CarPlay Display,,Auto-Monitore,Auto-Monitore,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Auto DVD Player",122188,"LLM_SUGGESTED query=6933783712522 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein CarPlay Display, das als drahtloser Auto-Monitor für Unterhaltung und Konnektivität im Fahrzeug dient. Die Kategorie ""Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainm | category_id_missing|category_text_not_breadcrumb"
SKU-7200941317,76a7cc4f-9aa4-4149-ad6b-9cc4ef1dc1df,Tesla Sonnenschutz Panorama-Glasdach Schwarz Mesh-Gewebe für Innenraum NEU,Tesla,Sonnenschutz,,Autozubehör,Autozubehör,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Sonnen- & Sichtschutze,262204,"LLM_SUGGESTED query=Tesla Sonnenschutz root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Sonnenschutz für das Panorama-Glasdach eines Tesla, der im Innenraum angebracht wird. Die Kategorie 'Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Sonnen- & Sichtschutze' ist die p | category_id_missing|category_text_not_breadcrumb"
SKU-2969022222,849e919f-0898-4df7-8fbb-e141c351cba4,DUNSOO Badteppich rutschfest Wasserabsorbierend Mikrofaser Grau 70x120cm Neu,DUNSOO,Badteppich,,Badematten & Badteppiche,Badematten & Badteppiche,"Möbel & Wohnen > Badezimmer > Badezimmerzubehör > Badvorleger, Teppiche & Toilettensitzabdeckungen",133696,"LLM_SUGGESTED query=DUNSOO C04-061-04 root=Möbel & Wohnen rationale=Das Produkt ist ein Badteppich. Die Kategorie ""Möbel & Wohnen > Badezimmer > Badezimmerzubehör > Badvorleger, Teppiche & Toilettensitzabdeckungen"" ist die präziseste und passendste Wahl, da sie ""Badvorleger"" und ""Teppich | category_id_missing|category_text_not_breadcrumb"
SKU-8684520981,59151383083624,home24 Beistelltisch MANCHESTER 31x63x63 cm NEU Robustes Design Vielseitig,home24,Beistelltisch,,Beistelltische,Beistelltische,Garten & Terrasse > Möbel > Tische,112590,"LLM_SUGGESTED query=home24 JI-05510-50 root=Garten & Terrasse rationale=Der Artikel ist ein Beistelltisch, der als Möbelstück kategorisiert werden sollte. Obwohl die Web-Evidenz auf den 'Wohnbereich' hinweist, ist das robuste Design aus Akazienholz und Metall vielseitig und könnte auch im Au | category_id_missing|category_text_not_breadcrumb"
SKU-4715041854,4005414511612,ESPRIT Bettwäsche-Set CHILL Streifen Blau 155x220 cm Baumwolle Renforcé OEKO-TEX,ESPRIT,Bettwäsche-Set,,Bettwäsche,Bettwäsche,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche",37644,"LLM_SUGGESTED query=4005414511612 root=Möbel & Wohnen rationale=Das Produkt ist ein Bettwäsche-Set. Die Kategorie 'Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche' ist die passendste und spezifischste Option für allgemeine Bettwäsche, da die Produktbeschreibung keine Hin | category_id_missing|category_text_not_breadcrumb"
SKU-8942698934,4251806427775,SCHIESSER Musselin Bettwäsche-Set Unisex Braun 135x200/80x80 cm Baumwolle Neu,SCHIESSER,Bettwäsche-Set,,Bettwäsche,Bettwäsche,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche",37644,"LLM_SUGGESTED query=4251806427775 root=Möbel & Wohnen rationale=Das Produkt ist ein Bettwäsche-Set. Die Kategorie 'Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche' ist die passendste und allgemeinste Kategorie für Bettwäsche und vermeidet die spezifischere Unterkategorie | category_id_missing|category_text_not_breadcrumb"
SKU-1466301102,5713487061277,Spring Copenhagen Dekofigur Spot Rehkitz Holz braun handgefertigt von Chresten,Spring Copenhagen,Dekofigur,,Dekofigur,Dekofigur,Möbel & Wohnen > Dekoration > Deko-Accessoires,262984,"LLM_SUGGESTED query=5713487061277 root=Möbel & Wohnen rationale=Das Produkt ist eine Dekofigur aus Holz, die als Wohnaccessoire dient. Die Kategorie ""Möbel & Wohnen > Dekoration > Deko-Accessoires"" ist die präziseste und passendste Wahl für diesen Artikel, da sie explizit Dekorations | category_id_missing|category_text_not_breadcrumb"
SKU-3782469631,5713487061253,Spring Copenhagen Dekofigur Spirit Eichenholz Neu Natur 19x8.3x13cm Chresten,Spring Copenhagen,Dekofigur,,Dekofigur,Dekofigur,"Möbel & Wohnen > Dekoration > Figuren, Skulpturen & Statuen",36025,"LLM_SUGGESTED query=5713487061253 root=Möbel & Wohnen rationale=Das Produkt ist eine 'Dekofigur' in Form eines Hirsches aus Holz, wie aus dem Titel und der Web-Evidenz hervorgeht. Die Kategorie 'Möbel & Wohnen > Dekoration > Figuren, Skulpturen & Statuen' ist die präziseste und logis | category_id_missing|category_text_not_breadcrumb"
SKU-1803692252,4078500055604,"GARDENA Akku- & Ladegerät-Set 18V 2.5 Ah Starter-Kit PBA 18V/45 Neu, OVP besch.",GARDENA,Akku- & Ladegerät-Set,,Gartengeräte Zubehör,Gartengeräte Zubehör,Garten & Terrasse > Motor-Gartengeräte & -zubehör,29518,"LLM_SUGGESTED query=4078500055604 root=Garten & Terrasse rationale=Das Produkt ist ein Akku- und Ladegerät-Set von GARDENA, das explizit für motorbetriebene Gartengeräte des Herstellers konzipiert ist, wie die Web-Evidenz bestätigt. Die Kategorie ""Garten & Terrasse > Motor-Gartengeräte  | category_id_missing|category_text_not_breadcrumb"
SKU-8805500495,8712013813820,Bo-Camp Melamin Geschirrset Mix & Match Blau 16-tlg. 4 Pers. Ø 25.8cm Neu,Bo-Camp,Geschirrset,,Geschirr-Sets,Geschirr-Sets,Sport > Camping & Outdoor > Camping-Küchenbedarf > Campinggeschirr,181383,"LLM_SUGGESTED query=8712013813820 root=Sport rationale=Das Produkt ist ein Melamin-Geschirrset, das laut Titel und Web-Evidenz (z.B. Fritz Berger, Obelink, eBay.de) explizit für Camping und Outdoor-Aktivitäten gedacht ist. Die Kategorie 'Sport > Camping & Outdoor > Camping-K | category_id_missing|category_text_not_breadcrumb"
SKU-7226847075,4260532290669,"BBQ-Toro Gusseisen Grillpfanne 3,5L für Herd Backofen Grill 42,5x27cm NEU",BBQ-Toro,Grillpfanne,,Grillpfanne,Grillpfanne,Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen > Gartöpfe & Bräter,98844,"LLM_SUGGESTED query=4260532290669 root=Möbel & Wohnen rationale=Das Produkt ist eine Gusseisen Grillpfanne, die auch als Topf/Bräter verwendet werden kann. Die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen > Gartöpfe & Bräter"" ist die präziseste und passendste Wahl  | category_id_missing|category_text_not_breadcrumb"
SKU-2064038107,14f93c3a-6902-4da3-8a00-991a13958570,FNTCASE Schutzhülle für Apple iPhone 16 Pro Grau Stoßfest MagSafe-kompatibel NEU,FNTCASE,Schutzhülle,,Handyhüllen,Handyhüllen,Handys & Kommunikation > Handy-Zubehör > Taschen & Schutzhüllen,20349,"LLM_SUGGESTED query=FNTCASE Schutzhülle root=Handys & Kommunikation rationale=Das Produkt ist eine Schutzhülle für ein iPhone, was eindeutig unter 'Handys & Kommunikation > Handy-Zubehör > Taschen & Schutzhüllen' fällt. Diese Kategorie ist die spezifischste und passendste Option in der Liste. | category_id_missing|category_text_not_breadcrumb"
SKU-1747542074,4063544208888,BOSS Herren T-Shirt 3er Pack Classic Crew Neck Regular Fit Bio-Baumwolle Gr. M,BOSS,T-Shirt,,Herren T-Shirts,Herren T-Shirts,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,15687,"LLM_SUGGESTED query=4063544208888 root=Kleidung & Accessoires rationale=Das Produkt ist ein Herren-T-Shirt. Die Kategorie ""Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts"" ist die spezifischste und passendste Option in der bereitgestellten Liste. | category_id_missing|category_text_not_breadcrumb"
