id_category;DE_level_1_title_category;DE_level_2_title_category;DE_level_3_title_category;DE_level_4_title_category;DE_level_5_title_category;DE_level_6_title_category;DE_level_7_title_category;DE_level_8_title_category;DE_level_9_title_category
60811;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;;;;;
60781;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;;;;;
60801;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;;;;;
57861;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;Kinderzimmer-Aufbewahrung;;;;
64371;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;Kindergardinen;;;;
60791;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderzimmeraccessoires;Messlatten;;;;
4191;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kinderregale;;;;;
5891;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kindersofas;;;;;
3581;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Kindertische;;;;;
69727;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Lerntürme;;;;;
2741;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Hochbetten;;;;;
3311;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Babyzimmer;;;;;
8901;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Laufgitter & Zubehör;;;;;
42761;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Laufgitter & Zubehör;Laufgittereinlagen;;;;
42751;Baby & Kind ;Babyartikel;Baby- & Kindermöbel;Laufgitter & Zubehör;Laufgitter;;;;
8351;Baby & Kind ;Babyartikel;Babykleidung;;;;;;
8601;Baby & Kind ;Babyartikel;Babykleidung;Babyaccessoires;;;;;
10341;Baby & Kind ;Babyartikel;Babykleidung;Babyaccessoires;Babyhandschuhe;;;;
10301;Baby & Kind ;Babyartikel;Babykleidung;Babyaccessoires;Babymützen;;;;
10321;Baby & Kind ;Babyartikel;Babykleidung;Babyaccessoires;Babytücher & -schals;;;;
45191;Baby & Kind ;Babyartikel;Babykleidung;Babyaccessoires;Sonstige Babyaccessoires;;;;
8621;Baby & Kind ;Babyartikel;Babykleidung;Babybodys;;;;;
8651;Baby & Kind ;Babyartikel;Babykleidung;Babykleider;;;;;
8641;Baby & Kind ;Babyartikel;Babykleidung;Babyjacken;;;;;
8691;Baby & Kind ;Babyartikel;Babykleidung;Babyschlafanzüge;;;;;
8671;Baby & Kind ;Babyartikel;Babykleidung;Babyregenbekleidung;;;;;
8731;Baby & Kind ;Babyartikel;Babykleidung;Babystrampler;;;;;
8711;Baby & Kind ;Babyartikel;Babykleidung;Babyschuhe;;;;;
10481;Baby & Kind ;Babyartikel;Babykleidung;Babyschuhe;Babystiefel;;;;
10431;Baby & Kind ;Babyartikel;Babykleidung;Babyschuhe;Babysandalen;;;;
10461;Baby & Kind ;Babyartikel;Babykleidung;Babyschuhe;Babysneakers;;;;
10391;Baby & Kind ;Babyartikel;Babykleidung;Babyschuhe;Krabbelschuhe;;;;
8681;Baby & Kind ;Babyartikel;Babykleidung;Babyröcke;;;;;
8701;Baby & Kind ;Babyartikel;Babykleidung;Babyschneeanzüge;;;;;
8721;Baby & Kind ;Babyartikel;Babykleidung;Babysöckchen;;;;;
61931;Baby & Kind ;Babyartikel;Babykleidung;Babystrumpfhosen;;;;;
8611;Baby & Kind ;Babyartikel;Babykleidung;Babybademode;;;;;
8661;Baby & Kind ;Babyartikel;Babykleidung;Babyoberteile;;;;;
8631;Baby & Kind ;Babyartikel;Babykleidung;Babyhosen;;;;;
66751;Baby & Kind ;Babyartikel;Babykleidung;Sonstige Babykleidung;;;;;
61521;Baby & Kind ;Babyartikel;Babykleidung;Regen- & Schneeanzüge;;;;;
8411;Baby & Kind ;Babyartikel;Babyernährung;;;;;;
8971;Baby & Kind ;Babyartikel;Babyernährung;Babynahrung;;;;;
11151;Baby & Kind ;Babyartikel;Babyernährung;Babynahrung;Babybrei;;;;
70151;Baby & Kind ;Babyartikel;Babyernährung;Babynahrung;Babyanfangsnahrung;;;;
11141;Baby & Kind ;Babyartikel;Babyernährung;Babynahrung;Getränke für Babys;;;;
11121;Baby & Kind ;Babyartikel;Babyernährung;Babynahrung;Fertigmahlzeiten für Babys;;;;
9011;Baby & Kind ;Babyartikel;Babyernährung;Lätzchen;;;;;
69824;Baby & Kind ;Babyartikel;Babyernährung;Flaschenwärmer & Babykostwärmer;;;;;
9001;Baby & Kind ;Babyartikel;Babyernährung;Fläschchen;;;;;
9021;Baby & Kind ;Babyartikel;Babyernährung;Trinklernbecher;;;;;
8981;Baby & Kind ;Babyartikel;Babyernährung;Milchpumpen;;;;;
57021;Baby & Kind ;Babyartikel;Babyernährung;Sonstige Babyernährung;;;;;
8991;Baby & Kind ;Babyartikel;Babyernährung;Sterilisatoren & Vaporisatoren;;;;;
54881;Baby & Kind ;Babyartikel;Pflege & Entwicklung;;;;;;
8371;Baby & Kind ;Babyartikel;Pflege & Entwicklung;;;;;;
54891;Baby & Kind ;Babyartikel;Pflege & Entwicklung;;;;;;
8771;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Babywannen;;;;;
56361;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Babydecken;;;;;
58921;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Babykissen;;;;;
8781;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Babywaagen;;;;;
57911;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Babyhandtücher;;;;;
57341;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Stillkissen;;;;;
8821;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Spucktücher;;;;;
63721;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Wickelauflagen & -bezüge;;;;;
63731;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Wickelauflagen & -bezüge;Wickelauflagenbezüge;;;;
8851;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Wickelauflagen & -bezüge;Wickelauflagen;;;;
8861;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Wickeltisch-Heizstrahler;;;;;
45201;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Sonstige Babypflege;;;;;
8871;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Windeln;;;;;
26371;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Wickeltaschen;;;;;
8881;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Windeleimer;;;;;
69524;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Stilleinlagen;;;;;
8811;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Schnullerketten;;;;;
8801;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Schnuller;;;;;
56371;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Krabbeldecken;;;;;
8831;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Töpfchen;;;;;
8791;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Beißringe;;;;;
8841;Baby & Kind ;Babyartikel;Pflege & Entwicklung;Toilettentrainer;;;;;
8401;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;;;;;;
42781;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Babyschalen & Kindersitze;;;;;
8931;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Babyschalen & Kindersitze;Babyschalen;;;;
8951;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Babyschalen & Kindersitze;Sitzerhöhungen;;;;
8941;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Babyschalen & Kindersitze;Kindersitze;;;;
8961;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;;;;;
10991;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Adapter & Befestigungen;;;;
11031;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Rückenlehnenschutz;;;;
11011;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Kindersitzbezüge;;;;
11001;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Kindersitz-Becherhalter;;;;
11061;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Utensilientaschen;;;;
45221;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Sonstiges Kinderautositz-Zubehör;;;;
11021;Baby & Kind ;Babyartikel;Kinderautositze & Zubehör;Kinderautositz-Zubehör;Gurtpolster;;;;
59751;Baby & Kind ;Babyartikel;Sonstige Babyausstattung;;;;;;
8361;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;;;;;;
8761;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Babyphones & Zubehör;;;;;
10721;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Babyphones & Zubehör;Babyphonezubehör;;;;
42741;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Babyphones & Zubehör;Babyphones;;;;
8751;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;;;;;
10631;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;Ecken- & Kantenschutz;;;;
10691;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;Klemmschutz;;;;
10661;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;Schubladen- & Schranksicherungen;;;;
10641;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;Kippsicherungen;;;;
10701;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kindersicherungen;Steckdosenschutz;;;;
8741;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kinderschutzgitter & Zubehör;;;;;
42731;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kinderschutzgitter & Zubehör;Kinderschutzgitter;;;;
10601;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kinderschutzgitter & Zubehör;Kinderschutzgitter;Türschutzgitter;;;
10581;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kinderschutzgitter & Zubehör;Kinderschutzgitter;Treppenschutzgitter;;;
10611;Baby & Kind ;Babyartikel;Sicherheitsprodukte für Kinder;Kinderschutzgitter & Zubehör;Schutzgitter-Zubehör;;;;
8391;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;;;;;;
8911;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Babytragen;;;;;
10861;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Babytragen;Tragetücher;;;;
10851;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Babytragen;Rückentragen;;;;
10831;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Babytragen;Bauchtragen;;;;
66201;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Babytragen-Zubehör;;;;;
8921;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;;;;;
10951;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;;;;
60901;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Kinderwagenanhänger;;;
12051;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Bauchbügel;;;
12061;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Fußsäcke;;;
45211;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Sonstiges Kinderwagenzubehör;;;
12121;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Mückennetze für Kinderwagen;;;
12131;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Nackenpolster;;;
12101;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Kinderwagenketten;;;
12081;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Kinderwagen-Sonnensegel;;;
12031;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Kinderwagenauflagen;;;
12071;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Regenschutz;;;
12141;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Tragenester;;;
12111;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagenzubehör;Kinderwagennetze;;;
42771;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;;;;
10901;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;Klassische Kinderwagen;;;
10891;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;Kinderwagen-Sets;;;
10871;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;Buggys;;;
10921;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;Kombikinderwagen;;;
10931;Baby & Kind ;Babyartikel;Kinderwagen & Babytragen;Kinderwagen & Zubehör;Kinderwagen;Sportkinderwagen;;;
55111;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;;;;;;
8421;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;;;;;;
69421;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Spielbögen;;;;;
9061;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Baby-Spieluhren;;;;;
58261;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Lauflernwagen;;;;;
9121;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Klopf- & Hämmerspielzeuge;;;;;
69509;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Steckenpferde;;;;;
45231;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Sonstiges Babyspielzeug;;;;;
9031;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Mobiles;;;;;
9101;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Motorikspielzeug;;;;;
9131;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Nachziehspielzeuge;;;;;
9041;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Rasseln;;;;;
9111;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Schaukelpferde;;;;;
9051;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Schmusetücher;;;;;
61421;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;;;;;
9071;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Bauklötze;;;;
61451;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Sonstige Holzspielzeuge;;;;
9881;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Steckpuzzles;;;;
61431;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Holzautos;;;;
9841;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Holzpuzzles;;;;
61371;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Holzeisenbahnen;;;;
61461;Baby & Kind ;Babyartikel;Baby- & Kleinkinderspielzeuge;Holzspielzeuge;Holz-Spielzeugfiguren & -Spielwelten;;;;
8341;Baby & Kind ;Spielwaren;;;;;;;
8451;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;;;;;;
41971;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Spielezubehör;;;;;
42061;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Spielezubehör;Würfel;;;;
45241;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Spielezubehör;Sonstiges Spielezubehör;;;;
42051;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Spielezubehör;Spielgeld;;;;
42041;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Spielezubehör;Spielfiguren;;;;
41961;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;;;;;
41981;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Brettspiele;;;;
41991;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Kartenspiele;;;;
42031;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Würfelspiele;;;;
42021;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Spielesammlungen;;;;
42001;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Mitbring- & Reisespiele;;;;
42011;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Knobel- & Denkspiele;;;;
60111;Baby & Kind ;Spielwaren;Gesellschaftsspiele & Spielezubehör;Gesellschaftspiele;Geschicklichkeitsspiele;;;;
8461;Baby & Kind ;Spielwaren;Kinder Spielwelten;;;;;;
69272;Baby & Kind ;Spielwaren;Kinder Spielwelten;;;;;;
68973;Baby & Kind ;Spielwaren;Kinder Spielwelten;;;;;;
69739;Baby & Kind ;Spielwaren;Kinder Spielwelten;Bällebäder;;;;;
62681;Baby & Kind ;Spielwaren;Kinder Spielwelten;Kinder-Gartengeräte;;;;;
68957;Baby & Kind ;Spielwaren;Kinder Spielwelten;Kinderwerkzeug;;;;;
9321;Baby & Kind ;Spielwaren;Kinder Spielwelten;Arztspielzeuge;;;;;
9351;Baby & Kind ;Spielwaren;Kinder Spielwelten;Haushaltsspielzeuge;;;;;
9331;Baby & Kind ;Spielwaren;Kinder Spielwelten;Küchenspielzeuge;;;;;
57071;Baby & Kind ;Spielwaren;Kinder Spielwelten;Sonstige Kinder-Rollenspiele;;;;;
45261;Baby & Kind ;Spielwaren;Kinder Spielwelten;Kaufläden-Zubehör;;;;;
45251;Baby & Kind ;Spielwaren;Kinder Spielwelten;Kaufläden;;;;;
9381;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugtelefone;;;;;
63791;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugwaffen;;;;;
9371;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugwaffen;Spielzeugpistolen;;;;
64321;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugwaffen;Spielzeuggewehre;;;;
63801;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugwaffen;Spielzeugschwerter;;;;
64941;Baby & Kind ;Spielwaren;Kinder Spielwelten;Spielzeugwaffen;Spielzeugwaffen-Munition;;;;
8471;Baby & Kind ;Spielwaren;Kinderkosmetik;;;;;;
45271;Baby & Kind ;Spielwaren;Kinderkosmetik;Kinderschminke;;;;;
9391;Baby & Kind ;Spielwaren;Kinderkosmetik;Kinder-Schminkkoffer;;;;;
9401;Baby & Kind ;Spielwaren;Kinderkosmetik;Schmink- & Frisierköpfe;;;;;
45281;Baby & Kind ;Spielwaren;Kinderkosmetik;Sonstige Kinderkosmetik;;;;;
60361;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;;;;;;
60371;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten;;;;;
60401;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten-Zubehör;;;;;
69856;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten-Zubehör;Deckboxen;;;;
69857;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten-Zubehör;Playmats;;;;
60381;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten-Zubehör;Sammelalben;;;;
60411;Baby & Kind ;Spielwaren;Sammelkarten & Zubehör;Sammelkarten-Zubehör;Sammelkarten-Schutzhüllen;;;;
55191;Baby & Kind ;Spielwaren;Kreativspielzeuge;;;;;;
55121;Baby & Kind ;Spielwaren;Kreativspielzeuge;;;;;;
55151;Baby & Kind ;Spielwaren;Kreativspielzeuge;;;;;;
8491;Baby & Kind ;Spielwaren;Kreativspielzeuge;;;;;;
69323;Baby & Kind ;Spielwaren;Kreativspielzeuge;3D Stifte;;;;;
65291;Baby & Kind ;Spielwaren;Kreativspielzeuge;Kinderlaternen;;;;;
9451;Baby & Kind ;Spielwaren;Kreativspielzeuge;Kinderknete;;;;;
9461;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malbücher;;;;;
55181;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malstifte;;;;;
55171;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malstifte;;;;;
9521;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malstifte;;;;;
55161;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malstifte;;;;;
9511;Baby & Kind ;Spielwaren;Kreativspielzeuge;Sticken, Stricken & Weben für Kinder;;;;;
9421;Baby & Kind ;Spielwaren;Kreativspielzeuge;Bügelperlen;;;;;
9501;Baby & Kind ;Spielwaren;Kreativspielzeuge;Spieltafeln;;;;;
65301;Baby & Kind ;Spielwaren;Kreativspielzeuge;Laternenstäbe;;;;;
9481;Baby & Kind ;Spielwaren;Kreativspielzeuge;Mandalas;;;;;
9091;Baby & Kind ;Spielwaren;Kreativspielzeuge;Kugelbahnen;;;;;
59851;Baby & Kind ;Spielwaren;Kreativspielzeuge;Sonstige Kreativspielzeuge;;;;;
9471;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malen nach Zahlen;;;;;
9431;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malfarben;;;;;
55141;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malfarben;;;;;
55131;Baby & Kind ;Spielwaren;Kreativspielzeuge;Malfarben;;;;;
62281;Baby & Kind ;Spielwaren;Kreativspielzeuge;Steckspiele;;;;;
9491;Baby & Kind ;Spielwaren;Kreativspielzeuge;Motivstempel;;;;;
58111;Baby & Kind ;Spielwaren;Kreativspielzeuge;Kratzbilder;;;;;
69468;Baby & Kind ;Spielwaren;Kreativspielzeuge;Spielschleim;;;;;
8481;Baby & Kind ;Spielwaren;Kuscheltiere;;;;;;
8431;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;;;;;;
9181;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Biologielaborkästen;;;;;
9161;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Chemielaborkästen;;;;;
9191;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Entdeckerspielzeuge;;;;;
9141;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lerncomputer & Zubehör;;;;;
65331;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lerncomputer & Zubehör;Lerncomputerzubehör;;;;
30421;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lerncomputer & Zubehör;Lerncomputerzubehör;Schutzfolien Lerncomputer;;;
65341;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lerncomputer & Zubehör;Lerncomputerzubehör;Sonstiges Lerncomputerzubehör;;;
48271;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lerncomputer & Zubehör;Lerncomputer;;;;
9151;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Lernspielzeuge;;;;;
69462;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Elektrobaukästen;;;;;
67191;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Globen;;;;;
53361;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Metallbaukästen;;;;;
9171;Baby & Kind ;Spielwaren;Spielzeuge zur Förderung;Physiklaborkästen;;;;;
8531;Baby & Kind ;Spielwaren;Puppen & Zubehör;;;;;;
42871;Baby & Kind ;Spielwaren;Puppen & Zubehör;Puppen;;;;;
