productId,sku,manufacturer,missingFields,gpsrScore
849e919f-0898-4df7-8fbb-e141c351cba4,SKU-2969022222,DUNSOO,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-1483282001,SKU-1483282001,DUO Collection,manufacturer_address|email,10
ea75ec18-8ebd-4623-8b72-bdc796af7bfb,SKU-1536365981,Dzpuhuojz,manufacturer_city|manufacturer_postalcode,10
SKU-8151275535,SKU-8151275535,E-CrossStu GmbH,manufacturer_city|manufacturer_postalcode|email,8
3613379433101,SKU-5526640633,Element,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
5059732709403,SKU-8447826159,Ellesse,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
d7360291-deb4-4b2b-8251-b756f2572c94,SKU-2215132526,ELOMACKE,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
f2028097-7287-47f8-b694-d663960758ec,SKU-2204782559,Eternity Commerce LTD,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-9458628509,SKU-9458628509,Eureka,manufacturer_postalcode,14
4251175827556,SKU-2902386366,EURO DRIVELINE,entity_country|manufacturer_city|manufacturer_postalcode|email,6
5900811829102,SKU-8404970287,Eurofirany,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
36f71981-e45d-478a-a80d-4e665f0e3352,SKU-3867423041,EVARGST CONIBUTING LTD,entity_country|manufacturer_city|manufacturer_postalcode,9
SKU-4949389854,SKU-4949389854,evoTrek,entity_country|manufacturer_city|manufacturer_postalcode|email,6
4030434105633,SKU-9182883969,FLENNOR,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
14f93c3a-6902-4da3-8a00-991a13958570,SKU-2064038107,"Forkan Narlan Sorfeng mobile phone accessories Co., LTD",manufacturer_postalcode,12
7325706169114,SKU-6810770905,GANT,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
7325707913594,SKU-1000000007,GANT,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
8b41bda6-bc97-4d34-8644-f081c7d180cb,SKU-2629282795,Glosen,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
81717285233178,SKU-5764056320,Good Morning,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-6346907299,SKU-6346907299,GoveeLife,manufacturer_address|manufacturer_postalcode,11
4262472110243,SKU-7909541265,GRANA HOME,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
4005176388538,SKU-1186485817,Grohe AG,email,12
a65f35c5-a17f-41d7-9166-6d17f6a158ba,SKU-3849647644,GYM FORM,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-0280699295,SKU-0280699295,H&M,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
34bb265f-a1ad-4850-a2ec-71bf44c1ad68,SKU-5700317364,Hansgrohe Deutschland Vertriebs GmbH,email,15
4059625316214,SKU-6046815482,Hansgrohe Deutschland Vertriebs GmbH,email,15
SKU-2114384722,SKU-2114384722,Hawkers,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
4063217299953,SKU-4885995332,Heidelberger BETTWAREN,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
4082300855241,SKU-1353005263,HELLA,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
0099557e-b9f0-45a4-9c7c-d6418e7daac5,SKU-2250869990,HENMI,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-3818412905,SKU-3818412905,Hermès Parfums,email,12
SKU-2123165909,SKU-2123165909,HLI,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-9431798499,SKU-9431798499,HP,manufacturer_address|email,10
8720676510376,SKU-2005525534,Hunkemöller,entity_country|manufacturer_city|manufacturer_postalcode|email,7
1472920275814,SKU-7995751556,IKEA,manufacturer_address,13
SKU-8310896573,SKU-8310896573,IKEA,manufacturer_address,13
6941057422886,SKU-6216530722,INTEx,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-5462953053,SKU-5462953053,IPOZON,manufacturer_postalcode,14
4064886306904,SKU-2733489996,Jack Wolfskin,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
07901010300000,SKU-2097206690,JARISO,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
20220424000047,SKU-6511282128,JMIYAV,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5091393302,SKU-5091393302,JOIDWAY,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
5908242693453,SKU-6816251293,KAMOKA,entity_country|manufacturer_city|manufacturer_postalcode,9
4063367064357,SKU-3244413909,Kaufland,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,4
SKU-1181918814,SKU-1181918814,Kaweco,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
4062493735872,SKU-6154185094,Khujo,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
4061393249854,SKU-9881775692,killtec Sport & Freizeit GmbH,email,14
b17bc8c9-7097-40af-ba51-02491a3cb01e,SKU-8799542495,Kiniris,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-7270723982,SKU-7270723982,Kitchen Sink,manufacturer_address|email,11
0652ed9b-7af0-4390-809b-ab3ae8a75fdd,SKU-1736818518,Koninklijke Philips N.V.,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
74429111967912,SKU-6162434731,KOTO,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
3662775243128,SKU-5896801162,KYOTO,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-0611814591,SKU-0611814591,Lacoste,manufacturer_city|manufacturer_postalcode|email,9
SKU-4391085581,SKU-4391085581,Lacoste,manufacturer_city|manufacturer_postalcode|email,9
2d3f8a0d-2c5f-4852-a241-8281d55e418a,SKU-7824016126,LADYHOW,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
8052694010041,SKU-2801069572,LEGAMI MILANO,email,14
5702017567501,SKU-9904325113,LEGO Group,email,13
9598aed7-fe7a-426e-afcc-08ca0d925270,SKU-0026867017,LESBJFDM,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
a2ad1a25-85f0-4206-ba2d-f718e75b5942,SKU-2002593737,LEVEL8,email,13
0810043373685,SKU-1955199104,Levoit,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-4434702791,SKU-4434702791,Lexar,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-8245288059,SKU-8245288059,LICO,email,14
SKU-4264334297,SKU-4264334297,lionelo,email,12
4260716810041,SKU-2433624992,LionSports,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-3093460977,SKU-3093460977,LLIVEKIT,manufacturer_address|email,10
SKU-4541378818,SKU-4541378818,Longking,manufacturer_address|email,11
SKU-0172791378,SKU-0172791378,lululemon,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
SKU-4433223955,SKU-4433223955,Lululemon,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
9101113151619,SKU-8096141671,LVYUAN,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
6078c5f0-fb52-4c9c-b795-12a136ba6c79,SKU-2708761114,M&S Vertrieb Service GmbH,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
2074133001002,SKU-0922374624,Magic: The Gathering,manufacturer_address|email,10
SKU-0236764953,SKU-0236764953,Malossi S.p.A.,email,15
SKU-7290912165,SKU-7290912165,Marco Tozzi,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
4009384341071,SKU-2859032659,MFLAX,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-9603350817,SKU-9603350817,MK-Kleinkunst,email,13
SKU-5017039989,SKU-5017039989,Mountain Guide,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5869700759,SKU-5869700759,MSI,email,12
7640415026184,SKU-0500263191,Namuk,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
6922738000364,SKU-9041995991,Nanyang NiuJin,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-7627745924,SKU-7627745924,NEOLYMP,manufacturer_address|email,10
7630751727135,SKU-1055381582,Nespresso,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
aea6179e-a548-4891-8239-a986e778094a,SKU-5500133555,New Balance Germany GmbH,email,14
f42902e6-fbd5-40b3-ab2e-754199627da6,SKU-7676899776,Newland D-A-CH,manufacturer_address|manufacturer_postalcode,10
2493370000004,SKU-3476455542,Ninth Hall,manufacturer_postalcode,13
61cb13b8-ef09-4959-821e-c2d63fcd8038,SKU-9014992269,NQY,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
8712364370409,SKU-6835511556,NV ESPA / Funny Fashion Inc.,manufacturer_city|manufacturer_postalcode|email,10
7322780072569,SKU-8344329494,Olsson & Jensen,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-8843412443,SKU-8843412443,ONVAYA,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-8367978772,SKU-8367978772,Pelikan,manufacturer_address|email,10
7538f896-fb64-40ee-a606-65e08665fc2a,SKU-9166429134,Peridan's,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
7082024102510,SKU-1423771699,Piaggio,manufacturer_address|manufacturer_city|manufacturer_postalcode,7
4064464829931,SKU-2603681659,Pier One,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
04052938000016,SKU-4641833225,Pierburg,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
3573994006336,SKU-8192040791,Pierre Fabre,manufacturer_city|manufacturer_postalcode|email,8
7325549884427,SKU-6480044357,POC,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
0196214105119,SKU-4310621602,Pokémon,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
5901532626087,SKU-1746174206,Polcar,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-7680238839,SKU-7680238839,Polo Ralph Lauren,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
SKU-4846525236,SKU-4846525236,QinnFSIYANG,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-9876441475,SKU-9876441475,Random House Disney,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
4260526472194,SKU-7139254013,Razor Group Acquisition XIII GMBH,manufacturer_city|manufacturer_postalcode,12
13544006636695,SKU-5722011324,RENOGY,email,15
5020570328828,SKU-8223313532,RH Smith & Sons LTD,email,13
SKU-0871959830,SKU-0871959830,Ruian Menglai Craft Gift Firm,entity_country|manufacturer_city|manufacturer_postalcode,8
b9682eb9-a9aa-415e-898f-7b9bf915e42f,SKU-8203474346,Sabeatex,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-2388529978,SKU-2388529978,SAD,email,13
SKU-5598085433,SKU-5598085433,Samsung,manufacturer_address,11
SKU-9933881904,SKU-9933881904,SCENEx,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
0800633445532,SKU-4755521008,SEGUNA,email,13
5715422473657,SKU-5019696431,Selected Homme,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
20221212000014,SKU-3806532980,SHARGE,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
SKU-1066852367,SKU-1066852367,Shelly,manufacturer_address|email,10
2312388888888,SKU-5446097686,"shenzhen qianjiugongyinglian Co., Ltd.",manufacturer_address|manufacturer_postalcode|email,7
1f9cd161-e4dd-4fd0-98d8-8e8a16ed9287,SKU-6018787799,SHUNSHUN GmbH,email,13
SKU-3095199472,SKU-3095199472,Skechers,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-3132130051,SKU-3132130051,Skechers,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
7290116742380,SKU-0225495136,SodaStream Industries Ltd.,email,13
c02f6527-8651-429c-8022-31eb90f6aaaa,SKU-0716100821,SOMAN,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-4607569519,SKU-4607569519,SONAX GmbH,manufacturer_address,13
04262372160096,SKU-4629687923,Sonodrum,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-8249181407,SKU-8249181407,Sony,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
0456566400136,SKU-4138606905,Stradivarius,manufacturer_address|manufacturer_postalcode|email,7
8445623762195,SKU-6388963375,Stradivarius,manufacturer_address|manufacturer_postalcode|email,7
8445623774655,SKU-5530631035,Stradivarius,manufacturer_address|manufacturer_postalcode|email,7
a11d13d2-573e-401e-bf44-f5eff249743f,SKU-2178359678,Suhr,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
ddf71447-e7dd-4f92-afa1-9fc1b7fad114,SKU-5047615558,Sunlu,manufacturer_address|email,10
SKU-5780092798,SKU-5780092798,SW-Stahl,email,13
8c326f7a-d1df-447c-ab0c-c39d136ac565,SKU-0780623565,Tantomi,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
3045380024533,SKU-5926653272,Tefal,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-5814356347,SKU-5814356347,Tefal,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-0619911931,SKU-0619911931,Tesvor,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode,5
8720636438269,SKU-5980539717,Tommy Hilfiger,email,13
8720644940723,SKU-4500500397,Tommy Hilfiger,email,13
8720646487387,SKU-1041108089,Tommy Hilfiger,email,13
8720646885909,SKU-6560672722,Tommy Hilfiger,email,13
b5c12f09-3a02-42fe-b848-a62da3ce4474,SKU-5059471242,Tommy Hilfiger,email,13
8720646885916,SKU-3825799024,TOMMY HILFIGER,email,13
39efa6f8-6aa9-4d2a-8999-97a80cda44ea,SKU-1097223332,TOPSTAR GMBH,email,14
SKU-7926913408,SKU-7926913408,toptrek,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
d5ebb4cc-55b0-4b01-a52b-14af5f5e48dd,SKU-6221197450,TRIGGER POINT SYSTEMS,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-0362404564,SKU-0362404564,UBRAVOO,manufacturer_postalcode,14
SKU-8064565799,SKU-8064565799,UGG,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
3770010398363,SKU-6722573428,Umami,entity_country|manufacturer_city|manufacturer_postalcode,8
436ccc2b-8047-41a7-955c-6b4b2626a124,SKU-4867865757,Unbekannt,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-0152828115,SKU-0152828115,Unbekannt,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-4212491486,SKU-4212491486,Unbekannt,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
12192006315063,SKU-1000000000,Under Armour,email,14
0019451391762,SKU-1041822612,"Under Armour, Inc.",email,14
1294514013516,SKU-8884319986,"Under Armour, Inc.",email,14
SKU-5127373339,SKU-5127373339,UnionSine,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-3475457190,SKU-3475457190,upgrade4cars,manufacturer_city|manufacturer_postalcode|email,8
4260755120385,SKU-1377750386,valuents,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
5060570201660,SKU-8735317765,Vault X Ltd,email,14
SKU-6537574821,SKU-6537574821,VCM,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
3339082c-5066-4322-a318-4b8732a19d83,SKU-8229761001,VEVOR,entity_country|manufacturer_city|manufacturer_postalcode|email,7
3f1a8ee4-8e40-4f90-af9a-deade528551c,SKU-8897137065,VEVOR,manufacturer_city|manufacturer_postalcode|email,9
d26c1381-e411-4bd2-a9fd-fdd8e408a28a,SKU-3178068699,Vex,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
8719076052258,SKU-9132277490,Victron Energy,entity_country|manufacturer_city|manufacturer_postalcode|email,7
SKU-0310087435,SKU-0310087435,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
SKU-1230781227,SKU-1230781227,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
SKU-8133187753,SKU-8133187753,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
SKU-8640590578,SKU-8640590578,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
e29c131f-ec89-434c-b216-90f28330918d,SKU-6854747447,Vinz,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
2024010542503,SKU-1164276787,WAITCHX,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
a7fbf83a-10da-453f-974b-4d71c9e7e626,SKU-1848228084,"Walex Products Company, Inc.",manufacturer_address,14
SKU-8380347833,SKU-8380347833,Westwing,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
deeada2f-20dc-475c-af0e-d2584d9183e2,SKU-4530412000,WOLKENGLÜCK,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-9820031170,SKU-9820031170,YOLEO,manufacturer_postalcode,14
e73c69ce-6582-4454-adab-52b418a775d0,SKU-5599844775,"Yunhe Du Smart Toy Co., LTD",entity_country|manufacturer_city|manufacturer_postalcode|email,6
2f144eb7-126a-43ac-90cc-c6dbf899a7d6,SKU-4883385910,ZARA HOME,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
cf7216b6-fbad-4d0f-bb94-10c5ffe3a605,SKU-5238535935,"Zhejiang Chic Robot Technology Co., Ltd",manufacturer_postalcode,13
48fe16c6-bdc6-42f6-862e-fc9eb4962c93,SKU-3756924465,Zhongshanshiyibeidianqiyouxiangongsi,entity_country|manufacturer_city|manufacturer_postalcode,8
61921411800024,SKU-6860111834,广东省阳春群生橡胶制品有限公司,entity_country|manufacturer_city|manufacturer_postalcode|email,6
