productId,sku,manufacturer,missingFields,gpsrScore
SKU-4990478200,SKU-4990478200,BBQ-Toro,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-5017039989,SKU-5017039989,Mountain Guide,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5037405516,SKU-5037405516,LOBERON,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-5091393302,SKU-5091393302,JOIDWAY,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5127373339,SKU-5127373339,UnionSine,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5427858806,SKU-5427858806,Shure,email,13
SKU-5462953053,SKU-5462953053,IPOZON,manufacturer_postalcode,14
SKU-5582443660,SKU-5582443660,Biologika,manufacturer_address|manufacturer_postalcode|email,7
SKU-5598085433,SKU-5598085433,Samsung,manufacturer_address,11
SKU-5633394973,SKU-5633394973,Classic Flyer,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5701110636,SKU-5701110636,Siemens,manufacturer_address|email,11
SKU-5722168408,SKU-5722168408,PUMA,manufacturer_address|email,9
SKU-5740515403,SKU-5740515403,Altra,email,12
SKU-5780092798,SKU-5780092798,SW-Stahl,email,13
SKU-5814356347,SKU-5814356347,Tefal,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-5869700759,SKU-5869700759,MSI,email,12
SKU-5946216503,SKU-5946216503,reviMED,manufacturer_address|email,11
SKU-6346907299,SKU-6346907299,GoveeLife,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-6427883146,SKU-6427883146,NEXTCOVER,email,13
SKU-6537574821,SKU-6537574821,VCM,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-6603765179,SKU-6603765179,Terry,manufacturer_address|email,10
SKU-6614383452,SKU-6614383452,LEONARDO,manufacturer_address|email,9
SKU-6673544963,SKU-6673544963,PUMA,manufacturer_address|email,9
SKU-7237772440,SKU-7237772440,Topeak,email,13
SKU-7270723982,SKU-7270723982,Kitchen Sink,manufacturer_address|email,11
SKU-7290912165,SKU-7290912165,Marco Tozzi,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-7473377331,SKU-7473377331,CORSAIR,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-7543211550,SKU-7543211550,CMP,email,13
SKU-7627745924,SKU-7627745924,NEOLYMP,manufacturer_address|email,10
SKU-7680238839,SKU-7680238839,Polo Ralph Lauren,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
SKU-7926913408,SKU-7926913408,toptrek,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-8064565799,SKU-8064565799,UGG,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-8112287411,SKU-8112287411,Desigual,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
SKU-8133187753,SKU-8133187753,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
SKU-8151275535,SKU-8151275535,E-CrossStu GmbH,manufacturer_city|manufacturer_postalcode|email,8
SKU-8236064906,SKU-8236064906,KNIPEX,manufacturer_address|email,10
SKU-8245288059,SKU-8245288059,LICO,email,14
SKU-8249181407,SKU-8249181407,Sony,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
SKU-8310896573,SKU-8310896573,IKEA,manufacturer_address,13
SKU-8367978772,SKU-8367978772,Pelikan,manufacturer_address|email,10
SKU-8380347833,SKU-8380347833,Westwing,manufacturer_address|manufacturer_city|manufacturer_postalcode,8
SKU-8462375603,SKU-8462375603,Puma,manufacturer_address|email,9
SKU-8640590578,SKU-8640590578,Villa Grinario,entity_country|manufacturer_city|manufacturer_postalcode|email,6
SKU-8689351772,SKU-8689351772,Garmin,manufacturer_address|email,9
SKU-8843412443,SKU-8843412443,ONVAYA,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-8857013241,SKU-8857013241,Paul Green GmbH,email,14
SKU-8919591829,SKU-8919591829,PLANAM,manufacturer_address|email,10
SKU-9428729031,SKU-9428729031,Azmüsebat Celik Sanayi ve Ticaret A.S.,manufacturer_address|manufacturer_postalcode,10
SKU-9431798499,SKU-9431798499,HP,manufacturer_address|email,10
SKU-9436640030,SKU-9436640030,Puma,manufacturer_address,11
SKU-9458628509,SKU-9458628509,Eureka,manufacturer_postalcode,14
SKU-9603350817,SKU-9603350817,,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-9627368343,SKU-9627368343,d-c-fix,manufacturer_address|email,10
SKU-9820031170,SKU-9820031170,YOLEO,manufacturer_postalcode,14
SKU-9876441475,SKU-9876441475,Random House Disney,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
SKU-9933881904,SKU-9933881904,SCENEx,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
SKU-9988960743,SKU-9988960743,Pepe Jeans London,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
a11d13d2-573e-401e-bf44-f5eff249743f,SKU-2178359678,Suhr,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
a2ad1a25-85f0-4206-ba2d-f718e75b5942,SKU-2002593737,LEVEL8,email,13
a7fbf83a-10da-453f-974b-4d71c9e7e626,SKU-1848228084,"Walex Products Company, Inc.",manufacturer_address,13
ac5a1129-af86-4956-9a3b-ad732f8788bf,SKU-7123124767,AMERICAN NIKE S.A.,email,13
adb302b7-663c-4f2d-931d-b633f3745d62,SKU-6625137611,Nike Retail B.V.,email,14
aea6179e-a548-4891-8239-a986e778094a,SKU-5500133555,New Balance Germany GmbH,manufacturer_city|manufacturer_postalcode|email,9
b17bc8c9-7097-40af-ba51-02491a3cb01e,SKU-8799542495,Kiniris,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
b5c12f09-3a02-42fe-b848-a62da3ce4474,SKU-5059471242,Tommy Hilfiger,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,4
b9682eb9-a9aa-415e-898f-7b9bf915e42f,SKU-8203474346,Sabeatex,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
c02f6527-8651-429c-8022-31eb90f6aaaa,SKU-0716100821,SOMAN,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
c6d932e0-cd68-4d66-8212-d98f5d10e8d2,SKU-7957694387,SIRUS,manufacturer_address|email,10
d26c1381-e411-4bd2-a9fd-fdd8e408a28a,SKU-3178068699,Vex,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
d5ebb4cc-55b0-4b01-a52b-14af5f5e48dd,SKU-6221197450,TRIGGER POINT SYSTEMS,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
d7360291-deb4-4b2b-8251-b756f2572c94,SKU-2215132526,ELOMACKE,entity_country|manufacturer_name|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,0
d7fe958d-e961-4da4-841c-056d2d07081f,SKU-1000000009,TOM TAILOR,manufacturer_address|manufacturer_postalcode,11
ddf71447-e7dd-4f92-afa1-9fc1b7fad114,SKU-5047615558,Sunlu,manufacturer_address|email,10
e29c131f-ec89-434c-b216-90f28330918d,SKU-6854747447,Vinz,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,5
e73c69ce-6582-4454-adab-52b418a775d0,SKU-5599844775,"Yunhe Du Smart Toy Co., LTD",entity_country|manufacturer_city|manufacturer_postalcode|email,6
e8f548b0-5b46-488a-8ea9-b525f6381ab2,SKU-1000000010,Calvin Klein,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
ea75ec18-8ebd-4623-8b72-bdc796af7bfb,SKU-1536365981,Dzpuhuojz,manufacturer_city|manufacturer_postalcode,10
f19c6d73-628b-424c-9d89-d950ebafb74b,SKU-6536943755,ANYCUBIC,manufacturer_address|manufacturer_city|manufacturer_postalcode|email,6
f2028097-7287-47f8-b694-d663960758ec,SKU-2204782559,Eternity Commerce LTD,entity_country|manufacturer_address|manufacturer_city|manufacturer_postalcode|email,3
f20fc23c-f6dc-476a-9070-d943caec409f,SKU-3481827893,ROBOTIME,entity_country|manufacturer_city|manufacturer_postalcode|email,7
f42902e6-fbd5-40b3-ab2e-754199627da6,SKU-7676899776,Newland D-A-CH,manufacturer_address|manufacturer_postalcode,10
