sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-2064038107,14f93c3a-6902-4da3-8a00-991a13958570,job-improve,update,72,28,model_or_mpn_missing,model_or_mpn_missing,FNTCASE Schutzhülle Grau NEU Apple iPhone 16 Pro MagSafe Stoßfest Handys,FNTCASE Schutzhülle Grau NEU,
SKU-4026350484,1795362000001,job-improve,update,73,37,duplicate_word,,Patagonia T-Shirt Sienna Clay Gr. 24 NEU 87655 37655 Responsibill T-Shirt,Patagonia T-Shirt 87655 Herren Gr. 24,
SKU-7569423484,18023030150200,ui,update,80,51,model_or_mpn_missing,model_or_mpn_missing,EUROPLAST Revisionsklappe Metall 180x230mm für Wand & Decke Wartungsschächte NEU,EUROPLAST Revisionsklappe Metall 180x230mm Weiß NEU,
SKU-0533124796,182c0593-5b66-4304-80fa-d1a56eb08210,job-improve,update,79,61,model_or_mpn_missing,model_or_mpn_missing,CAPAS Schnorchelflossen für Tauchen & Schnorcheln S/M Schwarz Türkis Erwachsene,CAPAS Schnorchelflossen Erwachsene Kinder Gr. S/M Materialien,
SKU-8073301246,1852315181124,ui,update,79,71,priority_a_missing_in_title|priority_a_not_in_first_60,,BRUT Rework® Barbour V5 XL N° 084 New/Unworn One-of-One Vintage Upcycled Jacket,BRUT Clothing Jacke 1852315181124 Herren Gr.xL Britische Wachsbaumwolle,
SKU-0789448642,1bdce1f7-aa59-4b85-a9a8-3488141ae012,script-condition-normalize,update,77,65,priority_a_missing_in_title|priority_a_not_in_first_60,,Kalahari Shades of Ocean Wassergläser Set 300ml 6 Stück Spülmaschinenfest NEU,Kalahari Wassergläser Set 2195173 8.5cm Glas 300ml Mehrfarbig NEU,
SKU-6511282128,20220424000047,job-improve,update,71,46,priority_a_missing_in_title|priority_a_not_in_first_60,,JMIYAV Gaming Mauspad RGB beleuchtet 800x300mm Rosa für Maus FGD-02 Neu,JMIYAV Gaming Mauspad JD-80 800x300mm Rosa NEU,
SKU-5134751391,20221705000003,ui,update,82,44,title_too_long|priority_a_missing_in_title|priority_a_not_in_first_60,,REMOVE! intelamp Solar-Straßenleuchte Solar Catcher 142 LEDs IP65 Außenleuchte NEU,intelamp Solar-Straßenleuchte X0020KCWST NEU,
SKU-0922374624,2074133001002,category-review-csv,update,76,75,priority_a_missing_in_title|priority_a_not_in_first_60,,"Magic: The Gathering Commander Deck – Sofort spielbar, epische Zombie-Horden",Magic: The Gathering Commander Deck D41330001 Jugendliche Erwachsene Karton,
SKU-5133324860,24196924186507,ui,update,70,74,priority_a_missing_in_title|priority_a_not_in_first_60,,Patagonia Freizeithemden Herren Salamandergrün Gr. L Bio-Baumwolle NEU,Patagonia Freizeithemd 52691 Herren Gr. L Bio-Baumwolle Salamandergrün NEU,
SKU-6761538665,2452014202112,ui,update,79,72,priority_a_missing_in_title|priority_a_not_in_first_60,,BMW Fußmatten passgenau für 2er F45 Active Tourer (2014-2021) Velours Anthrazit,BMW Fußmatten 2452014202112 2er F45 Active Tourer Vorne Hinten Anthrazit,
SKU-3476455542,2493370000004,ui,update,73,67,priority_a_not_in_first_60,,NINTH HALL Sweatshirt Herren Natur Gr. M Baumwollmischung NEU N1851124048,NINTH HALL Sweatshirt N1851124048 Herren Gr. M Baumwollmischung NEU,
SKU-0704619212,25004695020111,ui,update,75,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Silicon Power Interne SSD A55 256GB SATA III 2.5 Zoll 7mm für PC Laptop NEU,Silicon Power SSD SP256GBSS3A55S25 256GB 7mm sata NEU,
SKU-3982672342,2810449728013,title-normalize,update,77,43,brand_missing,brand_missing,Unbekannt Autoradio 6S9701P NEU Schwarz Android Motorrad Teile GPS Autoradios,Unbekannt Autoradio 6S9701P gps Schwarz NEU,
SKU-6634800828,295c4789-b314-43ba-a18c-274b6ac422ef,ui,update,73,70,order_producttype_after_model,order_producttype_after_model,Tommy Hilfiger Pullover Herren Dunkelblau Gr. XL Pima Cotton Kaschmir Neu,Tommy Hilfiger Pullover Herren Gr.xL Pima Cotton-Kaschmir-Mischung NEU,
SKU-7824016126,2d3f8a0d-2c5f-4852-a241-8281d55e418a,ui,update,70,53,duplicate_word,,LADYHOW Handseilzug 1215 1215 Power Puller 907 Zugkraft NEU Heimwerker,LADYHOW Handseilzug 1215 Stahl Metallisch/Schwarz NEU,
SKU-4883385910,2f144eb7-126a-43ac-90cc-c6dbf899a7d6,ui,update,71,74,priority_a_missing_in_title|priority_a_not_in_first_60,,ZARA HOME Couchtisch Oval Mangoholz Wohnzimmer Beistelltisch Modern NEU,ZARA HOME Couchtisch 9273/072/700/99 46x70x60cm Erwachsene Mangoholz Braun,
SKU-7753504850,30c418b6-000b-47e9-8252-3478b4693cda,category-review-csv,update,79,41,priority_a_missing_in_title|priority_a_not_in_first_60,,PerformaNat Calcium Bolus für Milchkühe | Milchfieber-Prophylaxe | 8x110g | Neu,PerformaNat Calcium Bolus QDENI400127 NEU,
SKU-4303462818,3154020086005,job-improve,update,73,36,priority_a_missing_in_title|priority_a_not_in_first_60,,"GYS Rutil Elektrode 252 Schweißelektrode Ø2,5mm für unlegierte Stähle NEU",GYS Rutil Elektrode 186005 2.5mm NEU,
SKU-6206509150,3165143111321,ui,update,72,42,duplicate_word,,Bosch Zusatzwasserpumpe 0392020073 für Bosch NEU Kühlwasserkreislauf 12V,Bosch Zusatzwasserpumpe 0392020073 12V NEU,
SKU-5868736484,3322937241712,category-review-csv,update,73,45,duplicate_word,,TRW Bremsbelagsatz GDB1330 87 Hinterachse NEU Gr. 87 WVA 20960 Ford Skoda,TRW Bremsbelagsatz GDB1330 Hinterachse 87 NEU,
SKU-2267173123,3374650257716,ui,update,80,23,model_or_mpn_missing,model_or_mpn_missing,MOTUL Motoröl 8100 X-clean+ SAE 5W-30 Vollsynthetisch 1L ACEA C3 für DPF/Kat NEU,MOTUL Motoröl 5W 1L NEU,
SKU-2522561568,3558380099390,job-improve,update,71,34,model_or_mpn_missing|duplicate_word,model_or_mpn_missing,Asmodee Kartenspiel Mehrfarbig NEU Disney Deutsch Disney Edition Dobble,Asmodee Kartenspiel Mehrfarbig NEU,
SKU-8192040791,3573994006336,ui,update,71,61,priority_a_missing_in_title|priority_a_not_in_first_60,,Dexeryl Emolliente Pflegecreme für trockene Haut Neurodermitis 500g Neu,Dexeryl Pflegecreme 18747739 Babys Kinder Erwachsene 500g NEU,
SKU-5526640633,3613379433101,ui,update,77,48,priority_a_not_in_first_60|priority_a_missing_in_title,,Element Thalweg Kurzarmhemd Herren Beige Gr. L Baumwoll-Leinen-Mix NEU Hemden,Element Hemden ELYWT00119 Herren Gr. L Beige NEU,
SKU-3867423041,36f71981-e45d-478a-a80d-4e665f0e3352,ui,update,74,57,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,REX BH Damen Hautfarben Synthetikmischung NEU 65169 Modell Glatter Nahtlos,Unbekannt BH 65169 Damen Synthetikmischung Hautfarben NEU,
SKU-6722573428,3770010398363,unknown,update,70,66,priority_a_not_in_first_60|priority_a_missing_in_title|duplicate_word,,Umami Bento Lunch Box 1.2L Auslaufsicher Mikrowellengeeignet Bento Box,Umami Bento Box B0848KVNN4-FREN 1.2L Kunststoff Bambus Schwarz NEU,
SKU-7357361636,3f55c3c8-0603-4563-be53-8591b104d26e,script-condition-normalize,update,74,48,priority_a_missing_in_title|priority_a_not_in_first_60,,ROHO SELECT Sitzkissenbezug für Rollstuhl-Sitzkissen 50.5x46.5x10.5 cm NEU,ROHO Sitzkissenbezug 61373208013 5cm Schwarz NEU,
SKU-4832582390,4001690500234,ui,update,77,64,priority_a_missing_in_title|priority_a_not_in_first_60,,BENT Markisenadapter 50023 für Wohnwagen Campingbusse 250x10cm Dunkelblau NEU,BENT Markisen-Zubehör 50023 250cm Gewebe 250x10cm Dunkelblau NEU,
SKU-0200958470,4004133669093,unknown,update,70,72,priority_a_missing_in_title|priority_a_not_in_first_60,,APS Glas Trinkflasche 1L – Auslaufsicher & Nachhaltig für puren Genuss,APS Trinkflaschen 66909 Glas Edelstahl 18/8 Polypropylen (PP) Silikon 1L,
SKU-4191907503,4005046205217,ui,update,77,47,priority_a_not_in_first_60,,UPMANN SOFTLINE Revisionsklappe 150x200mm für Wand & Decke mit 20521 Weiß NEU,UPMANN Revisionsklappe 20521 150x200mm Weiß NEU,
SKU-4715041854,4005414511612,category-review-csv,update,80,73,priority_a_missing_in_title|priority_a_not_in_first_60,,ESPRIT Bettwäsche-Set CHILL Streifen Blau 155x220 cm Baumwolle Renforcé OEKO-TEX,ESPRIT Bettwäsche-Set 77302-080-155-220 100% Baumwolle Renforcé 155x220cm,
SKU-1892441877,4006094887004,ui,update,74,46,priority_a_missing_in_title|priority_a_not_in_first_60,,PEBARO Holzbausatz Ritterburg Burgen & Schlösser für Kinder ab 6 Jahre NEU,PEBARO Holzbausatz 887 Unisex Pappel Linde NEU,
SKU-3455080661,4007060000236,ui,update,71,65,priority_a_missing_in_title|priority_a_not_in_first_60,,SCHIESSER Damen Taillenslip Original Classics Baumwolle Weiß Gr. 40 Neu,SCHIESSER Taillenslip 399053 Damen Gr. 40 100% Baumwolle Weiß NEU,
SKU-7707703650,4007066272026,ui,update,72,71,priority_a_not_in_first_60,,SCHIESSER Pyjama Short Dunkelblau Gr. M 100% Baumwolle NEU 179281 Herren,SCHIESSER Pyjama Short 179281 Damen Gr. M 100% Baumwolle Dunkelblau NEU,
SKU-2748406604,4008177077142,ui,update,79,22,model_or_mpn_missing,model_or_mpn_missing,Castrol EDGE TURBO DIESEL 5W-40 Motoröl 5 Liter für Benzin- & Dieselmotoren NEU,Castrol Motoröl 5W NEU,
SKU-4401248629,4009384458304,category-review-csv,update,73,57,priority_a_missing_in_title|priority_a_not_in_first_60,,Fries GmbH Deutschland Fan Schal – Zeigen Sie Ihre Unterstützung stilvoll,Fries GmbH Schal 45830 Unisex Textil Schwarz Rot Gold NEU,
SKU-5410787453,4013556577007,category-review-csv,update,75,63,priority_a_missing_in_title|priority_a_not_in_first_60,,acamp Hängesessel Schutzhülle: Ganzjähriger Premium Wetterschutz Ø110x200cm,acamp Schutzhülle 57700 110cm Polyester 110x200cm Anthrazit NEU,
SKU-7700165856,4013556577120,job-improve,update,76,59,priority_a_missing_in_title|priority_a_not_in_first_60,,acamp Schutzhülle für Sonnenschirme bis 200 cm Anthrazit Polyestergewebe NEU,acamp Schutzhülle 57712 200cm Polyestergewebe Anthrazit NEU,
SKU-3704607179,4013594537810,job-improve,update,80,42,model_or_mpn_missing|duplicate_word,model_or_mpn_missing,goki Murmelbahn Mehrfarbig Holz NEU Soundeffekte Gollnest & Kiesel GmbH & Co. KG,goki Murmelbahn Unisex Holz Mehrfarbig NEU,
SKU-3586300359,4016417025303,category-review-csv,update,80,63,priority_a_missing_in_title|priority_a_not_in_first_60,,EURO PART Ablaufschlauch 1.5m - Flexible Verlängerung für Wasch- & Spülmaschinen,EURO PART Ablaufschlauch 10006367 19mm Kunststoff 1.5m Grau NEU,
SKU-2879742273,4025457166471,ui,update,78,40,priority_a_missing_in_title|priority_a_not_in_first_60,,kela Heißer Stein Country Natursteinplatte zum Braten & Warmhalten 24x16cm NEU,kela Heißer Stein 16647 24cm 24x16cm NEU,
SKU-3097738026,4034144003036,script-condition-normalize,update,77,46,priority_a_missing_in_title|priority_a_not_in_first_60,,EMUK Anhängerspiegel 2-Punkt-Bügel Aluminium für Renault Kadjar Espace Scénic,EMUK Anhängerspiegel 100303 Schwarz Silber NEU,
SKU-4110694191,4036021157276,ui,update,80,42,priority_a_missing_in_title|priority_a_not_in_first_60,,MANNOL Kühlerfrostschutz AF13++ Konzentrat 5L Lobrid-Technologie für PKW LKW NEU,MANNOL Kühlerfrostschutzmittel 4115 5L NEU,
SKU-7321712010,4041248450864,title-normalize,update,72,74,duplicate_word,,Elring Zylinderkopfdichtungssatz 1212188109 für Elring Motor NEU 60 Auto,Elring Zylinderkopfdichtungssatz 1212188109 Motor Braun Schwarz Metallisch,
SKU-8927251416,4043962306996,barcode-rollback,update,77,69,priority_a_not_in_first_60|duplicate_word,,fischer Hammerbohrer Quattric II SDS-plus Ø 24mm 450mm Quattric II 24/450/400,fischer Hammerbohrer Quattric II 24/450/400 24mm Hartmetall 450mm NEU,
SKU-3016364513,4046001447266,ui,update,77,50,priority_a_missing_in_title|priority_a_not_in_first_60,,VAICO 2x Bremsscheibe voll hinten für Ford Kuga I Galaxy WA6 Land Rover Range,VAICO Bremsscheibe V25-40006 Hinterachse 302mm NEU,
SKU-6068074259,4047059413104,job-improve,update,75,69,priority_a_missing_in_title|priority_a_not_in_first_60,,europet bernina AQUA FRESH Trinkbrunnen 2.1L Weiß Blau für Katzen Hunde NEU,europet bernina Trinkbrunnen 603-413104 25x20x18cm 2.1L 4W Kunststoff,
SKU-8414659629,4052138007280,job-improve,update,74,66,priority_a_missing_in_title|priority_a_not_in_first_60,,"Trotec Kombifilter für AirgoClean 170 E Luftreiniger, HEPA Aktivkohle, NEU",Trotec Kombifilter 7.160.00.530 Filtervlies Aktivkohle Schwarz NEU,
SKU-2191775022,4053202268477,job-improve,update,73,39,priority_a_missing_in_title|priority_a_not_in_first_60,,ZF Automatikgetriebeöl Lifeguard Fluid 8 1L für PKW Getriebe TE-ML 11 Neu,ZF Automatikgetriebeöl 600083246 1L NEU,
SKU-0534200636,4053479285122,unknown,update,74,47,priority_a_missing_in_title|priority_a_not_in_first_60,,Würth Klingenschaber – Effiziente Rückstandsentfernung auf glatten Flächen,Würth Klingenschaber 0714663351 Schwarz Rot NEU,
SKU-3855746092,4055333068964,ui,update,72,68,duplicate_word,,PARKSIDE Benzin-Rucksack-Kombigerät PBRK 700 A1 PBRK 700 A1 Grün NEU 1.5,PARKSIDE Benzin-Rucksack-Kombigerät PBRK 700 A1 1.5kW (2 PS Grün NEU,
SKU-6154185094,4062493735872,job-improve,update,75,65,priority_a_missing_in_title|priority_a_not_in_first_60,,LISAD Bekleidung Unisex Erwachsene Dunkelgrün Gr. XXL Robustes Material NEU,LISAD Bekleidung 1224CO233 UnisexErwachsene Gr.xxL Dunkelgrün NEU,
SKU-4885995332,4063217299953,job-improve,update,74,64,priority_a_missing_in_title|priority_a_not_in_first_60,,Heidelberger BETTWAREN Winterdecke Grönland 135x200 cm Weiß Extra Warm NEU,Heidelberger BETTWAREN Bettdecke 805067 200cm 135x200cm Weiß NEU,
SKU-3244413909,4063367064357,ui,update,79,56,priority_a_missing_in_title|priority_a_not_in_first_60,,Let's BBQ Grillkorb 2er Set Edelstahl rostfrei für Gemüse & Kleinteile 22cm NEU,Let's BBQ Grillkorb 8035810940 22cm Edelstahl Silber NEU,
SKU-4973901806,4063541990120,job-improve,update,71,49,priority_a_missing_in_title|priority_a_not_in_first_60,,BOSS Zestart Herren Sweatjacke Beige Gr. 4XL Langarm Reißverschluss Neu,BOSS Sweatjacke 50511709 Herren Gr. 4xL Beige NEU,
SKU-3010724612,4063543580763,job-improve,update,73,56,priority_a_missing_in_title|priority_a_not_in_first_60,,HUGO BOSS Jeans P-Delaware3-1-20 Herren Slim Fit Dunkelblau Gr. 36/32 Neu,HUGO BOSS Jeans 50520195 Herren Gr. 36/32 Dunkelblau NEU,
SKU-1747542074,4063544208888,job-improve,update,76,57,priority_a_missing_in_title|priority_a_not_in_first_60,,BOSS Herren T-Shirt 3er Pack Classic Crew Neck Regular Fit Bio-Baumwolle NEU,BOSS T-Shirt 50517856 Herren Gr. M 100% Bio-Baumwolle NEU,
SKU-5749801311,4063544824545,ui,update,70,66,priority_a_missing_in_title|priority_a_not_in_first_60,,HUGO Damen Business Blazer Antega Regular Fit Gr. 36 Stretch-Stoff Neu,HUGO Blazer 10218228 Damen Elastan 5% Polyester 64% Viskose 31 NEU,
SKU-2126872416,4063846033713,ui,update,74,53,priority_a_missing_in_title|priority_a_not_in_first_60,,CYBEX Anoris T i-Size Kindersitz UN R129/03 Airbag Deep Black 76-115cm NEU,CYBEX Kindersitz 520004387 115cm Deep Black-black NEU,
SKU-2733489996,4064886306904,job-improve,update,77,65,priority_a_missing_in_title|priority_a_not_in_first_60,,ALTENBERG 3-in-1 Outdoorjacke Herren Black Olive Gr. XL Polyester Wasserdicht,ALTENBERG Outdoorjacke A618644161A12 Herren Gr.xL Black Olive NEU,
SKU-2312450352,4067266427367,ui,update,80,69,priority_a_missing_in_title|priority_a_not_in_first_60,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 36 Leder Blockabsatz NEU,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Damen Gr. 36 Leder NEU,
SKU-8701402003,4067266427374,ui,update,80,53,order_producttype_after_model,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 37 Leder Blockabsatz NEU,TT. BAGATT Stiefelette D11-AGX33-1100 Damen Leder NEU,
SKU-3067192877,4067266427381,ui,update,80,62,priority_a_missing_in_title|priority_a_not_in_first_60,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 38 Leder Blockabsatz NEU,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Damen Leder NEU,
SKU-5359727068,4067266427398,ui,update,80,56,priority_a_missing_in_title|priority_a_not_in_first_60,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 39 Leder Blockabsatz NEU,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Leder NEU,
SKU-8802720534,4067266427404,ui,update,80,69,priority_a_missing_in_title|priority_a_not_in_first_60,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 40 Leder Blockabsatz NEU,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Damen Gr. 40 Leder NEU,
SKU-1479525764,4067266427411,ui,update,80,73,priority_a_missing_in_title|priority_a_not_in_first_60,,TT. BAGATT D11-AGX33-1100 Damen Stiefeletten Cognac Gr. 41 Leder Blockabsatz NEU,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Damen Gr. 41 Echtleder NEU,
SKU-8382768165,4069092282370,job-improve,update,79,75,priority_a_missing_in_title|priority_a_not_in_first_60,,Lawrence Grey Home Salin Bettwäsche-Set 135x200 cm Baumwollsatin Reißverschluss,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,
SKU-1803692252,4078500055604,job-improve,update,77,41,priority_a_missing_in_title|priority_a_not_in_first_60,,GARDENA Akku Starter-Kit 18V 2.5 Ah Ladegerät AL 1810 CV für Gartengeräte NEU,GARDENA Akku- Ladegerät-Set 14910 18V NEU,
SKU-1353005263,4082300855241,title-normalize,update,73,49,duplicate_word,,"HELLA Anlasser 011 612-801 NEU 8EA 011 612-801 Silber, Schwarz Metall 12V",HELLA Anlasser 011 612-801 12V Silber Schwarz NEU,
SKU-7902875633,4100420037412,job-improve,update,78,33,priority_a_missing_in_title|priority_a_not_in_first_60,,LIQUI MOLY Motoröl TOP TEC 4300 5W-30 HC-Synthese für Benzin Diesel Motoren 5L,LIQUI MOLY Motoröl 3741 5W 5L NEU,
SKU-1784585629,4250454729170,category-review-csv,update,70,51,priority_a_missing_in_title|priority_a_not_in_first_60,,adeo Verlag Kunstkarten-Set: Elegante Blumenmotive für herzliche Grüße,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,
SKU-8243336834,4250518576153,ui,update,77,71,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,Gelschaum Topper 90x200 cm Höhe 7.5 cm VENDOME DREAMTIME Matratzenauflage Neu,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,
SKU-8942698934,4251806427775,category-review-csv,update,77,68,model_or_mpn_missing,model_or_mpn_missing,SCHIESSER Musselin Bettwäsche-Set Unisex Braun 135x200/80x80 cm Baumwolle Neu,SCHIESSER Bettwäsche-Set Erwachsene 100% Baumwolle 80x80cm Braun NEU,
SKU-0336723314,4260168332719,ui,update,71,35,priority_a_missing_in_title|priority_a_not_in_first_60,,TEE-UU SNAP Rettungsmesser Gurttrenner Wellenschliff Einhandöffnung NEU,TEE-UU Rettungsmesser 9892-2510 NEU,
SKU-9713309170,4260443571086,ui,update,73,34,order_producttype_after_model,,Best LAND001 Netzwerkdose 2x RJ45 Cat6 Aufputz Unterputz für Ethernet Neu,Best Netzwerkdose LAND001 Weiß NEU,
SKU-7139254013,4260526472194,title-normalize,update,73,62,priority_a_missing_in_title|priority_a_not_in_first_60,,DONBOLSO Slim Wallet Herren Vintage Braun 100% reines Rindsleder NEU Rome,DONBOLSO Slim Wallet DONB-000205-PO363540-IST-TUR-05/24 Herren,
SKU-7226847075,4260532290669,category-review-csv,update,73,63,model_or_mpn_missing,model_or_mpn_missing,"BBQ-Toro Gusseisen Grillpfanne 3,5L für Herd Backofen Grill 42,5x27cm NEU",BBQ-Toro Grillpfanne 42.5cm 3.5 Liter Gusseisen 5x27cm 3.5L NEU,
SKU-2433624992,4260716810041,ui,update,72,56,model_or_mpn_missing,model_or_mpn_missing,LionSports Badminton Netz Schwarz Kunststoff NEU Gr. 1.6 m Wetterfest 4m,LionSports Badminton Netz 4m Kunststoff 1.6m Schwarz NEU,
SKU-2431535372,4262405220148,title-normalize,update,74,42,order_producttype_after_model,order_producttype_after_model,"AZANO DESIGNS Katzentreppe Holz NEU Inklusive Montagematerial, Kratzfläche",AZANO DESIGNS Katzentreppe Katzen Holz NEU,
SKU-0135090467,4262427090057,category-review-csv,update,80,62,priority_a_not_in_first_60,,purahelp Warnwesten Set 4x XL Erwachsene + 1x Kind EN ISO 20471 Gelb PH-WW-SET+1,purahelp Warnwesten Set PH-WW-SET+1 Kinder Erwachsene Gelb NEU,
SKU-7909541265,4262472110243,category-review-csv,update,71,38,order_producttype_after_model,order_producttype_after_model,Grana Home Bratpfanne Classic Line 24 cm Antihaft Edelstahl Schwarz Neu,Grana Home Bratpfanne 24cm Schwarz NEU,
SKU-9268872444,4270001051905,ui,update,6,48,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,Ürün 1,Unbekannt Trainingshilfen Beschreibung Gebraucht,
SKU-6587967689,45005591930000,job-improve,update,71,57,priority_a_missing_in_title|priority_a_not_in_first_60,,Calvin Klein Trunks Herren 3er Pack Baumwoll-Stretch Low Rise Gr. L NEU,Calvin Klein Trunks 000026640 Schwarz Weiß Marineblau NEU,
SKU-5619085780,4806633149839,unknown,update,79,55,priority_a_not_in_first_60,,ATE Bremsbeläge 13.0460-7195.2 ECE R90 mit Prüfzeichen E90R-02A1163/0750 602880,ATE Bremsbeläge 602880 Reibmaterialien Schwarz/Grau NEU,
SKU-5094533501,49035818999884,ui,update,76,28,model_or_mpn_missing,model_or_mpn_missing,IsolBau Leinöl-Firnis 5L Holzschutz Tiefenwirksam für Holz Innen & Außen NEU,IsolBau Leinöl-Firnis 5L NEU,
SKU-2019632072,4909500898543,job-improve,update,70,38,duplicate_word,,KYB Staubschutz-Kit 910158 für KYB NEU Schwarz Gummi Stoßdämpfer Achse,KYB Staubschutz-Kit 910158 Schwarz NEU,
SKU-1468228360,4917616740531,ui,update,79,46,order_producttype_after_model,order_producttype_after_model,SPOOK TACULAR CREATIONS Ritterkostüm Set Kinder Grau mit Schwert und Schild NEU,SPOOK TACULAR CREATIONS Kostüm Kinder Grau NEU,
SKU-1306047599,4dd32c21-2afe-4c13-b354-605f97e6f590,ui,update,75,37,priority_a_missing_in_title|priority_a_not_in_first_60,,LIQUI MOLY Hypoid Getriebeöl GL4/5 SAE 75W-90 1L für Schalt- & Achsgetriebe,LIQUI MOLY Getriebeöl 1024 75W 1L NEU,
SKU-4519918204,5010996282880,job-improve,update,77,33,model_or_mpn_missing,model_or_mpn_missing,Hasbro Marvel Legends Wolverine X-Men Actionfigur Sammlerfigur ab 4 Jahre Neu,Hasbro Actionfigur Kunststoff NEU,
SKU-9425624573,5011987005952,job-improve,update,78,50,priority_a_missing_in_title|priority_a_not_in_first_60,,Shell Helix Ultra ECT C3 5W-30 Motoröl 1L für Diesel & Otto Motoren DPF-Schutz,Shell Motoröl 600071884 Deutschland GmbH 5W 1L NEU,
SKU-8223313532,5020570328828,ui,update,79,51,model_or_mpn_missing,model_or_mpn_missing,Smiffys Clown Kostüm Set Damen Mehrfarbig Gr. M Neu für Karneval Fasching Party,Smiffys Clown Kostüm Set Damen Gr. M Mehrfarbig NEU,
SKU-8945251431,5025155058336,ui,update,78,41,priority_a_missing_in_title|priority_a_not_in_first_60,,Dyson KFZ Reinigungsset für Staubsauger V7 V8 V10 V11 V12 V15 Original Zubehör,Dyson Reinigungsset 971440-01 Schwarz NEU,
SKU-2454152281,5050192020075,ui,update,75,51,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,H&M HOME Wandspiegel Rund Durchmesser 500 mm Tiefe 19 mm Rahmen Schwarz NEU,H M HOME Wandspiegel 0975688 19mm 500mm Schwarz NEU,
