"","","","","Masken","","58852"
"","","","","Malerei","","68159"
"","","","","Tierfiguren","","58853"
"","","","","Figuren","","58854"
"","","","","Schmuck","","58855"
"","","","","Möbel","","58856"
"","","","","Schalen","","58857"
"","","","","Schatullen","","58858"
"","","","","Vasen & Raumaccessoires","","78374"
"","","","","Sonstige","","4171"
"","","Ägypten","","","","58847"
"","","","Antike Originale vor 1945","","","58848"
"","","","Entstehungszeit nach 1945","","","68153"
"","","","","Papyrus","","78373"
"","","","","Figuren","","68157"
"","","","","Schmuck","","68158"
"","","","","Sonstige","","19370"
"","","Asiatika: China","","","","27496"
"","","","Antike Originale vor 1945","","","42690"
"","","","Entstehungszeit nach 1945","","","42680"
"","","","","Jade","","33136"
"","","","","Kunsthandwerk","","42688"
"","","","","Malereien & Holzschnitte","","42689"
"","","","","Metallarbeiten","","42684"
"","","","","Möbel","","42685"
"","","","","Porzellan","","42686"
"","","","","Skulpturen","","42687"
"","","","","Snuff Bottles","","42681"
"","","","","Sonstige","","27497"
"","","Asiatika: Indien & Himalaya","","","","42682"
"","","","Antike Originale vor 1945","","","148024"
"","","","Entstehungszeit nach 1945","","","148025"
"","","","","Skulpturen","","42691"
"","","","","Malereien & Thangka","","42692"
"","","","","Kultobjekte & Sakrales","","42683"
"","","","","Sonstige","","27498"
"","","Asiatika: Japan","","","","42693"
"","","","Antike Originale vor 1945","","","148026"
"","","","Entstehungszeit nach 1945","","","148027"
"","","","","Holzschnitte & Malereien","","42694"
"","","","","Kunsthandwerk","","42695"
"","","","","Netsuke & Sagemono","","42696"
"","","","","Skulpturen & Bronzen","","42697"
"","","","","Tsuba, Rüstzeug & Zierat","","42698"
"","","","","Sonstige","","27499"
"","","Asiatika: Südostasien","","","","42699"
"","","","Antike Originale vor 1945","","","148028"
"","","","Entstehungszeit nach 1945","","","148029"
"","","","","Kultobjekte & Sakrales","","42700"
"","","","","Malereien","","42701"
"","","","","Porzellan & Keramik","","42702"
"","","","","Skulpturen","","27500"
"","","","","Sonstige","","27501"
"","","Asiatika: Sonstige","","","","2194"
"","","Australien & Südsee","","","","19371"
"","","Islamische Kunst","","","","58849"
"","","","Antike Originale vor 1945","","","58850"
"","","","Entstehungszeit nach 1945","","","19372"
"","","Mittel- & Südamerika","","","","19373"
"","","Nordamerika","","","","107830"
"","","","Antike Originale vor 1945","","","107831"
"","","","Entstehungszeit nach 1945","","","19374"
"","","Sonstige","","","","7486"
"","Jagd & Fischen","","","","","113455"
"","","Objekte vor 1945","","","","113456"
"","","Objekte ab 1945","","","","7523"
"","Kleidung & Access. vor 1900","","","","","182407"
"","","Accessoires","","","","14061"
"","","","Brillen & Sehhilfen","","","4086"
"","","","Fächer","","","182404"
"","","","Geldbörsen & Handtaschen","","","182405"
"","","","Gürtel & Gürtelschnallen","","","182406"
"","","","Handschuhe","","","14075"
"","","","Hüte & Kopfbedeckungen","","","23114"
"","","","Schals & Tücher","","","14078"
"","","","Schirme","","","182401"
"","","","Spazierstöcke","","","182402"
"","","","Taschen & Leder","","","23116"
"","","","Taschentücher","","","182403"
"","","","Sonstige","","","23121"
"","","Kleidung","","","","23105"
"","","","Damenkleidung","","","23106"
"","","","Herrenkleidung","","","23107"
"","","","Kinderkleidung","","","23108"
"","","","Pelze","","","25781"
"","","Sonstige","","","","86170"
"","Kunst","","","","","550"
"","","Collagen & Mixed Media Kunst","","","","554"
"","","Fotokunst","","","","2211"
"","","Kunstdrucke","","","","360"
"","","Kunstplakate","","","","28009"
"","","Kunstskulpturen","","","","553"
"","","Malerei","","","","551"
"","","NFT-Kunst","","","","262051"
"","","Textilkunst & Faserkunst","","","","156196"
"","","Zeichnungen","","","","552"
"","","Sonstige","","","","20158"
"","Landkarten","","","","","37958"
"","","Vor 1860","","","","68168"
"","","1860-1944","","","","68169"
"","","Ab 1945","","","","68170"
"","Metallobjekte","","","","","1211"
"","","Bronze","","","","113451"
"","","","Antike Originale vor 1945","","","113452"
"","","","Gefertigt nach 1945","","","1212"
"","","Eisen","","","","44562"
"","","","Antike Originale vor 1945","","","122987"
"","","","Gefertigt nach 1945","","","122988"
"","","","","Gusseisen","","19396"
"","","","","Schmiedeeisen","","44563"
"","","Emailwaren","","","","135752"
"","","","Antike Originale vor 1945","","","19397"
"","","","Gefertigt nach 1945","","","135753"
"","","Kupfer","","","","113453"
"","","","Antike Originale vor 1945","","","113454"
"","","","Gefertigt nach 1945","","","1213"
"","","Messing","","","","58891"
"","","","Antike Originale vor 1945","","","115285"
"","","","Gefertigt nach 1945","","","115286"
"","","","","Becher & Pokale","","58892"
"","","","","Glocken","","148050"
"","","","","Kaffee- & Teegeschirr","","58893"
"","","","","Kannen & Flaschen","","58894"
"","","","","Krüge & Humpen","","58895"
"","","","","Leuchter & Kandelaber","","58896"
"","","","","Löffel","","58897"
"","","","","Lots & Sammlungen","","58898"
"","","","","Mörser","","148051"
"","","","","Schalen & Schüsseln","","58899"
"","","","","Teller, Tabletts & Platten","","58900"
"","","","","Vasen","","148052"
"","","","","Zier- & Vitrinenobjekte","","58901"
"","","","","Sonstige","","4175"
"","","Zinn","","","","44564"
"","","","Antike Originale vor 1945","","","113449"
"","","","Gefertigt nach 1945","","","113450"
"","","","","Becher & Pokale","","44565"
"","","","","Kaffee- & Teegeschirr","","44566"
"","","","","Kannen & Flaschen","","44567"
"","","","","Krüge & Humpen","","44568"
"","","","","Leuchter & Kandelaber","","44569"
"","","","","Löffel","","44570"
"","","","","Lots & Sammlungen","","44571"
"","","","","Schalen & Schüsseln","","44572"
"","","","","Teller, Tabletts & Platten","","44573"
"","","","","Zier- & Vitrinenobjekte","","44574"
"","","","","Sonstige","","1214"
"","","Sonstige","","","","358"
"","Mobiliar & Interieur","","","","","7491"
"","","Anrichten & Buffets","","","","261581"
"","","Betten","","","","261754"
"","","","Betten & Bettgestelle","","","261253"
"","","","Kopf- & Fußteile","","","261254"
"","","Komplette Schlafzimmer","","","","261255"
"","","Garderobenständer","","","","261263"
"","","Kleiderschränke","","","","261252"
"","","Koffer","","","","261594"
"","","Kommoden","","","","261261"
"","","Nachttische & Nachtkonsolen","","","","261265"
"","","Ottomane & Fußhocker","","","","261266"
"","","Paravents","","","","261267"
"","","Regale","","","","261257"
"","","Schmink- & Frisiertische","","","","261587"
"","","Schränke & Wandschränke","","","","261258"
"","","Schreibmöbel & Sekretäre","","","","261262"
"","","Sitzbänke, Hocker & Barhocker","","","","261256"
"","","Sofas & Sessel","","","","261584"
"","","Spiegel","","","","261264"
"","","Stühle","","","","261259"
"","","Tisch- & Stuhl-Sets","","","","261260"
"","","Tische","","","","261585"
"","","Truhen & Kisten","","","","261586"
"","","Vitrinenobjekte / Objets d'art","","","","25775"
"","","","Brieföffner","","","261589"
"","","","Dosen & Tabatieren","","","261590"
"","","","Petschaften & Siegel","","","261591"
"","","","Schreibtischgarnituren","","","261592"
"","","","Sonstige Zierobjekte","","","261593"
"","","Bergungsstücke & -teile","","","","162913"
"","","Preisführer & Publikationen","","","","171166"
"","","Sonstige","","","","63589"
"","Musikinstrumente","","","","","181726"
"","","Blasinstrumente","","","","21584"
"","","","Holzblasinstrumente","","","37977"
"","","","Blechblasinstrumente","","","156320"
"","","Mechanische Musik","","","","26511"
"","","","Grammophone","","","26512"
"","","","Orgeln","","","26513"
"","","","Phonographen","","","26514"
"","","","Spieldosen & Spieluhren","","","26515"
"","","","Sonstige","","","21588"
"","","Streich- & Zupfinstrumente","","","","181727"
"","","Schlaginstrumente","","","","37976"
"","","Tasteninstrumente","","","","37975"
"","","Sonstige","","","","21595"
"","Nautika & Maritimes","","","","","34439"
"","","Antike Originale","","","","37092"
"","","Kunst","","","","37093"
"","","Maritime Dekoration","","","","37094"
"","","","Bootsmannspfeifen","","","37095"
"","","","Buddelschiffe","","","37096"
"","","","Bullaugen","","","37097"
"","","","Fischernetze","","","37098"
"","","","Knotentafeln","","","37099"
"","","","Lampen & Leuchten","","","37100"
"","","","Leuchttürme","","","37101"
"","","","Messingschilder","","","37102"
"","","","Muscheln","","","58870"
"","","","Rettungsringe","","","58871"
"","","","Schiffsmodelle","","","34440"
"","","","Schiffsglocken","","","37103"
"","","","Steuerräder","","","37104"
"","","","Taucherhelme","","","37105"
"","","","Sonstige","","","37106"
"","","Technik & Instrumente","","","","37107"
"","","","Barometer","","","37108"
"","","","Chronometer","","","37109"
"","","","Hygrometer","","","37110"
"","","","Glasenuhren","","","37111"
"","","","Kalender","","","37112"
"","","","Kompasse","","","34441"
"","","","Nebelhörner","","","37113"
"","","","Sextanten","","","34442"
"","","","Teleskope","","","34443"
"","","","Thermometer","","","37114"
"","","","Wettergläser","","","37115"
"","","","Sonstige","","","7524"
"","","Sonstige","","","","1521"
"","Periodika & Kataloge","","","","","182413"
"","","Kataloge","","","","160046"
"","","","Auktionskataloge","","","44556"
"","","","Versandhauskataloge","","","160047"
"","","","Sonstige","","","160048"
"","","Zeitschriften","","","","58812"
"","","","Vor 1800","","","58813"
"","","","1800-1899","","","58814"
"","","","1900-1918","","","58815"
"","","","1919-1945","","","58816"
"","","","Ab 1945","","","58817"
"","","Zeitungen","","","","92956"
"","","","Vor 1800","","","92957"
"","","","1800-1899","","","92958"
"","","","1900-1918","","","92959"
"","","","1919-1945","","","92960"
"","","","Ab 1945","","","92961"
"","Plakate","","","","","60432"
"","","Vor 1925","","","","135754"
"","","","Originale der Zeit","","","9795"
"","","","Reprint / Nachdruck","","","135755"
"","","1925-1949","","","","135749"
"","","","Originale der Zeit","","","9796"
"","","","Reprint / Nachdruck","","","135750"
"","","1950-1975","","","","135756"
"","","","Originale der Zeit","","","9797"
"","","","Reprint / Nachdruck","","","135757"
"","","1976-1999","","","","9798"
"","","Ab 2000","","","","135751"
"","Porzellan, Keramik & Glas","","","","","870"
"","","Gläser & Barzubehör","","","","262359"
"","","","Dekanter","","","262362"
"","","","Eiseimer","","","262363"
"","","","Gläser","","","262360"
"","","","Untersetzer","","","262361"
"","","Kochgeschirr, Essgeschirr & Servierware","","","","262364"
"","","","Aufbewahrungsgefäße","","","262375"
"","","","Auflaufformen","","","262369"
"","","","Schalen","","","262374"
"","","","Essig-, Öl- & Gewürzständer","","","262352"
"","","","Kaffeebecher","","","262378"
"","","","Krüge & Karaffen","","","262376"
"","","","Milchkännchen","","","262371"
"","","","Salz- & Pfefferstreuer","","","262382"
"","","","Saucieren","","","262377"
"","","","Schüsseln","","","262366"
"","","","Servierplatten","","","262380"
"","","","Tabletts","","","262383"
"","","","Tafelgeschirr-Sets","","","262373"
"","","","Tassen & Untertassen","","","262372"
"","","","Tee- & Kaffeekannen","","","262381"
"","","","Teller","","","262379"
"","","","Tortenständer","","","262368"
"","","","Zier- & Prunkgefäße","","","262370"
"","","Dekorative Ton- & Glasware","","","","262384"
"","","","Aschenbecher","","","262385"
"","","","Briefbeschwerer","","","262399"
"","","","Dekorative Boxen","","","262390"
"","","","Dekorative Flaschen","","","262400"
"","","","Dekorative Kugeln","","","262389"
"","","","Figuren","","","262394"
"","","","Fingerhüte","","","262405"
"","","","Fliesen","","","262406"
"","","","Glocken","","","262388"
"","","","Kerzenhalter","","","262391"
"","","","Körbe","","","262386"
"","","","Masken","","","262396"
"","","","Ornamente","","","262398"
"","","","Perlen","","","262387"
"","","","Rauchverzehrer","","","262403"
"","","","Schmuck","","","262395"
"","","","Skulpturen","","","262402"
"","","","Sonnenfänger & Fensterbilder","","","262404"
"","","","Sparbüchsen","","","262397"
"","","","Teller für Sammler","","","262392"
"","","","Übertöpfe","","","262401"
"","","","Uhren","","","262393"
"","","","Urnen","","","262407"
"","","","Vasen","","","262408"
"","","Lampen & Beleuchtung","","","","262410"
"","","","Lampen","","","262411"
"","","","Wandleuchter","","","262412"
"","","Preisführer & Kataloge","","","","170129"
"","","Sonstige","","","","262365"
"","Restaurierungsbedarf","","","","","261755"
"","","Aufbewahrung & Ausstellung","","","","163104"
"","","Beschläge","","","","167465"
"","","Griffe & Klinken","","","","167466"
"","","Holzwaren","","","","167467"
"","","Reinigungs- & Poliermittel","","","","163102"
"","","Schlösser","","","","167468"
"","","Sonstige","","","","163105"
"","Volkskunst","","","","","19436"
"","","Erzgebirge","","","","33199"
"","","","Antike Originale vor 1945","","","122998"
"","","","","Adventsleuchter","","122999"
"","","","","Baumbehang","","123000"
"","","","","Blumenkinder","","123001"
"","","","","Engel & Bergmann","","123002"
"","","","","Fensterschmuck","","123003"
"","","","","Leuchter","","123004"
"","","","","Lichterhäuser","","123005"
"","","","","Nussknacker","","123006"
"","","","","Osterartikel","","123007"
"","","","","Pyramiden","","123008"
"","","","","Räuchermänner","","123009"
"","","","","Schwibbögen & Lichterbögen","","123010"
"","","","","Spieluhren & -dosen","","123011"
"","","","","Spielzeug","","123012"
"","","","","Weihnachtsfiguren","","123013"
"","","","","Weihnachtskrippen","","123014"
"","","","","Sonstige","","72628"
"","","","Objekte nach 1945","","","123015"
"","","","","Adventsleuchter","","33200"
"","","","","Baumbehang","","33201"
"","","","","Blumenkinder","","33202"
"","","","","Engel & Bergmann","","33203"
"","","","","Fensterschmuck","","33206"
"","","","","Leuchter","","33207"
