SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,Suggested1Id,Suggested1Breadcrumb,Suggested1Hit,Suggested2Id,Suggested2Breadcrumb,Suggested2Hit,Suggested3Id,Suggested3Breadcrumb,Suggested3Hit,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-5134751391,20221705000003,Intelamp Solar-Außenleuchte x0020KCWST 190mm 5V 12500mAh 85mm Schwarz,Intelamp,Solar-Außenleuchte,,,,259283,Heimwerker > Erneuerbare Energie > Solarenergie,1,31772,Beauty & Gesundheit > Sonnenschutz & Solarium,1,31774,Beauty & Gesundheit > Sonnenschutz & Solarium > Sonnenschutz,1,,,missing_or_broad
SKU-5207774112,4260281755686,Finori Waschbeckenunterschrank Post A1 66cm Holzwerkstoff 56cm 29cm 12kg,Finori,Waschbeckenunterschrank,,,,18828,Filme & Serien > Filmposter,1,52324,Musik > Fanartikel & Merchandise > Poster,1,60380,Filme & Serien > Serien-Fanartikel > Poster,1,,,missing_or_broad
SKU-5493501888,4011097314037,Hansgrohe Duschschlauch Isiflex 160cm Kunststoff 1.60m Chrom,Hansgrohe,Duschschlauch,,,,147153,"Heimwerker > Bad & Küche > Bad > Duschen, Badewannen & Teile > Duschschläuche",1,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,missing_or_broad
SKU-5660339205,48093417-f9ef-497f-96a7-e17838a5280f,Enders Holzkohlegrill MasonxL Stahl 57x42cm 120cm 60cm 100cm 84cm 20kg,Enders,Holzkohlegrill,,,,31529,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Diebstahlschutz",1,78651,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Garderoben- & Stahlspinde,1,104328,Büro & Schreibwaren > Bürotechnik > EDV-Zubehör > PC- & Laptop-Diebstahlschutz,1,,,missing_or_broad
SKU-5700317364,34bb265f-a1ad-4850-a2ec-71bf44c1ad68,Hansgrohe Waschtischarmatur Vernis Blend 70 Messing 5l 93mm 59mm Chrom,Hansgrohe,Waschtischarmatur,,,,78999,Foto & Camcorder > Objektive & Filter > Gegenlichtblenden,1,50508,"Foto & Camcorder > Kamera, Drohnen & Fotozubehör > LCD-Blendschutz",1,46102,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Sonnenblenden,1,,,missing_or_broad
SKU-5940997361,4059625401927,Hansgrohe Waschtischarmatur Rebris E 110 Messing 5l 121mm 109mm 177mm Chrom,Hansgrohe,Waschtischarmatur,,,,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,,,,missing_or_broad
SKU-6046815482,4059625316214,Hansgrohe Waschtischarmatur Vernis Blend 70 Messing 71mm 89mm Chrom,Hansgrohe,Waschtischarmatur,,,,78999,Foto & Camcorder > Objektive & Filter > Gegenlichtblenden,1,50508,"Foto & Camcorder > Kamera, Drohnen & Fotozubehör > LCD-Blendschutz",1,46102,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Sonnenblenden,1,,,missing_or_broad
SKU-6536943755,f19c6d73-628b-424c-9d89-d950ebafb74b,ANYCUBIC 3D Drucker Filament IPHHSBW-106 High Speed PLA 1.75mm 1kg 75mm,ANYCUBIC,3D Drucker Filament,,,,183062,"Computer, Tablets & Netzwerk > 3D-Drucker & Zubehör",1,1245,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Drucker",1,11205,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Scanner",1,,,missing_or_broad
SKU-6689911886,4061458034781,Unbekannt Allgemeiner Artikel Nicht zutreffend,Unbekannt,Allgemeiner Artikel,,,,100291,Sport > Hockey > Fanartikel,1,18823,Filme & Serien > Film-Fanartikel > Fotos,1,52055,Musik > Fanartikel & Merchandise > Fotos,1,,,missing_or_broad
SKU-6703015625,c98d74fd-e1a0-42fd-ba6d-2ea526b6e643,Adidas Trainingshose JP2314 Herren Gr. M Recyceltes Polyester Grün,Adidas,Trainingshose,,,,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-6986483321,5702015867535,LEGO Konstruktionsspielzeug 31058 Unisex Kunststoff Mehrfarbig,LEGO,Konstruktionsspielzeug,,,,183447,Spielzeug > Bausets & Konstruktion > LEGO (R) Konstruktionsspielzeuge,2,263012,Spielzeug > Bausets & Konstruktion > LEGO (R) Konstruktionsspielzeuge > LEGO (R) Minifiguren,2,263011,Spielzeug > Bausets & Konstruktion > LEGO (R) Konstruktionsspielzeuge > LEGO (R) Power Elemente,2,,,missing_or_broad
SKU-7025517137,8003558071647,Widmann Piratenmantel 07164 Erwachsene Damen Gr.xL 1kg Schwarz,Widmann,Piratenmantel,,,,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-7538503265,00174600185032,COM40 Limited sp Sitzkissen C001746 Textil 1kg,COM40 Limited sp,Sitzkissen,,,,71237,Möbel & Wohnen > Kochen & Genießen > Küchentextilien,1,20657,Möbel & Wohnen > Kochen & Genießen > Küchentextilien > Schürzen,1,71239,Möbel & Wohnen > Kochen & Genießen > Küchentextilien > Sonstige,1,,,missing_or_broad
SKU-7745371992,4011097314013,Hansgrohe Brauseschlauch Isiflex 125cm Kunststoff Chrom,Hansgrohe,Brauseschlauch,,,,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,missing_or_broad
SKU-8192040791,3573994006336,Dexeryl Pflegecreme Babys Kinder Erwachsene 500g,Dexeryl,Pflegecreme,,,,260018,Kleidung & Accessoires > Babys,1,171146,Kleidung & Accessoires > Kinder,1,25945,Spielzeug > Kinderbadespaß > Bälle,1,,,missing_or_broad
SKU-8261682619,f0796a2b-7a12-4f55-b343-cf8e47e35ad0,TePe Interdentalbürsten 138826 Erwachsene Gr. 0.45mm,TePe,Interdentalbürsten,,,,22150,Spielzeug > Spiele > Nur für Erwachsene,1,159758,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnseide & Interdentalbürsten,1,1105,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen > Studium & Erwachsenenbildung",1,,,missing_or_broad
SKU-4110694191,4036021157276,MANNOL AF13++ Kühlerfrostschutzkonzentrat 4115 5L Rot G13+ Lobrid-Technologie,MANNOL,Kühlerfrostschutzkonzentrat,,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile,Auto & Motorrad,261488,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Kabel,1,261487,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Stative,1,261489,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Sonstige,1,,,missing_or_broad
SKU-8897137065,3f1a8ee4-8e40-4f90-af9a-deade528551c,"VEVOR Diesel Standheizung XMZ-D1 8KW 12V mit LCD, Fernbedienung & App – Ideal",VEVOR,Standheizung,,Auto & Motorrad > Wohnmobil- & Caravan-Teile & Zubehör > Heizungen & Klimaanlagen > Standheizungen,Auto & Motorrad,61312,"TV, Video & Audio > TV- & Heim-Audio-Zubehör > Fernbedienungen",1,115946,Heimwerker > Sicherheitstechnik > Fernbedienungen & Funksender,1,64345,"Foto & Camcorder > Kamera, Drohnen & Fotozubehör > Fernbedienungen & Auslöser",1,,,missing_or_broad
SKU-5173627811,8026196116716,DC Comics Batman Kinder Kostüm Set Schwarz Gr. 3-4 Jahre – Hochwertiger,DC Comics,Kostüm,,Baby & Kind > Spielwaren,Baby & Kind,90635,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Baby- & Kleinkinderkostüme,2,171146,Kleidung & Accessoires > Kinder,1,52352,Haustierbedarf > Hunde > Kostüme,1,,,missing_or_broad
SKU-0026867017,9598aed7-fe7a-426e-afcc-08ca0d925270,LESBJFDM Tattoo Armlehne,LESBJFDM,Tattoo Armlehne,26395,Beauty & Gesundheit,Beauty & Gesundheit,16705,Beauty & Gesundheit > Tattoos & Körperkunst > Sonstige,1,33914,Beauty & Gesundheit > Tattoos & Körperkunst,1,179276,Beauty & Gesundheit > Tattoos & Körperkunst > Tattoo-Nadeln,1,,,missing_or_broad
SKU-3266280359,4007126365101,"Hailo AS Tandem 15/15 Einbau-Abfallsammler für Küchenunterschrank, 2x15L",Hailo,Einbau-Abfallsammler,,Haushalt & Küche > Sonstige,Haushalt & Küche,57231,Möbel & Wohnen > Küche > Einbauküchen,1,99459,Auto & Motorrad: Teile > Kfz-Services & -Reparaturen > Folien mit Einbau,1,99428,Auto & Motorrad: Teile > Kfz-Services & -Reparaturen > Anlasser mit Einbau,1,,,missing_or_broad
SKU-7819343007,51d329b1-b104-47b9-9ce4-e0e93797b2de,KEWUZY Funktürklingel Wasserdicht IP44 Schwarz - 52 Melodien - Modell 0189-BB,KEWUZY,Funktürklingel,3187,Heimwerker,Heimwerker,2562,Modellbau > RC-Modellbau,1,27648,Modellbau > Dampfmaschinen > Bing,1,1188,Modellbau > Modellbausätze,1,,,missing_or_broad
SKU-4766228789,4011097775111,Hansgrohe MyFox Duschthermostat 13156000 296mm Metall Chrom Aufputz G 1/2 Zoll,Hansgrohe,Duschthermostat,,Heimwerker & Garten > Baumarkt > Badausstattung,Heimwerker & Garten,183183,Bastel- & Künstlerbedarf > Bastelmaterialien > Bastelpapier > Bastel- & Metallicfolie,1,29524,"Heimwerker > Werkzeuge > Messwerkzeuge & Messgeräte > Maßbänder, Lineale & Zollstöcke",1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,missing_or_broad
SKU-1000000004,5059556377703,"Bench Herren Kurzarmhemd Bowdon Button-Down Weiß – 100% Baumwolle, Regular Fit",Bench,Hemd,,Mode & Accessoires > Herren > Herren,Mode & Accessoires,181361,Sport > Camping & Outdoor > Bekleidung > Herren > Hemden,2,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,80967,Kleidung & Accessoires > Herren > Herrenmode > Trachtenmode > Hemden,2,,,missing_or_broad
SKU-4961159565,8719114322466,Calvin Klein Herren Boxershorts Schwarz Gr. M Baumwoll-Stretch 4500572587,Calvin Klein,Boxershorts,,Mode & Accessoires > Kleidung > Unterwäsche & Dessous,Mode & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-2139913486,4013361212134,KHW Snow Flyer Lenkschlitten Pink für Kinder ab 6 Jahre – Robuster HDPE Rodel,KHW,Lenkschlitten,,Spielwaren > Spielzeug für draußen,Spielwaren,21240,"Sport > Wintersport > Skifahren, Snowboarden & Schneeschuhwandern > Schuhe & Boots > Kinderschuhe & -boots",2,171146,Kleidung & Accessoires > Kinder,1,25945,Spielzeug > Kinderbadespaß > Bälle,1,,,missing_or_broad
SKU-9445536447,e0a338cc-0fd6-4625-8c0c-054308424954,Adidas Herren Trainingsanzug 3-Streifen Basic Tricot – Sportlicher Zweiteiler,Adidas,Trainingsanzug,,Sport & Freizeit > Sportbekleidung > Herren > Trainingsjacken,Sport & Freizeit,185708,Kleidung & Accessoires > Herren > Herrenmode > Fitnessmode > Trainingsanzüge & Zweiteiler,3,59339,Sport > Fitness & Jogging > Bekleidung > Herren > Trainingsanzüge,2,185084,Kleidung & Accessoires > Damen > Damenmode > Fitnessmode > Trainingsanzüge & Zweiteiler,2,,,missing_or_broad
SKU-2816924302,4058213275261,"Kappa Herren T-Shirt ATOLIO in Dress Blau, Größe LARGE – Sportliches",Kappa,T-Shirt,,Sport & Outdoor > Sportausrüstung > Sportbekleidung,Sport & Outdoor,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-8229761001,3339082c-5066-4322-a318-4b8732a19d83,"VEVOR Kompressor Kühlbox 20L – Tragbare Mini Kühlschrank für Auto, LKW, Camping",VEVOR,Kompressor Kühlbox,,Sport & Outdoor > Camping & Outdoor,Sport & Outdoor,181382,Sport > Camping & Outdoor > Camping-Küchenbedarf > Kühlboxen & Kühlschränke,3,38708,Auto & Motorrad: Fahrzeuge > Automobile > Mini,2,180152,Auto & Motorrad: Teile > Werkzeuge > Pumpen & Kompressoren,2,,,missing_or_broad
SKU-2178359678,a11d13d2-573e-401e-bf44-f5eff249743f,Suhr Woodshed Comp Andy Wood Signature Kompressor Effektpedal für Gitarre Bass,Suhr,Effektpedal,25956,Spielzeug > Musik & Instrumente,Spielzeug,41414,Musikinstrumente > Gitarren & Bässe > Zubehör > Effektgeräte > Kompressoren,3,3858,Musikinstrumente > Gitarren & Bässe,2,180009,Musikinstrumente > Gitarren & Bässe > Zubehör,2,,,root_mismatch
