category_id,breadcrumb,reason
6556175,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sonstige,no_match
6556176,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Chip,no_match
6556177,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Dichtungen & Ringe,no_match
6556178,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Kolbenringe,no_match
6556179,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Kurbelwellen,no_match
6556180,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Motoren,no_match
6556181,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Nockenwellen,no_match
6556182,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Pleuel & Teile,no_match
6556183,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Sport-Zylinderköpfe,no_match
6556185,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Tuning Ölfilter,no_match
6556186,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Tuning Software,no_match
6556187,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Turboschläuche & Teile,no_match
6556188,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Ventile, Ventilfeder & Sets",no_match
6556189,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Wannen,no_match
6556191,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Chiptuning & Motortuning > Zylinderkopfschrauben,no_match
6551527,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile,no_match
6556193,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Batterien,no_match
6556207,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Batterien,no_match
6556208,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Bremsenteile,no_match
6556210,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Fahrwerke & Rahmen,no_match
6556213,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Ketten, Ritzel & Kupplungen",no_match
6556214,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Kraftstoffversorgung,no_match
6556215,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Kühlung,no_match
6556216,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Lenkung,no_match
6556217,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Motoren,no_match
6556218,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Räder, Reifen & Naben",no_match
6556219,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Radlager,no_match
6556222,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Sitze & Zubehör,no_match
6556224,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Sonstige,no_match
6556225,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Gokart Teile > Zünd- & Glühanlagen,no_match
6551528,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung,no_match
6556227,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Armaturenbretter,no_match
6556229,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Designschalter,no_match
6556231,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Designspiegel,no_match
6556232,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Einstiegsleisten & Türrahmen,no_match
6556233,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Fensterkurbeln,no_match
6556235,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Handbrems- & Schaltumrandung,no_match
6556236,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Handbremshebel,no_match
6556237,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Handbremshebelmanschetten,no_match
6556240,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Instrumente & Tachoscheiben,no_match
6556242,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Lenkräder & Naben komplett,no_match
6556243,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Messgeräte & Anzeige,no_match
6556244,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Schalthebel & -knäufe,no_match
6556245,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Schaltmanschetten,no_match
6556246,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Sitz-Hilfsrahmen & Teile,no_match
6556247,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Sitzbezüge,no_match
6556248,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Sonstige,no_match
6556249,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Sportgurte & Polster,no_match
6556250,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Sportsitze,no_match
6556251,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Trittbretter, Pedalen, Leisten",no_match
6556252,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Innenausstattung > Türpinsschlösser & -griffe,no_match
6551529,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling,no_match
6556254,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Aufkleber & Embleme,no_match
6556255,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Außenspiegelkappen,no_match
6556257,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Autofolien,no_match
6556258,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Designantennen,no_match
6556261,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Einarmwischer,no_match
6556262,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Frontgrills & Renngitter,no_match
6556263,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Haubenbras & Schutzteile,no_match
6556264,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Heckspoiler & -flügel,no_match
6556266,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Karosserie-Kits,no_match
6556267,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Kennzeichenhalterungen,no_match
6556270,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Scheinwerferblenden & -gitter,no_match
6556272,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Sonnenblendstreifen,no_match
6556273,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Sonstige,no_match
6556275,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Stoßfängerabdeckungen,no_match
6556280,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Türschutzleisten,no_match
6556282,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Zierstreifen,no_match
6551530,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung,no_match
6556283,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Benzindruckregler,no_match
6556284,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Brennstoffzelle,no_match
6556286,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Einspritzpumpen,no_match
6556289,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Kraftstofftank,no_match
6556290,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Kraftstoffzuteiler,no_match
6556291,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Leitungen, Röhre & Schläuche",no_match
6556292,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Rückschlagventile,no_match
6556293,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Schlingertöpfe,no_match
6556294,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Sonstige,no_match
6556295,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kraftstoffversorgung > Sport-Vergaser,no_match
6551531,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung,no_match
6556296,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Ausgleichsbehälter,no_match
6556297,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Kühlereinfüllstutzen &-Deckel,no_match
6556298,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Kühlwasserschläuche & Schellen,no_match
6556299,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Lüfter & Lüftersets,no_match
6556301,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Sonstige,no_match
6556302,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Thermostate & Steuerungen,no_match
6556309,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Kühlung > Wasserpumpen,no_match
6551532,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten,no_match
6556310,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Angel Eyes/Standlichtringe,no_match
6556313,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Bremsleuchte,no_match
6556315,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > HID Sets,no_match
6556316,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Innenraumbeleuchtungen,no_match
6556318,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Lampen & LEDs,no_match
6556319,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Linsen, Tönungen & Folien",no_match
6556321,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Scheinwerfer,no_match
6556322,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Seitenbegrenzungsleuchten,no_match
6556323,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Sonstige,no_match
6556324,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Stroboskope,no_match
6556325,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Tagfahrlichter,no_match
6556326,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Lichter & Leuchten > Unterbodenleuchten,no_match
6551533,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung,no_match
6556328,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Bypass- & Ablassventile,no_match
6556329,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Hitzeschilder & Schutz,no_match
6556331,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Lachgasflaschen,no_match
6556332,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Ladedruckanzeiger,no_match
6556333,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Ladeluftkühler,no_match
6556334,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Leitungen, Röhre & Schläuche",no_match
6556335,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Luftversorgungsätze,no_match
6556338,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Luftversorgungsysteme,no_match
6556339,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Sonstige,no_match
6556340,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Sport-Ansaugbrücken,no_match
6556342,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Sportluftfilter,no_match
6556343,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Luftversorgung > Tuning Airboxes,no_match
6551534,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sonstige,no_match
6551535,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe,no_match
6556346,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Auspuffdichtungen,no_match
6556347,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Endrohre & Endstücke,no_match
6556348,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Hitzeschilder, Hüllen, Muffen",no_match
6556350,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Komplette Auspuffanlagen,no_match
6556351,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Schalldämpfer,no_match
6556353,"Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Schellen, Klemmen & Flansche",no_match
6556354,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Sonstige,no_match
6556355,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Auspuffe > Vorderrohre,no_match
6551536,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile,no_match
6556357,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Bremskit,no_match
6556358,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Bremssattelabdeckungen,no_match
6556359,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Bremssattellack,no_match
6556361,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Leitungen & Schläuche,no_match
6556362,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Sonstige,no_match
6556364,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Sport-Bremsbeläge,no_match
6556365,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Sport-Bremssättel,no_match
6556366,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Sport-Bremsscheiben,no_match
6556367,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Bremsenteile > Sport-Bremsschläuche,no_match
6551537,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe,no_match
6556368,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Achsträger & Teile,no_match
6556369,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Antriebswellen,no_match
6556370,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Differentialgetriebe,no_match
6556371,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Getriebekasten,no_match
6556374,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Kupplungszüge,no_match
6556376,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Schaltwegverkürzung,no_match
6556377,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Sonstige,no_match
6556378,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Sport-Kupplungssätze,no_match
6556379,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Sport-Schwungscheiben,no_match
6551538,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung,no_match
6556380,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Blattfeder,no_match
6556381,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Buchsen,no_match
6556382,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Domlager,no_match
6556384,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Federungsset,no_match
6556385,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Höherlegungsfedern,no_match
6556386,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Luft- & Hydraulikfederung,no_match
6556387,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Querlenker,no_match
6556388,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Radlager,no_match
6556389,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Servopumpen,no_match
6556390,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Sonstige,no_match
6556391,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Sport-Gewindefahrwerk,no_match
6556392,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Sport-Stoßdämpfer,no_match
6556393,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Spurstangen & -köpfe,no_match
6556394,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Stabilisatoren,no_match
6556395,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Tieferlegungsfedern,no_match
6556396,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sportfederung > Traggelenke,no_match
6551539,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Zünd- & Glühanlagen,no_match
6556398,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Zünd- & Glühanlagen > Sonstige,no_match
6556403,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Zünd- & Glühanlagen > Zündungssätze,no_match
6556404,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Zünd- & Glühanlagen > Zündverteiler,no_match
6551095,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik",no_match
6551541,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Auto-Hi-Fi-Raritäten",no_match
6551542,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment",no_match
6556405,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Auto DVD Player",no_match
6556409,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > CD & DVD Wechsler",no_match
6556411,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Equalizers",no_match
6556412,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > FM Transmitter",no_match
6556414,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Komplettanlagen",no_match
6556415,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Lautsprecher",ambiguous
6556416,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Multimedia Player",no_match
6556417,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Signalprozessoren",no_match
6556418,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Sonstige",no_match
6556420,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Verstärker",no_match
6551543,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Bastler- & defekte Radios",no_match
6551544,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Bauzubehör für Subwoofer & Lautsprecher",no_match
6556421,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Bauzubehör für Subwoofer & Lautsprecher > Adapterringe",no_match
