Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sku-9129624671,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/00872299043330/lifestyle_inuse_b8e3cd67ab44522e309006cdc6e14b21.png,5,Thule Gepäckträger Chariot Cargo Rack 2 20201512 Schwarz NEU 3kg Traglast,,,,,,,,,,,,,,,,,,,,
sku-9129624671,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/00872299043330/lifestyle_angle_c09e1aabaecd9c5a57d5a9c2d8e1f7ca.png,6,Thule Gepäckträger Chariot Cargo Rack 2 20201512 Schwarz NEU 3kg Traglast,,,,,,,,,,,,,,,,,,,,
sku-2250869990,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,"<p>Der HENMI HMF-B03 Fahrradständer bietet eine zuverlässige und stabile Lösung, um Ihr Fahrrad sicher abzustellen. Gefertigt aus robusten Materialien, gewährleistet dieser verstellbare Seitenständer einen festen Stand und schützt Ihr Fahrrad effektiv vor dem Umfallen. Die Montage des HENMI HMF-B03 ist denkbar einfach und schnell erledigt, sodass Sie Ihr Fahrrad ohne großen Aufwand mit diesem praktischen Zubehör ausstatten können. Das unauffällige, schwarze Design fügt sich nahtlos in die Ästhetik jedes Fahrrads ein und verspricht durch hochwertige Verarbeitung Langlebigkeit. Dieser Fahrradständer ist die ideale Ergänzung für alle, die Wert auf Komfort und Sicherheit legen, indem er eine praktische Abstellmöglichkeit für unterwegs oder zu Hause bietet. Mit dem HENMI HMF-B03 investieren Sie in ein funktionales und langlebiges Produkt, das den Alltag mit Ihrem Fahrrad erheblich erleichtert.</p>",HENMI,Sport > Radsport > Fahrradzubehör > Fahrradständer & Aufbewahrung,Fahrradständer,"Fahrradständer, Schwarz",TRUE,Title,Default Title,,,,,SKU-2250869990,,,1,deny,manual,15.98,,TRUE,TRUE,0751677212219,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/other_e20fb076241287eb8db1580f2b062005.jpeg,1,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,FALSE,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,"Der HENMI HMF-B03 Fahrradständer bietet eine zuverlässige und stabile Lösung, um Ihr Fahrrad sicher abzustellen. Gefertigt aus robusten Materialien, gewährle...",,,,,new,TRUE,,g,,,,,,,,,active
sku-2250869990,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/studio_front_a7a4546df1082e6c81a4587e561cd6de.png,2,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-2250869990,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/studio_topdown_3b902add5c2a0678d0e2f4897d5b9489.png,3,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-2250869990,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/lifestyle_front_d7f49df6293f5595f751a245740a3005.png,4,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-2250869990,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/lifestyle_inuse_b69b46b59d47556c7753d8ccde7203fe.png,5,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-2250869990,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0099557e-b9f0-45a4-9c7c-d6418e7daac5/lifestyle_angle_63b6c20b12a178f8d62ee0f5d2b8a7b5.png,6,HENMI Fahrradständer Universal Seitenständer HMF-B03 verstellbar Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-7255766247,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,"<p>Entdecken Sie das Abercrombie &amp; Fitch Polished Icon T-Shirt im praktischen 3er-Pack, eine ideale Ergänzung für jede anspruchsvolle Herrengarderobe. Diese T-Shirts vereinen zeitlosen Stil mit herausragendem Tragekomfort und sind perfekt für den täglichen Einsatz oder entspannte Freizeitaktivitäten geeignet. Jedes T-Shirt besteht aus 100% hochwertiger, reiner Baumwolle, die ein besonders weiches Gefühl auf der Haut garantiert und gleichzeitig exzellente Atmungsaktivität bietet. Das ikonische, präzise gestickte Elch-Logo auf der Brust verleiht jedem Shirt einen unverwechselbaren, markentypischen Look, der Understatement und Qualität ausstrahlt. Das Set beinhaltet drei vielseitige T-Shirts in sorgfältig ausgewählten Farben (Dunkelblau, Blau, Weiß), die sich mühelos mit verschiedenen Outfits kombinieren lassen. Die unkomplizierte Maschinenwäsche sorgt für eine einfache Pflege und gewährleistet die langanhaltende Qualität und Formbeständigkeit dieser essentiellen Basics.</p>",Abercrombie & Fitch,Bekleidung > T-Shirts,T-Shirt,"T-Shirt, Mehrfarbig, L",TRUE,Title,Default Title,,,,,SKU-7255766247,,,1,deny,manual,36.99,,TRUE,TRUE,0198303486543,https://storage.googleapis.com/prodsandjobs/products/0198303486543/studio_front_86faccfd6ba18924629b746da2035858.png,1,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,FALSE,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,"Entdecken Sie das Abercrombie & Fitch Polished Icon T-Shirt im praktischen 3er-Pack, eine ideale Ergänzung für jede anspruchsvolle Herrengarderobe. Diese T-S...",,,,,new,TRUE,,g,,,,,,,,,active
sku-7255766247,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0198303486543/studio_detail_65540311ea2a503a8d5136e5a331dbf2.png,2,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-7255766247,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0198303486543/lifestyle_front_02ccc539c52b03f6cbd50c7684179c89.png,3,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-7255766247,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0198303486543/lifestyle_closeup_fc0057e3e8206065194955d585c98f3c.png,4,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-7255766247,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0198303486543/lifestyle_inuse_22eb0db3a2ebb0b868b300c65f819e6f.png,5,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-9947386415,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,"<p>Der Weber Smokey Mountain Cooker 37cm Räucherofen veredelt Ihre Gerichte mit unvergleichlichen Raucharomen und sorgt für unvergessliche Geschmackserlebnisse. Seine robuste Konstruktion aus hochwertigem Metall garantiert jahrelange Freude an perfekt geräuchertem Fleisch, Fisch und Gemüse.Dank des integrierten Deckelthermometers und der Möglichkeit, auf mehreren Ebenen zu räuchern, behalten Sie stets die volle Kontrolle über den Garprozess für präzise Ergebnisse. Im Lieferumfang ist zudem eine Premium-Abdeckung enthalten, die Ihren Smoker optimal vor Witterungseinflüssen schützt.Vertrauen Sie auf die bewährte Qualität von Weber, die für zuverlässigen Rauchgenuss und eine lange Lebensdauer steht. Dieser Premium-Räucherofen ist die ideale Wahl für alle, die authentische Raucharomen und höchste Präzision beim Räuchern schätzen und Wert auf Langlebigkeit legen.</p>",Weber,Sport > Angelsport > Zubehör > Räucheröfen & -utensilien,Räucherofen,"Räucherofen, Schwarz, 37 cm",TRUE,Title,Default Title,,,,,SKU-9947386415,,,1,deny,manual,369.99,,TRUE,TRUE,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/studio_front_b62b8a26e95f36644c36f825f5ddff50.png,1,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,FALSE,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,Der Weber Smokey Mountain Cooker 37cm Räucherofen veredelt Ihre Gerichte mit unvergleichlichen Raucharomen und sorgt für unvergessliche Geschmackserlebnisse....,,,,,new,TRUE,,g,,,,,,,,,active
sku-9947386415,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/studio_detail_23034c1dbde3dadbd5f909a501eb365d.png,2,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,,,,,,,,,,,,,,,,,,,,
sku-9947386415,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/lifestyle_front_448907df71a93f5d283eccf86147b1e4.png,3,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,,,,,,,,,,,,,,,,,,,,
sku-9947386415,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/lifestyle_closeup_778839e5f37f7a8f70c115f4e8659b7b.png,4,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,,,,,,,,,,,,,,,,,,,,
sku-9947386415,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/lifestyle_inuse_7fa68965731fe5f32d9dc84ce08950ff.png,5,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,,,,,,,,,,,,,,,,,,,,
sku-9947386415,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/03142017000003/lifestyle_angle_b88ae0c8d02513145db07db29f9cc12a.png,6,Weber Räucherofen Smokey Mountain Cooker 711004 Schwarz Gr. 37 cm Metall NEU,,,,,,,,,,,,,,,,,,,,
sku-9400450055,ALKAR Außenspiegel 9202922 Fiat Citroën Peugeot Rechts elektrisch NEU,"<p>Der ALKAR Außenspiegel 9202922 ist ein hochwertiges Ersatzteil, das speziell für eine klare und sichere Sicht im Straßenverkehr entwickelt wurde. Er ist passend für diverse Fahrzeugmodelle wie Fiat Ducato, Citroën Jumper und Peugeot Boxer und gewährleistet eine zuverlässige Funktion. Mit seiner elektrischen 5-poligen Anbindung lässt sich der Spiegel präzise einstellen und nahtlos in die Fahrzeugelektronik integrieren. Die robuste Konstruktion sorgt für Langlebigkeit und Beständigkeit gegenüber alltäglichen Belastungen sowie Witterungseinflüssen. Dieser Außenspiegel ist ein direkter Ersatz für die rechte Fahrzeugseite und ermöglicht eine unkomplizierte Montage. Er stellt die ursprüngliche Funktionalität und das ästhetische Erscheinungsbild Ihres Fahrzeugs wieder her, wodurch die allgemeine Fahrsicherheit maßgeblich verbessert wird.</p>",ALKAR,Auto & Motorrad: Teile > Auto-Ersatz- & -Reparaturteile > Karosserie & Exterieur > Außenspiegel,Außenspiegel,Außenspiegel,TRUE,Title,Default Title,,,,,SKU-9400450055,,,1,deny,manual,117.00,,TRUE,TRUE,8424445107988,https://storage.googleapis.com/prodsandjobs/products/0402019292922/studio_detail_1702f9cea339982f04bcb1428809a025.png,1,ALKAR Außenspiegel 9202922 Fiat Citroën Peugeot Rechts elektrisch NEU,FALSE,ALKAR Außenspiegel 9202922 Fiat Citroën Peugeot Rechts elektrisch NEU,"Der ALKAR Außenspiegel 9202922 ist ein hochwertiges Ersatzteil, das speziell für eine klare und sichere Sicht im Straßenverkehr entwickelt wurde. Er ist pass...",,,,,new,TRUE,,g,,,,,,,,,active
sku-9400450055,,,,,,,,,,,,,,,,,,,,,,,,,https://i.ebayimg.com/images/g/OVwAAeSwX59pQsv9/s-l1600.webp,2,ALKAR Außenspiegel 9202922 Fiat Citroën Peugeot Rechts elektrisch NEU,,,,,,,,,,,,,,,,,,,,
sku-9400450055,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/0402019292922/lifestyle_front_92d67e3dfea9496a07cb04e69c381378.png,3,ALKAR Außenspiegel 9202922 Fiat Citroën Peugeot Rechts elektrisch NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,"<p>Dieser Pierburg Luftmassenmesser optimiert die Motorleistung und Effizienz Ihres Fahrzeugs signifikant, indem er eine exakte Luftmassenmessung gewährleistet. Eine präzise Kraftstoff-Luft-Mischung wird dadurch sichergestellt, was den Kraftstoffverbrauch reduziert und schädliche Emissionen minimiert.Als hochwertiges Originalersatzteil von Pierburg zeichnet sich dieses Produkt durch erstklassige Qualität und garantierte Passgenauigkeit aus. Gefertigt aus robustem schwarzem Kunststoff, ist der Lieferumfang ein Pierburg Luftmassenmesser, konzipiert für unkomplizierte Installation und schnelle Wiederherstellung der vollen Motorfunktionalität.Vertrauen Sie auf die bewährte Ingenieurskunst von Pierburg, die weltweit für ihre Zuverlässigkeit und die Einhaltung strengster Abgasnormen geschätzt wird. Sichern Sie sich dieses essenzielle Teil jetzt, um die Leistung und Effizienz Ihres Fahrzeugs nachhaltig zu maximieren und von langfristiger Qualität zu profitieren.</p>",Pierburg,Heimwerker > Werkzeuge > Handwerkzeuge > Messer,Luftmassenmesser,"Luftmassenmesser, Schwarz",TRUE,Title,Default Title,,,,,SKU-4641833225,,,1,deny,manual,83.56,,TRUE,TRUE,4052938000016,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_front_691690641209f74ac7c8472934e53956.png,1,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,FALSE,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,"Dieser Pierburg Luftmassenmesser optimiert die Motorleistung und Effizienz Ihres Fahrzeugs signifikant, indem er eine exakte Luftmassenmessung gewährleistet....",,,,,new,TRUE,,g,,,,,,,,,active
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_detail_4d0952980c76e300f2626be65774bb39.png,2,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_front_0a41451f2d16a221b7c2165afa35cc17.png,3,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_detail_868cc012dab890743f9917b5c1f3e7bd.png,4,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_detail_fce5672f62e7df866ad3ae12612dbb0c.png,5,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/studio_detail_909e70e85bc7bc8d9db387031987d3b3.png,6,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/lifestyle_front_bda4c0cbdd7211199c3418a386d05803.png,7,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/lifestyle_closeup_9ac367b8977194cd7f69f163112b9fa2.png,8,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-4641833225,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/04052938000016/lifestyle_inuse_5fa3a2a6fc837e0013918286eae5e6f1.png,9,Pierburg Luftmassenmesser 7.22184.39.0 Kunststoff Schwarz NEU,,,,,,,,,,,,,,,,,,,,
