product_index;row;type;key;value
2;65;kv;Effektive Hitzereduzierung im Sommer;Minderung der Wärmeeinstrahlung um ca. 45%, so bleibt Ihr Raum angenehm kühl.
2;66;kv;UV-Schutz;Blockiert bis zu 95% der schädlichen UV-Strahlung, schützt Ihre Möbel und Einrichtung vor dem Ausbleichen.
2;67;kv;Einfache Selbstmontage;Dank der selbstklebenden Rückseite ist die Installation mühelos und erfordert keine speziellen Werkzeuge.
2;68;kv;Kompatibilität;Ideal für einfach verglaste Fenster und Glasflächen im Innenbereich, geeignet für alle Zimmer.
2;69;kv;Optische Anpassungsfähigkeit;Die klare, unauffällige Oberfläche fügt sich harmonisch in jede Raumgestaltung ein und lässt sich leicht reinigen.
2;71;text;;Verleihen Sie Ihrem Wohnraum nicht nur mehr Komfort, sondern reduzieren Sie auch Ihre Energiekosten mit der d-c-fix Energiesparfolie. Schützen Sie Ihre Einrichtung und genießen Sie ein verbessertes Raumklima.Die d-c-fix Energiesparfolie ist eine innovative Lösung für Ihr Zuhause, die sowohl Energieeffizienz als auch Komfort vereint. Mit der speziellen Konstruktion hilft sie Ihnen dabei, Ihr Raumklima das ganze Jahr über zu verbessern. Hier sind einige der herausragenden Merkmale dieser Folie:
2;74;kv;Optimale Wärmedämmung;Reduziert Wärmeverluste im Winter und mindert die Hitze im Sommer um bis zu 45%.
2;75;kv;UV-Schutz;Schützt Ihre Möbel und Einrichtungsgegenstände durch die Blockierung von bis zu 95% der schädlichen UV-Strahlung.
2;76;kv;Einfach zu handhaben;Die selbstklebende Rückseite ermöglicht eine mühelose Montage ohne spezielle Werkzeuge.
2;77;kv;Vielseitige Anwendung;Ideal für alle Glasflächen in Ihrem Zuhause, von Fenstern bis zu anderen Innenverglasungen.
2;78;kv;Schlichte Eleganz;Die glatte, transparente Oberfläche fügt sich harmonisch in jedes Raumdesign ein.
2;79;kv;Leichte Reinigung;Die Folie lässt sich mühelos abwischen, um stets eine klare Sicht zu gewährleisten.
2;82;text;;Profitieren Sie von dieser modernen Energiesparfolie und schaffen Sie sich einen angenehmeren und energieeffizienteren Wohnraum. Ideal für umweltbewusste Verbraucher und alle, die ihre Energiekosten langfristig senken möchten.BesonderheitenKompakt, Tragbar, Mit EtuiArtikelnummerTT2628ProduktartRatschen-Werkzeug / Multi-Tool (Ratchet)Anzahl_der_Teile11LieferumfangRatsche, 10-teiliges Bit-Set (2 / 2,5 / 3 / 4 / 5 / 6 mm Innensechskant, T10, T15, T25, PH2), Textil-TransportetuiAnzahl Teile11ZustandNeu (verpackt)WerkzeugartRatschen-WerkzeugKategorie (General)Garten & Heimwerken > Baumarkt > Werkzeuge > Handwerkzeuge > MultitoolsAnzahl Bits10KategorieSport > Radsport > Fahrradreparatur & Werkzeug > WerkzeugMaterialStahl, TextilFarbeSchwarzSet_enthältBits, Ratsche, EtuiHerstellernummerTT2628Kompatibler_FahrradtypUniversalweight1GPSR Manufacturer nameTopeakSetJaMarkeTopeakEinsatzbereichFahrradcategory_pathSport > Radsport > Fahrradreparatur & Werkzeug > WerkzeugSKUSKU-3588671475GPSR Manufacturer addressNot Provided, EUGPSR Manufacturer emailinfo@example.comebay_category_id177846ebay_category_pathSport > Radsport > Fahrradreparatur & Werkzeug > Werkzeugkaufland_category_idSport > Radsport > Fahrradreparatur & Werkzeug > Werkzeugkaufland_category_pathSport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug4498211524710069708958SKU-3588671475WerkzeugSport/Radsport/Fahrradreparatur & Werkzeug/Werkzeug1000Topeakhttps://storage.googleapis.com/avycloud-product-images/products/4710069708958/other_93f262681205a9fea2f5b0400f4c28b4.pnghttps://storage.googleapis.com/avycloud-product-images/products/4710069708958/other_b976a57fc02527fe75f7c1f49345d564.pnghttps://storage.googleapis.com/avycloud-product-images/products/4710069708958/other_f4933ef43a532b0d70988124a07d89c9.pnghttps://storage.googleapis.com/prodsandjobs/products/4710069708958/other_40ad24202f1c7d5c44489ce321f36251.pnghttps://storage.googleapis.com/prodsandjobs/products/4710069708958/other_545917322f48ac9a51f0b0b062417573.pnghttps://storage.googleapis.com/prodsandjobs/products/4710069708958/other_93f262681205a9fea2f5b0400f4c28b4.pngdb|109940:029.99db|109940:XGA0102CTopeak Ratchet Rocket Essential Fahrradwerkzeugset für präzise ReparaturenDas Topeak Ratchet Rocket Essential Fahrradwerkzeugset ist der ideale Partner für alle Fahrradenthusiasten, die Wert auf präzise Reparaturen und Wartungsarbeiten legen. Mit seinem kompakten Design und der benutzerfreundlichen Handhabung eignet sich dieses Set sowohl für den Einsatz zu Hause als auch unterwegs.
2;84;text;;Die hochwertige Umschalt-Ratsche ermöglicht Ihnen, Schrauben effizient und präzise anzuziehen oder zu lösen, sogar an schwer zugänglichen Stellen. Dank des umfassenden 10-teiligen Bit-Sets aus robustem Stahl sind Sie für alle gängigen Schraubentypen bestens gerüstet. Folgende Bits sind enthalten:
2;87;text;;<li>2 mm Innensechskant
2;88;text;;<li>2,5 mm Innensechskant
2;89;text;;<li>3 mm Innensechskant
2;90;text;;<li>4 mm Innensechskant
2;91;text;;<li>5 mm Innensechskant
2;92;text;;<li>6 mm Innensechskant
2;93;text;;<li>T10 Torx
2;94;text;;<li>T15 Torx
2;95;text;;<li>T25 Torx
2;96;text;;<li>PH2 Kreuzschlitz
2;99;text;;Das Set enthält:
2;101;text;;Ratsche
2;102;text;;10-teiliges Bit-Set
2;103;text;;Textil-Transportetui für optimalen Schutz
2;106;text;;Die robuste Konstruktion garantiert eine lange Lebensdauer, sodass Sie stets für alle Situationen optimal ausgerüstet sind. Nutzen Sie das Topeak Ratchet Rocket Essential Fahrradwerkzeugset für eine effiziente und präzise Fahrradwartung.Das Topeak Ratchet Rocket Essential Fahrradwerkzeugset ist die perfekte Lösung für jede Fahrradliebhaberin und jeden Fahrradliebhaber, die/sehr großen Wert auf Qualität und Funktionalität legt. Ob bei der täglichen Fahrt zur Arbeit oder während längerer Radtouren, mit diesem Werkzeugset sind Sie stets optimal ausgestattet, um kleinere Reparaturen und Wartungsarbeiten durchzuführen.
2;109;text;;Kompakte Größe für einfache Aufbewahrung und Transport
2;110;text;;Hochwertige Umschalt-Ratsche für ein präzises Arbeiten, auch an schwer erreichbaren Stellen
2;111;text;;10-teiliges Bit-Set aus strapazierfähigem Stahl für alle gängigen Schraubentypen
2;112;text;;<li>Inklusive strapazierfähigem Textil-Transportetui zum Schutz und zur einfacheren Mitnahme
2;113;text;;Universal einsetzbar dank Kompatibilität für verschiedene Fahrradtypen
2;114;text;;Langlebige Materialien sorgen für eine hohe Lebensdauer des Werkzeugsets
2;117;text;;Vertrauen Sie auf die renommierte Marke Topeak, die für ihre hochwertigen Produkte im Bereich Sport und Radsport bekannt ist. Mit dem Topeak Ratchet Rocket Essential Fahrradwerkzeugset investieren Sie in ein zuverlässiges Werkzeug, das Sie in jeder Situation unterstützt.MarkeNinjaProduktartPlancha-Grillplatte XLKategorieGrillzubehörKompatibilitätAusgewählte Ninja Woodfire Grills (modellabhängig)MaterialMetall (genauer nicht angegeben)OberflächeglattFarbeSchwarz/AnthrazitAbmessungennicht angegebenPflegehinweisHandwäsche empfohlenLieferumfang1 x Ninja Plancha-Grillplatte XLModellnummerXSKOGXLFPLTEUEAN0622356278348449821192SKU-7499091535GrillzubehörGrillzubehör0000Ninjahttps://storage.googleapis.com/avycloud-product-images/products/ninja-woodfire-flat-plate-unknown-ean/other_174a1053a972304689f567e92cfc8c12.pnghttps://storage.googleapis.com/avycloud-product-images/products/ninja-woodfire-flat-plate-unknown-ean/other_47006aa8d4ef6a5844dfe0b53df72bf8.pnghttps://storage.googleapis.com/avycloud-genai-images/products/ninja-woodfire-flat-plate-unknown-ean/gemini_render_lifestyle_1764633459223_0_4d59e4b7d2c5bd9a50af88668215ba1f.pnghttps://storage.googleapis.com/avycloud-genai-images/products/ninja-woodfire-flat-plate-unknown-ean/gemini_render_lifestyle_1764633460904_1_c3b99b78308e52e549b37b20b8426ac0.pngdb|109940:029.99db|109940:Ninja Plancha-Grillplatte XL – schonendes Garen empfindlicher SpeisenDie Ninja Plancha-Grillplatte XL verwandelt Ihren Ninja Woodfire Grill in eine vielseitige Garfläche, perfekt geeignet für empfindliche Speisen. Dieser praktische Zubehörartikel ermöglicht Ihnen, Fisch, Gemüse, Meeresfrüchte und kleine Zutaten auf schonende Weise zu garen, während Sie für eine aromatische und kontrollierte Bräunung sorgen.
2;119;text;;Die passgenaue Grillplatte sitzt stabil im Grillrahmen und gewährleistet eine gleichmäßige Wärmeverteilung. Die glatte Oberfläche reduziert das Anhaften, was das Wenden sogar von feinen Speisen erleichtert. Ob direkt vom Grill oder zum Servieren, die Handhabung ist komfortabel und einfach.
2;121;text;;Produktmerkmale:
2;123;kv;Marke;Ninja
2;124;kv;Produktart;Plancha-Grillplatte XL
2;125;kv;Kategorie;Grillzubehör
2;126;kv;Kompatibilität;Ausgewählte Ninja Woodfire Grills (modellabhängig)
2;127;kv;Material;Metall
2;128;kv;Oberfläche;glatt
2;129;kv;Farbe;Schwarz/Anthrazit
2;130;kv;Pflegehinweis;Handwäsche empfohlen
2;131;kv;Lieferumfang;1 x Ninja Plancha-Grillplatte XL
2;132;kv;Modellnummer;XSKOGXLFPLTEU
2;133;kv;EAN;0622356278348
2;136;text;;Die robuste und hitzebeständige Ausführung wurde für eine lange Lebensdauer konzipiert und ist werkzeuglos einsetzbar sowie entnehmbar. Um die Langlebigkeit Ihres Produkts zu gewährleisten, empfehlen wir die Handreinigung und die Beachtung der Herstellerhinweise.Erleben Sie mit der Ninja Plancha-Grillplatte XL ein neues Niveau des Grillens. Diese innovative Grillplatte wurde entwickelt, um Ihnen das Zubereiten Ihrer Lieblingsspeisen zu erleichtern und dabei deren Aromen optimal zur Geltung zu bringen. Sie ist die ideale Lösung für alle, die empfindliche Speisen mit Leichtigkeit und Präzision garen möchten.
2;139;kv;Vielseitige Anwendung;Geeignet für Fisch, Gemüse, Meeresfrüchte und weitere klein geschnittene Zutaten.
2;140;kv;Optimierte Hitzeverteilung;Sorgt für gleichmäßiges Garen und kontrollierte Bräunung Ihrer Speisen.
2;141;kv;Einfache Handhabung;Die glatte Oberfläche ermöglicht ein problemloses Wenden und Servieren der Speisen.
2;142;kv;Robuste Bauweise;Hitzebeständige Konstruktion für den zuverlässigen Einsatz auf Ihrem Ninja Woodfire Grill.
2;143;kv;Werkzeugloser Einsatz;Schnelle Montage und Demontage ohne zusätzliches Werkzeug.
2;144;kv;Pflegeleicht;Für eine lange Lebensdauer wird Handwäsche empfohlen.
2;147;text;;Profitieren Sie von der hochwertigen Verarbeitung und dem durchdachten Design der Ninja Plancha-Grillplatte XL. Verwandeln Sie Ihr Grillvergnügen und kreieren Sie köstliche Gerichte für Familie und Freunde!EinsatzbereichKettensägen, Forst, GartenModellbezeichnungS 85GPSR Manufacturer nameRAVENOLProduktartSägekettenölKategorieSägekettenölHerkunftDeutschlandMarkeRAVENOLAnwendungsbereichSchmierung von Sägeketten an Motor-, Elektro- und Rettungssägen im Forst-, Garten- und HeimwerkerbereichBasisMineralischInhalt5 LGebindeartKanisterSKUSKU-90739861454498212284014835742154SKU-9073986145SägekettenölSägekettenöl0000Ravenolhttps://storage.googleapis.com/trendocean/products/4014835742154/other_6528e38a810953923e174ff156439565.pnghttps://storage.googleapis.com/trendocean/products/4014835742154/other_cb65ca8df994a33378ce81463b0ea395.pnghttps://storage.googleapis.com/trendocean/products/4014835742154/other_ef4bff136c0aadf28735c756999d7af9.pnghttps://storage.googleapis.com/trendocean/products/4014835742154/other_4df0af225727e655d946a3b06c131083.pngdb|109940:029.95db|109940:XGA0101CRAVENOL Sägekettenöl S 85: Optimaler Verschleißschutz & HaftungDas RAVENOL Sägekettenöl S 85 bietet eine herausragende Lösung zur Schmierung von Motor-, Elektro- und Rettungssägen. Mit seiner speziellen mineralischen Formulierung sorgt es für optimalen Verschleißschutz und verlängert die Lebensdauer Ihrer Kettensäge erheblich. Die exzellente Haftfähigkeit dieses hochwertigen Mineralöls trägt dazu bei, den Ölverbrauch zu minimieren und schützt sowohl Kette als auch Schwert zuverlässig.
2;149;text;;Kommt in einem praktischen 5-Liter-Kanister, dieser bietet eine einfache Handhabung und sichere Lagerung. Entwickelt und hergestellt in Deutschland, garantiert dieses Öl einen ganzjährigen Korrosionsschutz und ist effektiv gegen Harzbildung. Vertrauen Sie auf RAVENOL für eine langlebige und leistungsstarke Pflege Ihrer Kettensägen, ideal geeignet für:
2;152;text;;Forst
2;153;text;;Garten
2;154;text;;Heimwerker
2;157;text;;Produktdetails:
2;159;kv;Einsatzbereich;Kettensägen, Forst, Garten
2;160;kv;Modellbezeichnung;S 85
2;161;kv;Hersteller;RAVENOL
2;162;kv;Produktart;Sägekettenöl
2;163;kv;Kategorie;Sägekettenöl
2;164;kv;Herkunft;Deutschland
2;165;kv;Marke;RAVENOL
2;166;kv;Anwendungsbereich;Schmierung von Sägeketten an Motor-, Elektro- und Rettungssägen im Forst-, Garten- und Heimwerkerbereich
2;167;kv;Basis;Mineralisch
2;168;kv;Inhalt;5 L
2;169;kv;Gebindeart;Kanister
2;170;kv;SKU;SKU-9073986145
2;171;text;;Das RAVENOL Sägekettenöl S 85 ist die ideale Lösung für eine optimale Schmierung Ihrer Kettensägen. Es wurde speziell für den Einsatz in Motor-, Elektro- und Rettungssägen entwickelt und bietet Ihnen zahlreiche Vorteile:
2;174;kv;Herausragender Verschleißschutz;Reduziert den Abrieb und verlängert die Lebensdauer Ihrer Kettensäge.
2;175;kv;Optimale Haftfähigkeit;Minimiert den Ölverbrauch und sorgt für eine zuverlässige Schmierung von Kette und Schwert.
2;176;kv;Exzellenter Korrosionsschutz;Bietet ganzjährigen Schutz vor Korrosion und verhindert die Bildung von Harz.
2;177;kv;Praktische Handhabung;Der 5-Liter-Kanister ermöglicht eine einfache Entnahme und sichere Lagerung des Öls.
2;178;kv;Made in Germany;Höchste Qualitätsstandards, die Sie vertrauen können.
2;181;text;;Mit dem RAVENOL Sägekettenöl S 85 investieren Sie in die Nachhaltigkeit und Leistungsfähigkeit Ihrer Werkzeuge und gewährleisten eine optimale Schmierung für alle Ihre Projekte im Forst-, Garten- und Heimwerkerbereich. Vertrauen Sie auf RAVENOL, um die Lebensdauer Ihrer Kettensäge zu maximieren und die Betriebskosten zu minimieren.Volumen0.6 LMaterial210D & 420D Nylon, PU-beschichtetBefestigungKlettgurte / Strap MountPassende Sattelstützen-Ø25,4 - 31,8 mmFarbeSchwarzFormAerodynamisch / WedgeWasserschutzWetterfest / stark wasserabweisend (Regenfahrten, Spritzwasser
2;183;text;;Die strap mount Befestigung unter dem Sattel sorgt für eine einfache und sichere Montage, während das aerodynamische Wedge-Design das Fahrverhalten nicht beeinträchtigt. Ihre kompakte Größe von 0,6 Liter bietet ausreichend Platz für das Nötigste.
2;186;kv;Volumen;0,6 L
2;187;kv;Material;210D & 420D Nylon, PU-beschichtet
2;188;kv;Befestigung;Klettgurte / Strap Mount
2;189;kv;Passende Sattelstützen-Ø;25,4 - 31,8 mm
2;190;kv;Farbe;Schwarz
2;191;kv;Form;Aerodynamisch / Wedge
2;192;kv;Wasserschutz;Wetterfest / stark wasserabweisend
2;193;kv;Gewicht;69 g (Herstellerangabe)
2;194;kv;Modellnummer;BAG29601
2;195;kv;EAN/GTIN;4710069709269
2;198;text;;Entscheiden Sie sich für die Topeak Weatherproof DynaWedge Satteltasche, um Ihre Fahrradtouren optimal ausgestattet und gut organisiert zu genießen.Die Topeak Weatherproof DynaWedge Strap Mount - Large ist die perfekte Lösung für Radfahrer, die eine kompakte und leichtgewichtige Satteltasche benötigen, die den Elementen standhält. Mit einem Volumen von 0,6 Litern bietet sie ausreichend Platz für wichtige Dinge während Ihrer Fahrten. Egal, ob Sie auf kurvigen Straßen oder rauen Trails unterwegs sind, diese Satteltasche bleibt Ihr zuverlässiger Begleiter.
2;201;kv;Wetterfestes Design;Hergestellt aus 210D und 420D Nylon mit einer PU-Beschichtung, schützt die Tasche vor Regen und Spritzwasser.
2;202;kv;Einfach zu befestigen;Die Klettgurte ermöglichen eine unkomplizierte Montage unter dem Sattel.
2;203;kv;Aerodynamische Form;Mit ihrem wedge-Design minimiert sie Luftwiderstand und sorgt für ein optimales Fahrverhalten.
2;204;kv;Kompatibilität;Passend für Sattelstützen mit einem Durchmesser von 25,4 bis 31,8 mm.
2;205;kv;Leichtgewicht;Mit nur 69 g ist die Satteltasche nicht nur funktionell, sondern auch sehr leicht.
2;206;kv;Farbe;Zeitloses Schwarz für einen stilvollen Look.
2;209;text;;Ob beim Pendeln in der Stadt oder bei längeren Touren in der Natur, die Topeak Weatherproof DynaWedge ist ein Muss für jeden Fahrradfahrer, der Wert auf Qualität und Funktionalität legt.MarketillvexProduktartPoolschlauchHerstellernummerTVPS-006FarbeBlauMaterialGerippter Kunststoffschlauchweight1KategorieHeimwerker > Schwimmbecken, Saunen & Außenwhirlpools > SchwimmbeckenbedarfAngebotspaketNeinBesonderheitenFlexibel, Gerippt, UV-beständigEinsatzbereichVerbindungsschlauch für Pool- / Schwimmbadfilter, Reiniger und WasserzirkulationGeeignet fürFilteranlagen, Skimmer, Bodensauger, PoolreinigerHerstellungslandDeutschlandInnendurchmesser38mmLänge8mModifizierter ArtikelNeincategory_pathHeimwerker > Schwimmbecken, Saunen & Außenwhirlpools > SchwimmbeckenbedarfSKUSKU-4930006198GPSR Manufacturer nametillvexebay_category_id181067ebay_category_pathHeimwerker > Schwimmbecken, Saunen & Außenwhirlpools > Schwimmbeckenbedarfkaufland_category_idHeimwerker > Schwimmbecken, Saunen & Außenwhirlpools > Schwimmbeckenbedarfkaufland_category_pathHeimwerker > Schwimmbecken, Saunen & Außenwhirlpools > Schwimmbeckenbedarf4498213334260613494504SKU-4930006198SchwimmbeckenbedarfHeimwerker/Schwimmbecken, Saunen & Außenwhirlpools/Schwimmbeckenbedarf1080tillvexhttps://storage.googleapis.com/avycloud-genai-images/products/4260613494504/gemini_render_studio_1764686058067_0_efc92c2483e2d17ef54352abd1f47f2c.pnghttps://storage.googleapis.com/avycloud-genai-images/products/4260613494504/gemini_render_studio_1764686059755_1_ca608c7a907215f45550ba75ad306dbe.pnghttps://storage.googleapis.com/avycloud-genai-images/products/4260613494504/gemini_render_lifestyle_1764686079138_0_cafc347d8ce239ff44a5cb9aa5fb0fb6.pnghttps://storage.googleapis.com/avycloud-genai-images/products/4260613494504/gemini_render_lifestyle_1764686080761_1_afbec083e63b5a012542fbebdc4eb046.pnghttps://storage.googleapis.com/avycloud-genai-images/products/4260613494504/gemini_render_lifestyle_1764686157467_0_0b70a8a744ece640bcba05e41e7b9e75.pngdb|109940:024.79db|109940:XGA0203Btillvex Poolschlauch TVPS-006 8m 38mm Blau NEUDer tillvex Poolschlauch TVPS-006 ist die optimale Wahl für eine effektive und hygienische Poolpflege. Mit einer Länge von 8 Metern und einem Innendurchmesser von 38 mm ist dieser Schlauch kompatibel mit allen gängigen Poolsystemen und Reinigungsgeräten. Er bietet Ihnen die folgenden Vorteile:
2;212;kv;Hochwertiges Material;Gefertigt aus robustem, geripptem Spezialkunststoff für lange Haltbarkeit.
2;213;kv;Flexible Anwendung;Die integrierten Muffen ermöglichen eine einfache und sichere Verlängerung.
2;214;kv;UV-Beständigkeit;Der Schlauch ist so konzipiert, dass er der Sonne und anderen Witterungseinflüssen standhält.
2;215;kv;Vielseitiger Einsatzbereich;Ideal als Verbindungsschlauch für Pool- / Schwimmbadfilter, Skimmer, Bodensauger und Poolreiniger.
2;216;kv;Made in Germany;Vertrauen Sie auf die bewährte Qualität, die für höchste Zuverlässigkeit steht.
2;219;text;;Setzen Sie auf den tillvex Poolschlauch für eine sorgenfreie und effektive Poolpflege, um immer kristallklares Wasser zu genießen. Entdecken Sie die Vorteile, die Ihnen unbeschwerte Stunden am Wasser garantieren.Der tillvex Poolschlauch TVPS-006 ist die ideale Wahl für Poolbesitzer, die Wert auf Hygiene, Effizienz und Verlässlichkeit legen. Er ist speziell entwickelt, um die Wasserqualität in Ihrem Pool zu optimieren und die Pflege mühelos zu gestalten. Dank seiner ausgezeichneten Materialqualität und der durchdachten Konstruktion bietet dieser Schlauch zahlreiche Vorteile:
2;222;text;;<li>Optimale Länge von 8 Metern für vielseitige Einsatzmöglichkeiten
2;223;text;;<li>Durchmesser von 38 mm für universelle Kompatibilität
