SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,Suggested1Id,Suggested1Breadcrumb,Suggested1Hit,Suggested2Id,Suggested2Breadcrumb,Suggested2Hit,Suggested3Id,Suggested3Breadcrumb,Suggested3Hit,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-4191907503,4005046205217,UPMANN Revisionsklappe 20521 150x200mm Weiß NEU,UPMANN,Revisionsklappe,,Baumarkt > Bauelemente > Revision,Baumarkt,113913,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,1,179811,Sport > Fitness & Jogging > Bekleidung > Schweißbänder,1,81625,Sport > Weitere Ballsportarten > Tennis > Schweißbänder,1,,,missing_or_broad
SKU-7569423484,18023030150200,EUROPLAST Revisionsklappe Metall 180x230mm Weiß NEU,EUROPLAST,Revisionsklappe,,Baumarkt > Bauelemente & Treppen > Revisionsklappen,Baumarkt,113913,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,1,179811,Sport > Fitness & Jogging > Bekleidung > Schweißbänder,1,81625,Sport > Weitere Ballsportarten > Tennis > Schweißbänder,1,,,missing_or_broad
SKU-8192040791,3573994006336,Dexeryl Pflegecreme 18747739 Babys Kinder Erwachsene 500g NEU,Dexeryl,Pflegecreme,,Beauty & Gesundheit > Hautpflege > Körperpflege > Körpercremes & -lotionen,Beauty & Gesundheit,260018,Kleidung & Accessoires > Babys,1,171146,Kleidung & Accessoires > Kinder,1,25945,Spielzeug > Kinderbadespaß > Bälle,1,,,missing_or_broad
SKU-2733489996,4064886306904,Jack Wolfskin Outdoorjacke Gr. 3xL Herren Black Olive NEU,Jack Wolfskin,Outdoorjacke,,Bekleidung > Jacken,Bekleidung,59353,Sport > Fitness & Jogging > Bekleidung > Herren > Jacken & Westen,2,181358,Sport > Camping & Outdoor > Bekleidung > Herren > Jacken & Westen,2,185702,Kleidung & Accessoires > Herren > Herrenmode > Fitnessmode > Sportjacken,2,,,missing_or_broad
SKU-3476455542,2493370000004,NINTH HALL Sweatshirt Gr. M Unisex Baumwollmischung NEU,NINTH HALL,Sweatshirt,,Bekleidung > Herren > Sweatshirts & Hoodies,Bekleidung,155200,Kleidung & Accessoires > Kinder > Unisex für Kinder > Unisex-Mode > Kapuzenpullover & Sweatshirts,2,260986,Kleidung & Accessoires > Kinder > Unisex für Kinder > Unisex-Mode > Fitnessmode > Sport-Kapuzenpullover & -Sweatshirts,2,176985,Musik > Schallplatten,1,,,missing_or_broad
SKU-5526640633,3613379433101,Element Hemden Gr. L Herren Beige NEU,Element,,,Bekleidung > Hemden,Bekleidung,181361,Sport > Camping & Outdoor > Bekleidung > Herren > Hemden,2,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,80967,Kleidung & Accessoires > Herren > Herrenmode > Trachtenmode > Hemden,2,,,missing_or_broad
SKU-6634800828,295c4789-b314-43ba-a18c-274b6ac422ef,Tommy Hilfiger Pullover Gr.xL Herren Baumwolle Kaschmir Dunkelblau NEU,Tommy Hilfiger,Pullover,,Bekleidung > Pullover & Strickwaren,Bekleidung,261502,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Pullover,2,11484,Kleidung & Accessoires > Herren > Herrenmode > Pullover & Strick,2,59392,Sport > Fitness & Jogging > Bekleidung > Herren > Sweatshirts & Kapuzenpullover,2,,,missing_or_broad
SKU-7255766247,0198303486543,Abercrombie Fitch T-Shirt Gr. L Herren 100% Baumwolle Mehrfarbig NEU,Abercrombie & Fitch,T-Shirt,,Bekleidung > T-Shirts,Bekleidung,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-7707703650,4007066272026,SCHIESSER Pyjama Short Gr. M Damen 100% Baumwolle Dunkelblau NEU,SCHIESSER,Pyjama Short,,Bekleidung > Herren > Unterwäsche & Nachtwäsche > Schlafanzüge & Pyjamas,Bekleidung,181150,Sport > Golf > Golfbekleidung > Damen-Golfbekleidung > Shorts,2,11555,Kleidung & Accessoires > Damen > Damenmode > Shorts & Bermudas,2,59307,Sport > Fitness & Jogging > Bekleidung > Damen > Shorts & Radlerhosen,2,,,missing_or_broad
SKU-8073301246,1852315181124,BRUT Clothing REWORK® BARBOUR V5 N° 084 Gr. XL,BRUT Clothing,Jacke,,Bekleidung > Jacken & Mäntel,Bekleidung,16053,Sport > Tauchen > Jackets,1,100147,Sport > Fußball > Bekleidung > Jacken,1,13354,Sport > Bootsport > Bekleidung > Jacken,1,,,missing_or_broad
SKU-3455080661,4007060000236,SCHIESSER Taillenslip Gr. 40 Damen 100% Baumwolle Weiß NEU,SCHIESSER,Taillenslip,,Bekleidung & Accessoires > Damenmode > Unterwäsche & Nachtwäsche > Slips,Bekleidung & Accessoires,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-0704619212,25004695020111,Silicon Power SSD SP256GBSS3A55S25 256GB 7mm sata NEU,Silicon Power,SSD,,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne SSDs","Computer, Tablets & Netzwerk",177842,Sport > Radsport > Fahrradelektronik > Power Meters,1,159955,Musikinstrumente > Pro-Audio Equipment > Power Conditioner,1,67262,"Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör > PowerLAN-Netzwerke",1,,,missing_or_broad
SKU-5749801311,4063544824545,HUGO Blazer Damen Elastan 5% Polyester 64% Viskose 31 NEU,HUGO,Blazer,,Damenbekleidung > Blazer,Damenbekleidung,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-0563915773,4061504016139,PENTHOUSE String Open Secret Damen Gr. L/xL Polyamid Schwarz NEU,PENTHOUSE,String,,Damenunterwäsche > String,Damenunterwäsche,63854,"Kleidung & Accessoires > Damen > Damenmode > Unterwäsche > Slips, Strings & Panties",2,179317,"Kleidung & Accessoires > Spezielle Anlässe > Erotik > Damenunterwäsche > Slips, Strings & Pants",2,182054,"Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Damen > Unterwäsche > Slips, Strings & Pants",2,,,missing_or_broad
SKU-8205373469,4061504006000,Penthouse String Ouvert Hot Getaway Damen Gr. L/xL Schwarz NEU,Penthouse,String Ouvert,,Damenunterwäsche > Strings &,Damenunterwäsche,63854,"Kleidung & Accessoires > Damen > Damenmode > Unterwäsche > Slips, Strings & Panties",2,179317,"Kleidung & Accessoires > Spezielle Anlässe > Erotik > Damenunterwäsche > Slips, Strings & Pants",2,182054,"Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Damen > Unterwäsche > Slips, Strings & Pants",2,,,missing_or_broad
SKU-1708759606,4007065867636,SCHIESSER Bustier 174926 Damen Gr. 42 95% Bio-Baumwolle 5% Elasthan Schwarz,SCHIESSER,Bustier,,Damenwäsche & Nachtwäsche > BHs & Bustiers,Damenwäsche & Nachtwäsche,11522,Kleidung & Accessoires > Damen > Damenmode > Unterwäsche > Korsagen & Bustiers,2,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,,,missing_or_broad
SKU-1198160025,4251665310447,AMORELIE Mini-Vibrator Joy Shine 2.1-3.3cm Damen Silikon ABS 3.3cm Grün,AMORELIE,Mini-Vibrator,,Erotikartikel > Vibratoren,Erotikartikel,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,38708,Auto & Motorrad: Fahrzeuge > Automobile > Mini,1,,,missing_or_broad
SKU-0997953441,2021181818184,SKS Germany Fahrrad Kompakt-Werkzeug TOM 18 NEU,SKS Germany,Fahrrad Kompakt-Werkzeug,,Fahrradzubehör > Fahrrad,Fahrradzubehör,177846,Sport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug,2,177848,Sport > Radsport > Fahrradreparatur & Werkzeug > Sonstige,2,177845,Sport > Radsport > Fahrradreparatur & Werkzeug > Flickzeug,2,,,missing_or_broad
SKU-4762036663,1d5b4c7f-5b0b-42ac-a3a4-1ff4ce852794,intelamp Solarleuchte YL005-16A LED Außenleuchte Bewegungsmelder Garten Neu,intelamp,Solarleuchte,,Garten > Solarleuchten,Garten,25863,Garten & Terrasse > Möbel,1,159913,Garten & Terrasse > Sonstige,1,29521,Garten & Terrasse > Bewässern,1,,,missing_or_broad
SKU-5660339205,48093417-f9ef-497f-96a7-e17838a5280f,Enders Holzkohlegrill Mason XL Schwarz Stahl NEU großer Grillfläche Ablagen,Enders,Holzkohlegrill,,Garten > Grills > Holzkohlegrill,Garten,31529,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Diebstahlschutz",1,29985,Foto & Camcorder > Analoge Fotografie > Fotolabor > Vergrößerungsgeräte,1,179819,Sport > Fitness & Jogging > Krafttraining & Gewichte > Hantelablagen & -ständer,1,,,missing_or_broad
SKU-2424861616,43422328612861,RAGNARÖK Gartenmöbel Set S42 Polyrattan NEU Lounge Schwarz inkl. Polster,RAGNARÖK,Gartenmöbel Set,,Garten & Terrasse > Gartenmöbel-Sets,Garten & Terrasse,139849,Garten & Terrasse > Möbel > Loungemöbel & Sitzgruppen,1,33717,Auto & Motorrad: Teile > Autoteile & Zubehör > Beleuchtung > Blinkleuchten,1,20542,Garten & Terrasse > Bewässern > Bewässerungssysteme > Regner & Sprinkler,1,,,missing_or_broad
SKU-3855746092,4055333068964,PARKSIDE Benzin-Rucksack-Kombigerät PBRK 700 A1 1.5kW (2 PS Grün NEU,PARKSIDE,Benzin-Rucksack-Kombigerät,,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte > Multifunktionsgeräte,Garten & Terrasse,181378,Sport > Camping & Outdoor > Rucksäcke,1,16081,Reisen > Reisekoffer & -taschen > Rucksäcke,1,26154,Sport > Sporttaschen & Rucksäcke > Sonstige,1,,,missing_or_broad
SKU-5134751391,20221705000003,Intelamp Solar-Außenleuchte Wandmontage 1200 LM MotionSensor Schwarz NEU,Intelamp,Solar-Straßenleuchte,,Garten & Terrasse > Beleuchtung > Solarleuchten,Garten & Terrasse,259283,Heimwerker > Erneuerbare Energie > Solarenergie,1,31772,Beauty & Gesundheit > Sonnenschutz & Solarium,1,31774,Beauty & Gesundheit > Sonnenschutz & Solarium > Sonnenschutz,1,,,missing_or_broad
SKU-7357361636,3f55c3c8-0603-4563-be53-8591b104d26e,ROHO Sitzkissenbezug 61373208013 5cm Schwarz NEU,ROHO,Sitzkissenbezug,,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör > Rollstuhl-Sitzkissen,Gesundheit & Schönheit,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),1,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),1,177903,Sport > Weitere Sportarten > Jagen & Schützensport > Schießstand- & Schützensportausrüstung > Schwarzpulver-Zubehör,1,,,missing_or_broad
SKU-5493501888,4011097314037,Hansgrohe Duschschlauch 28276000 160cm Kunststoff 1.60m Chrom NEU,Hansgrohe,Duschschlauch,,Haus & Garten > Badezimmer > Duschen & Duschzubehör > Duschschläuche,Haus & Garten,147153,"Heimwerker > Bad & Küche > Bad > Duschen, Badewannen & Teile > Duschschläuche",1,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,missing_or_broad
SKU-7745371992,4011097314013,Hansgrohe Brauseschlauch 28272000 125cm Kunststoff Chrom NEU,Hansgrohe,Brauseschlauch,,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör > Duschschläuche,Haus & Garten,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,missing_or_broad
SKU-8243336834,4250518576153,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,VENDOME,,,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,Haus & Garten,175751,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Matratzenauflagen & -Topper",2,36022,Möbel & Wohnen > Dekoration > Deko-Accessoires > Türstopper,1,183260,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Kordelstopper,1,,,missing_or_broad
SKU-3831935492,4067522073659,CLEANMaxx Polster- Teppichreiniger Doppeltank-System Selbstreinigungsfunktion Easy-Fill Schwarz,CLEANMaxx,Polster- & Teppichreiniger,,Haushalt > Reinigungsgeräte,Haushalt,83044,Sport > Funsport > Gotcha > Air-Systeme & Zubehör > Remotes & Filling Stations,2,179975,Sport > Angelsport > Kleines Angelzubehör > Systeme,1,87125,Sport > Camping & Outdoor > Rucksäcke > Trinksysteme,1,,,missing_or_broad
SKU-4846246443,0250237001502,Quooker CO2-Zylinder Set mit 4 Kartuschen Metall 425g 60L Silber NEU,Quooker,CO2-Zylinder,,"Haushalt > Küche, Kochen & Genießen > Küchengeräte > Sodastream & Wassersprudler Zubehör",Haushalt,33617,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Zylinderköpfe,1,168798,Heimwerker > Werkzeuge > Handwerkzeuge > Silikon- & Kartuschenpressen,1,180404,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Kupplungszylinder,1,,,missing_or_broad
SKU-8229761001,3339082c-5066-4322-a318-4b8732a19d83,VEVOR Kompressor Kühlbox 615mm 20 Liter NEU,VEVOR,Kompressor Kühlbox,,Haushalt > Kleine Küchengeräte > Kühlboxen & Mini-Kühlschränke,Haushalt,97093,Modellbau > Auto- & Verkehrsmodelle > Literatur & Kataloge,1,180152,Auto & Motorrad: Teile > Werkzeuge > Pumpen & Kompressoren,1,184653,Heimwerker > Werkzeuge > Druckluftgeräte & Kompressoren > Sonstige,1,,,missing_or_broad
SKU-1736818518,0652ed9b-7af0-4390-809b-ab3ae8a75fdd,Philips Heißluftfritteuse Essential 6.2 Liter 2000 Watt 6.2L 2000W Schwarz,Philips,Heißluftfritteuse,,Haushaltsgeräte > Kleine Küchengeräte > Fritteusen,Haushaltsgeräte,182112,Beauty & Gesundheit > Hautpflege > Wattestäbchen,1,10298,Uhren & Schmuck > Herrenschmuck > Krawattennadeln,1,97093,Modellbau > Auto- & Verkehrsmodelle > Literatur & Kataloge,1,,,missing_or_broad
SKU-8945251431,5025155058336,Dyson Reinigungsset 971440-01 Schwarz NEU,Dyson,Reinigungsset,,Haushaltsgeräte > Staubsauger & Zubehör > Staubsaugerzubehör,Haushaltsgeräte,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),1,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),1,184610,"TV, Video & Audio > TV- & Heim-Audio-Zubehör > Audio-/Video-Medien Reinigung > A/V-Reinigungssets",1,,,missing_or_broad
SKU-5940997361,4059625401927,Hansgrohe Waschtischarmatur 72559000 Messing Chrom NEU,Hansgrohe,Waschtischarmatur,,Heimwerker > Bad & Küche > Armaturen > Waschtischarmaturen,Heimwerker,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,,,,missing_or_broad
SKU-6617431534,2640f8be-81e3-4d78-b73c-14f234d26721,WUZECK Flex-Solarmodul 100W 19.8V Monokristallines Silizium NEU,WUZECK,Solarmodul,,Heimwerker > Elektroinstallation > Solarenergie > Solarmodule,Heimwerker,41981,Heimwerker > Erneuerbare Energie > Solarenergie > Solarmodule,1,11720,Foto & Camcorder > Photographica > Alte Kameras > Spiegelreflexkameras,1,42239,"Heimwerker > Schwimmbecken, Saunen & Außenwhirlpools > Schwimmbeckenbedarf > Schwimmbeckenheizungen & Solarmodule",1,,,missing_or_broad
SKU-7824016126,2d3f8a0d-2c5f-4852-a241-8281d55e418a,LADYHOW Handseilzug 1215 Stahl Metallisch/Schwarz NEU,LADYHOW,Handseilzug,,Heimwerker > Werkzeuge > Handwerkzeuge > Seilzüge & Winden,Heimwerker,31529,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Diebstahlschutz",1,78651,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Garderoben- & Stahlspinde,1,104328,Büro & Schreibwaren > Bürotechnik > EDV-Zubehör > PC- & Laptop-Diebstahlschutz,1,,,missing_or_broad
SKU-2312450352,4067266427367,TT. BAGATT Leder Stiefeletten Damen EU 36 Cognac Echtleder NEU,TT. BAGATT,,,Kleidung & Accessoires > Damenschuhe > Stiefel & Stiefeletten,Kleidung & Accessoires,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,2,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,,,missing_or_broad
SKU-3010724612,4063543580763,HUGO BOSS Jeans Gr. 36/32 Herren Schwarz NEU,HUGO BOSS,Jeans,,Kleidung & Accessoires > Herrenmode > Jeans,Kleidung & Accessoires,11483,Kleidung & Accessoires > Herren > Herrenmode > Jeans,2,175773,Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Herren > Jeans,2,260012,Kleidung & Accessoires > Herren,1,,,missing_or_broad
SKU-3067192877,4067266427381,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Damen Leder NEU,TT. BAGATT,,,Kleidung & Accessoires > Damenschuhe > Stiefel & Stiefeletten,Kleidung & Accessoires,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,3,100253,Sport > Reit- & Fahrsport > Reitstiefel & Zubehör > Reitstiefeletten,2,260010,Kleidung & Accessoires > Damen,1,,,missing_or_broad
SKU-3867423041,36f71981-e45d-478a-a80d-4e665f0e3352,Unbekannt BH Damen Synthetikmischung Hautfarben NEU,Unbekannt,BH,,Kleidung & Accessoires > Damenmode > Unterwäsche & Nachtwäsche > BHs,Kleidung & Accessoires,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-4026350484,1795362000001,Patagonia T-Shirt Gr. 24 Herren Recycelte Baumwolle Recyceltes Polyester,Patagonia,T-Shirt,,Kleidung & Accessoires > Herrenmode > T-Shirts,Kleidung & Accessoires,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-5133324860,24196924186507,Patagonia Freizeithemd Gr. L Herren Bio-Baumwolle Salamandergrün NEU,Patagonia,Freizeithemd,,Kleidung & Accessoires > Herrenmode > Hemden > Freizeithemden,Kleidung & Accessoires,57990,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Freizeithemden & Shirts,2,175770,Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Herren > Freizeithemden & Shirts,2,260012,Kleidung & Accessoires > Herren,1,,,missing_or_broad
SKU-5359727068,4067266427398,TT. BAGATT Stiefel Stiefeletten D11-AGX33-1100 Leder NEU,TT. BAGATT,,,Kleidung & Accessoires > Damenschuhe > Stiefel & Stiefeletten,Kleidung & Accessoires,100253,Sport > Reit- & Fahrsport > Reitstiefel & Zubehör > Reitstiefeletten,2,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,2,28131,Bastel- & Künstlerbedarf > Lederbearbeitung,1,,,missing_or_broad
SKU-6154185094,4062493735872,Khujo Wintermantel Gr.xxL Erwachsene light moss green NEU,Khujo,Wintermantel,,"Kleidung & Accessoires > Damenbekleidung > Jacken, Mäntel & Westen > Mäntel",Kleidung & Accessoires,26333,Sport > Weitere Sportarten > Dart > Flights,1,22150,Spielzeug > Spiele > Nur für Erwachsene,1,82596,Beauty & Gesundheit > Make-up > Teint > Bronzer & Highlighter,1,,,missing_or_broad
SKU-8701402003,4067266427374,TT. BAGATT Leder Stiefeletten Damen EU 37 Cognac Echtleder NEU,TT. BAGATT,Stiefelette,,Kleidung & Accessoires > Damenschuhe > Stiefel & Stiefeletten,Kleidung & Accessoires,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,3,100253,Sport > Reit- & Fahrsport > Reitstiefel & Zubehör > Reitstiefeletten,2,260010,Kleidung & Accessoires > Damen,1,,,missing_or_broad
SKU-8802720534,4067266427404,TT. BAGATT Stiefel Stiefeletten Gr. 40 Damen D11-AGx33-1100 Leder NEU,TT. BAGATT,,,Kleidung & Accessoires > Damenschuhe > Stiefel & Stiefeletten,Kleidung & Accessoires,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,3,100253,Sport > Reit- & Fahrsport > Reitstiefel & Zubehör > Reitstiefeletten,2,260010,Kleidung & Accessoires > Damen,1,,,missing_or_broad
SKU-8932764822,395730b7-67d0-4880-a770-f85086b71052,Blue Tomato Sweatshirt Gr. L Herren Baumwolle Schwarz NEU,Blue Tomato,Sweatshirt,,Kleidung & Accessoires > Herrenmode > Pullover & Strickwaren > Sweatshirts,Kleidung & Accessoires,59392,Sport > Fitness & Jogging > Bekleidung > Herren > Sweatshirts & Kapuzenpullover,2,155183,Kleidung & Accessoires > Herren > Herrenmode > Fitnessmode > Sport-Kapuzenpullover & -Sweatshirts,2,260012,Kleidung & Accessoires > Herren,1,,,missing_or_broad
SKU-9824375922,4066551928015,Lawrence Grey Daunenjacke Gr. 34 Damen 100% Polyamid Schwarz NEU,Lawrence Grey,Daunenjacke,,Kleidung & Accessoires > Damenmode > Jacken & Mäntel > Daunenjacken,Kleidung & Accessoires,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-5144694690,4001807905976,Stratic Trolley Light 39cm 37L Unisex Gr. S Nylon 55cm Mint NEU,Stratic,Trolley,,Koffer & Gepäck > Koffer,Koffer & Gepäck,112661,Beauty & Gesundheit > Parfums > Unisex,1,26333,Sport > Weitere Sportarten > Dart > Flights,1,106460,Sport > Weitere Ballsportarten > Badminton,1,,,missing_or_broad
