canonical_category_id,canonical_breadcrumb,depth,merged_count,merged_category_ids,source_roots
6488245,"Auto & Motorrad > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment",3,1,6488245,Auto & Motorrad
6488246,"Auto & Motorrad > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Auto DVD Player",4,1,6488246,Auto & Motorrad
6488247,"Auto & Motorrad > Autoelektronik, GPS & Sicherheitstechnik > Autoentertainment > Autoradios",4,1,6488247,Auto & Motorrad
6488180,Auto & Motorrad > Autoteile & Zubehör,2,1,6488180,Auto & Motorrad
6488248,Auto & Motorrad > Autoteile & Zubehör > Auspuff- & Abgassysteme,3,1,6488248,Auto & Motorrad
6488249,Auto & Motorrad > Autoteile & Zubehör > Auspuff- & Abgassysteme > Lambdasonden & O2-Sensoren,4,1,6488249,Auto & Motorrad
6488250,Auto & Motorrad > Autoteile & Zubehör > Autoelektrik,3,1,6488250,Auto & Motorrad
6488251,Auto & Motorrad > Autoteile & Zubehör > Autoelektrik > Anlasser,4,1,6488251,Auto & Motorrad
6488252,Auto & Motorrad > Autoteile & Zubehör > Autoelektrik > Batterien,4,1,6488252,Auto & Motorrad
6488253,Auto & Motorrad > Autoteile & Zubehör > Bremsen & Bremsenteile,3,1,6488253,Auto & Motorrad
6488254,Auto & Motorrad > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge,4,1,6488254,Auto & Motorrad
6488255,Auto & Motorrad > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsscheiben,4,1,6488255,Auto & Motorrad
6488181,Auto & Motorrad > Autoteile & Zubehör > Federung & Lenkung,3,1,6488181,Auto & Motorrad
6488256,Auto & Motorrad > Autoteile & Zubehör > Federung & Lenkung > Lenkgetriebe & -gehäuse,4,1,6488256,Auto & Motorrad
6488257,Auto & Motorrad > Autoteile & Zubehör > Federung & Lenkung > Lenksäulen,4,1,6488257,Auto & Motorrad
6488258,"Auto & Motorrad > Autoteile & Zubehör > Federung & Lenkung > Radlager, -naben & Buchsen",4,1,6488258,Auto & Motorrad
6488259,Auto & Motorrad > Autoteile & Zubehör > Federung & Lenkung > Stoßdämpfer- & Federbeinhalterungen,4,1,6488259,Auto & Motorrad
6488260,Auto & Motorrad > Autoteile & Zubehör > Getriebe & Antriebstechnik,3,1,6488260,Auto & Motorrad
6488261,"Auto & Motorrad > Autoteile & Zubehör > Getriebe & Antriebstechnik > Antriebswellengelenke, Achsmanschetten & Teile",4,1,6488261,Auto & Motorrad
6488319,Auto & Motorrad > Autoteile & Zubehör > Getriebe & Antriebstechnik > Kupplungsteile & -sätze,4,1,6488319,Auto & Motorrad
6488322,Auto & Motorrad > Autoteile & Zubehör > Getriebe & Antriebstechnik > Kupplungsteile & -sätze > Kupplungssätze,5,1,6488322,Auto & Motorrad
6488182,Auto & Motorrad > Autoteile & Zubehör > Innenausstattung,3,1,6488182,Auto & Motorrad
6488262,"Auto & Motorrad > Autoteile & Zubehör > Innenausstattung > Fußmatten, Teppiche & Laderaumwannen",4,1,6488262,Auto & Motorrad
6488263,Auto & Motorrad > Autoteile & Zubehör > Innenausstattung > Sonnen- & Sichtschutze,4,1,6488263,Auto & Motorrad
6488324,"Auto & Motorrad > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör",3,1,6488324,Auto & Motorrad
6488326,"Auto & Motorrad > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Außenspiegel & Teile",4,1,6488326,Auto & Motorrad
6488328,"Auto & Motorrad > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Außenspiegel & Teile > Außenspiegel",5,1,6488328,Auto & Motorrad
6488330,"Auto & Motorrad > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger",4,1,6488330,Auto & Motorrad
6488331,"Auto & Motorrad > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Weitere Schutzvorrichtungen & Protektoren",5,1,6488331,Auto & Motorrad
6488264,Auto & Motorrad > Autoteile & Zubehör > Luft- & Kraftstoffversorgung,3,1,6488264,Auto & Motorrad
6488265,Auto & Motorrad > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Lufteinlass- & Kraftstoffsensoren,4,1,6488265,Auto & Motorrad
6488183,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile,3,1,6488183,Auto & Motorrad
6488333,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Dichtungen & Montageteile,4,1,6488333,Auto & Motorrad
6488335,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Dichtungen & Montageteile > Dichtungen & Dichtungsringe,5,1,6488335,Auto & Motorrad
6488337,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Dichtungen & Montageteile > Dichtungssätze,5,1,6488337,Auto & Motorrad
6488266,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Inspektionspakete & -kits,4,1,6488266,Auto & Motorrad
6488267,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Ölfilter,4,1,6488267,Auto & Motorrad
6488467,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Ölpumpen & Teile,4,1,6488467,Auto & Motorrad
6488339,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile,4,1,6488339,Auto & Motorrad
6488342,Auto & Motorrad > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile > Nockenwellen,5,1,6488342,Auto & Motorrad
6488268,Auto & Motorrad > Autoteile & Zubehör > Motorkühlung,3,1,6488268,Auto & Motorrad
6488269,Auto & Motorrad > Autoteile & Zubehör > Motorkühlung > Ausgleichsbehälter,4,1,6488269,Auto & Motorrad
6488184,Auto & Motorrad > Erste Hilfe- & Notfallausrüstungen,2,1,6488184,Auto & Motorrad
6488185,Auto & Motorrad > Erste Hilfe- & Notfallausrüstungen > Sicherheit,3,1,6488185,Auto & Motorrad
6467208,Auto & Motorrad > KFZ-Ersatzteile,2,1,6467208,Auto & Motorrad
6470665,"Auto & Motorrad > KFZ-Ersatzteile > Antrieb, Motoren & Getriebe",3,1,6470665,Auto & Motorrad
6470666,"Auto & Motorrad > KFZ-Ersatzteile > Antrieb, Motoren & Getriebe > Luft- & Kraftstoffversorgung",4,1,6470666,Auto & Motorrad
6467351,Auto & Motorrad > KFZ-Ersatzteile > Karosserieteile,3,1,6467351,Auto & Motorrad
6467477,Auto & Motorrad > KFZ-Ersatzteile > Karosserieteile > Außenspiegel & Zubehör,4,1,6467477,Auto & Motorrad
6467352,Auto & Motorrad > KFZ-Ersatzteile > Karosserieteile > Kraftrad-Verkleidungen,4,1,6467352,Auto & Motorrad
6467250,Auto & Motorrad > KFZ-Ersatzteile > KFZ-Federungen & Dämpfungen,3,1,6467250,Auto & Motorrad
6467251,Auto & Motorrad > KFZ-Ersatzteile > KFZ-Federungen & Dämpfungen > Federbeine & Stoßdämpfer,4,1,6467251,Auto & Motorrad
6467209,Auto & Motorrad > KFZ-Ersatzteile > KFZ-Klimaanlagen & Zubehör,3,1,6467209,Auto & Motorrad
6407096,Auto & Motorrad > KFZ-Pflege & -Wartung,2,1,6407096,Auto & Motorrad
6467371,Auto & Motorrad > KFZ-Pflege & -Wartung > KFZ-Außenreinigung & -pflege,3,1,6467371,Auto & Motorrad
6467372,Auto & Motorrad > KFZ-Pflege & -Wartung > KFZ-Außenreinigung & -pflege > Farben & Autolacke,4,1,6467372,Auto & Motorrad
6407097,Auto & Motorrad > KFZ-Pflege & -Wartung > Motorreinigung & -pflege,3,1,6407097,Auto & Motorrad
6407098,Auto & Motorrad > KFZ-Pflege & -Wartung > Motorreinigung & -pflege > Motoröle,4,1,6407098,Auto & Motorrad
6467422,Auto & Motorrad > KFZ-Werkzeuge,2,1,6467422,Auto & Motorrad
6467423,Auto & Motorrad > KFZ-Werkzeuge > Diagnosegeräte,3,1,6467423,Auto & Motorrad
6467425,Auto & Motorrad > KFZ-Zubehör,2,1,6467425,Auto & Motorrad
6467426,Auto & Motorrad > KFZ-Zubehör > Auto-Grundausstattungen,3,1,6467426,Auto & Motorrad
6467427,Auto & Motorrad > KFZ-Zubehör > Auto-Grundausstattungen > Wagenheber,4,1,6467427,Auto & Motorrad
6467479,Auto & Motorrad > KFZ-Zubehör > KFZ-Gepäckträger & -boxen,3,1,6467479,Auto & Motorrad
6467480,Auto & Motorrad > KFZ-Zubehör > KFZ-Gepäckträger & -boxen > Dachboxen,4,1,6467480,Auto & Motorrad
6488186,"Auto & Motorrad > Kleidung, Schutzausrüstung & Merchandise",2,1,6488186,Auto & Motorrad
6488187,"Auto & Motorrad > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör",3,1,6488187,Auto & Motorrad
6488270,"Auto & Motorrad > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör > Motorrad- & Motorsporthelme",4,1,6488270,Auto & Motorrad
6488271,Auto & Motorrad > Klein- & Leichtkraftradteile,2,1,6488271,Auto & Motorrad
6488272,Auto & Motorrad > Klein- & Leichtkraftradteile > Leichtkraftradteile,3,1,6488272,Auto & Motorrad
6488273,Auto & Motorrad > Klein- & Leichtkraftradteile > Leichtkraftradteile > Elektrik & Zündung,4,1,6488273,Auto & Motorrad
6488188,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör,2,1,6488188,Auto & Motorrad
6488274,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen,3,1,6488274,Auto & Motorrad
6488275,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Batterien,4,1,6488275,Auto & Motorrad
6488344,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik,3,1,6488344,Auto & Motorrad
6488346,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze,4,1,6488346,Auto & Motorrad
6488348,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze > Endantriebsriemen & -ketten,5,1,6488348,Auto & Motorrad
6488372,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze > Primärzahnriemen & -ketten,5,1,6488372,Auto & Motorrad
6488189,Auto & Motorrad > Motorrad- & Rollerteile & -zubehör > Spiegel,3,1,6488189,Auto & Motorrad
6488176,Auto & Motorrad > Motorräder,2,1,6488176,Auto & Motorrad
6488177,Auto & Motorrad > Motorräder > Roller,3,1,6488177,Auto & Motorrad
6488190,"Auto & Motorrad > Öl, Pflege- & Schmiermittel",2,1,6488190,Auto & Motorrad
6488191,"Auto & Motorrad > Öl, Pflege- & Schmiermittel > Automatikgetriebeöl",3,1,6488191,Auto & Motorrad
6488192,"Auto & Motorrad > Öl, Pflege- & Schmiermittel > Getriebeöl",3,1,6488192,Auto & Motorrad
6488193,"Auto & Motorrad > Öl, Pflege- & Schmiermittel > Motoröl",3,1,6488193,Auto & Motorrad
6406744,Auto & Motorrad > Öle & Flüssigkeiten,2,1,6406744,Auto & Motorrad
6406745,Auto & Motorrad > Öle & Flüssigkeiten > Motoröle,3,1,6406745,Auto & Motorrad
6488194,"Auto & Motorrad > Quad-, SSV- & UTV-Teile & -Zubehör",2,1,6488194,Auto & Motorrad
6488195,"Auto & Motorrad > Quad-, SSV- & UTV-Teile & -Zubehör > Ansaug- & Kraftstoffsysteme",3,1,6488195,Auto & Motorrad
6488350,"Auto & Motorrad > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen",3,1,6488350,Auto & Motorrad
6488352,"Auto & Motorrad > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel",4,1,6488352,Auto & Motorrad
6488354,"Auto & Motorrad > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Windschutz- & Fensterscheiben",5,1,6488354,Auto & Motorrad
6488276,Auto & Motorrad > Spezielle Fahrzeug-Teile,2,1,6488276,Auto & Motorrad
6488277,Auto & Motorrad > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile,3,1,6488277,Auto & Motorrad
6488278,Auto & Motorrad > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Karosserie & Fahrwerk,4,1,6488278,Auto & Motorrad
6488279,Auto & Motorrad > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Stützen & Keile,4,1,6488279,Auto & Motorrad
6488356,Auto & Motorrad > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör,3,1,6488356,Auto & Motorrad
6488358,Auto & Motorrad > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme,4,1,6488358,Auto & Motorrad
6488360,Auto & Motorrad > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Wasserpumpen,5,1,6488360,Auto & Motorrad
6488228,Auto & Motorrad > Verkleidungen & Rahmen,2,1,6488228,Auto & Motorrad
6488229,Auto & Motorrad > Verkleidungen & Rahmen > Windschutzscheiben,3,1,6488229,Auto & Motorrad
6488196,Auto & Motorrad > Werkzeuge,2,1,6488196,Auto & Motorrad
6488280,Auto & Motorrad > Werkzeuge & Werkstattbedarf,2,1,6488280,Auto & Motorrad
6488281,Auto & Motorrad > Werkzeuge & Werkstattbedarf > Motorwerkzeuge & -geräte,3,1,6488281,Auto & Motorrad
6488282,Auto & Motorrad > Werkzeuge & Werkstattbedarf > Motorwerkzeuge & -geräte > Motor-Einstellwerkzeuge,4,1,6488282,Auto & Motorrad
6488197,Auto & Motorrad > Werkzeuge > Hebezeuge & Wagenheber,3,1,6488197,Auto & Motorrad
6488283,Auto & Motorrad > Werkzeuge > Reparatur-Sets & Teile,3,1,6488283,Auto & Motorrad
6488284,Auto & Motorrad > Werkzeuge > Reparatur-Sets & Teile > Reifenreparatur,4,1,6488284,Auto & Motorrad
6488285,Auto & Motorrad > Werkzeuge > Werkstattausstattung & -bedarf,3,1,6488285,Auto & Motorrad
6488286,Auto & Motorrad > Werkzeuge > Werkstattausstattung & -bedarf > Federspanner,4,1,6488286,Auto & Motorrad
6406746,Auto & Motorrad > Wohnmobil- & Caravan-Teile & Zubehör,2,1,6406746,Auto & Motorrad
6488287,Auto & Motorrad > Wohnmobil- & Caravan-Teile & Zubehör > Heizungen & Klimaanlagen,3,1,6488287,Auto & Motorrad
6488288,Auto & Motorrad > Wohnmobil- & Caravan-Teile & Zubehör > Heizungen & Klimaanlagen > Standheizungen,4,1,6488288,Auto & Motorrad
6406747,Auto & Motorrad > Wohnmobil- & Caravan-Teile & Zubehör > Kühlboxen & Kühlschränke,3,1,6406747,Auto & Motorrad
6406772,Baby & Kind,1,1,6406772,Baby & Kind
6488164,Baby & Kind > Auto-Kindersitze & Zubehör,2,1,6488164,Baby & Kind
6467160,Baby & Kind > Babyartikel,2,1,6467160,Baby & Kind
6467373,Baby & Kind > Babyartikel > Baby- & Kindermöbel,3,1,6467373,Baby & Kind
6467478,Baby & Kind > Babyartikel > Baby- & Kindermöbel > Kindergarderoben,4,1,6467478,Baby & Kind
6467413,Baby & Kind > Babyartikel > Baby- & Kleinkinderspielzeuge,3,1,6467413,Baby & Kind
6467414,Baby & Kind > Babyartikel > Baby- & Kleinkinderspielzeuge > Holzspielzeuge,4,1,6467414,Baby & Kind
6467415,Baby & Kind > Babyartikel > Baby- & Kleinkinderspielzeuge > Holzspielzeuge > Bauklötze,5,1,6467415,Baby & Kind
6467161,Baby & Kind > Babyartikel > Babykleidung,3,1,6467161,Baby & Kind
6467472,Baby & Kind > Babyartikel > Babykleidung > Babyregenbekleidung,4,1,6467472,Baby & Kind
6467294,Baby & Kind > Babyartikel > Babykleidung > Babyschuhe,4,1,6467294,Baby & Kind
6467295,Baby & Kind > Babyartikel > Babykleidung > Babyschuhe > Babysneakers,5,1,6467295,Baby & Kind
6467162,Baby & Kind > Babyartikel > Babykleidung > Babystrumpfhosen,4,1,6467162,Baby & Kind
6467259,Baby & Kind > Babyartikel > Kinderautositze & Zubehör,3,1,6467259,Baby & Kind
6467260,Baby & Kind > Babyartikel > Kinderautositze & Zubehör > Babyschalen & Kindersitze,4,1,6467260,Baby & Kind
6467461,Baby & Kind > Babyartikel > Kinderwagen & Babytragen,3,1,6467461,Baby & Kind
6467462,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör,4,1,6467462,Baby & Kind
6467463,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen,5,1,6467463,Baby & Kind
6467464,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen > Sportkinderwagen,6,1,6467464,Baby & Kind
6467378,Baby & Kind > Babyartikel > Pflege & Entwicklung,3,1,6467378,Baby & Kind
6467379,Baby & Kind > Babyartikel > Pflege & Entwicklung > Wickelauflagen & -bezüge,4,1,6467379,Baby & Kind
6488198,Baby & Kind > Badezubehör,2,1,6488198,Baby & Kind
6488199,Baby & Kind > Badezubehör > Kinderwaschbecken,3,1,6488199,Baby & Kind
6488200,Baby & Kind > Bettausstattung,2,1,6488200,Baby & Kind
6488201,Baby & Kind > Bettausstattung > Matratzenschoner & -auflagen,3,1,6488201,Baby & Kind
6488203,Baby & Kind > Bücher & Zeitschriften,2,1,6488203,Baby & Kind
6488204,Baby & Kind > Bücher & Zeitschriften > Bücher,3,1,6488204,Baby & Kind
6488205,Baby & Kind > Ernährung,2,1,6488205,Baby & Kind
6488206,Baby & Kind > Ernährung > Kindergeschirr & -besteck,3,1,6488206,Baby & Kind
6488289,Baby & Kind > Ernährung > Kindergeschirr & -besteck > Kinderbesteck,4,1,6488289,Baby & Kind
6406773,Baby & Kind > Kindersitze & Zubehör,2,1,6406773,Baby & Kind
6406774,Baby & Kind > Kindersitze & Zubehör > Kindersitze,3,1,6406774,Baby & Kind
6488165,Baby & Kind > Kinderwagen & Zubehör,2,1,6488165,Baby & Kind
6488290,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör,3,1,6488290,Baby & Kind
6488292,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör > Sitzauflagen,4,1,6488292,Baby & Kind
6488207,Baby & Kind > Möbel,2,1,6488207,Baby & Kind
6488208,Baby & Kind > Möbel > Laufgitter,3,1,6488208,Baby & Kind
6488166,Baby & Kind > Pflege,2,1,6488166,Baby & Kind
6467252,Baby & Kind > Spielwaren,2,1,6467252,Baby & Kind
6467341,Baby & Kind > Spielwaren > Kinder Spielwelten,3,1,6467341,Baby & Kind
6467342,Baby & Kind > Spielwaren > Kinder Spielwelten > Kinder-Gartengeräte,4,1,6467342,Baby & Kind
6467404,Baby & Kind > Spielwaren > Kreativspielzeuge,3,1,6467404,Baby & Kind
6467405,Baby & Kind > Spielwaren > Kreativspielzeuge > 3D Stifte,4,1,6467405,Baby & Kind
6467253,Baby & Kind > Spielwaren > Musikinstrumente,3,1,6467253,Baby & Kind
6467254,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör,4,1,6467254,Baby & Kind
6467349,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren,5,1,6467349,Baby & Kind
6467350,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren > Konzertgitarren,6,1,6467350,Baby & Kind
6467255,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör,5,1,6467255,Baby & Kind
6467256,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör > Gitarren-Effekte,6,1,6467256,Baby & Kind
6488209,Baby & Kind > Spielzeug,2,1,6488209,Baby & Kind
6488210,Baby & Kind > Spielzeug > Badespielzeug,3,1,6488210,Baby & Kind
6488211,Baby & Kind > Spielzeug > Holzspielzeug,3,1,6488211,Baby & Kind
6406775,Baby & Kind > Wickeln & Baden,2,1,6406775,Baby & Kind
6406776,Baby & Kind > Wickeln & Baden > Wickelauflagen & Wickeltische,3,1,6406776,Baby & Kind
6407167,Bad & Sanitär,1,1,6407167,Bad & Sanitär
6407168,Bad & Sanitär > Armaturen,2,1,6407168,Bad & Sanitär
6407169,Bad & Sanitär > Armaturen > Duscharmaturen,3,1,6407169,Bad & Sanitär
6407170,Bad & Sanitär > Armaturen > Duscharmaturen > Duschthermostate,4,1,6407170,Bad & Sanitär
6407171,Bastel- & Künstlerbedarf,1,1,6407171,Bastel- & Künstlerbedarf
6406790,Baumarkt,1,1,6406790,Baumarkt
6406793,Baumarkt > Bauelemente,2,1,6406793,Baumarkt
6406791,Baumarkt > Bauelemente & Treppen,2,1,6406791,Baumarkt
6406792,Baumarkt > Bauelemente & Treppen > Revisionsklappen,3,1,6406792,Baumarkt
6406794,Baumarkt > Bauelemente > Revision,3,1,6406794,Baumarkt
6406655,Beauty & Gesundheit,1,1,6406655,Beauty & Gesundheit
6407178,Beauty & Gesundheit > Enthaarung & Rasur,2,1,6407178,Beauty & Gesundheit
6407179,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen,3,1,6407179,Beauty & Gesundheit
6407180,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen > Herren Rasierklingen,4,1,6407180,Beauty & Gesundheit
6406657,Beauty & Gesundheit > Haarpflege & Haarstyling,2,1,6406657,Beauty & Gesundheit
6406658,Beauty & Gesundheit > Hautpflege,2,1,6406658,Beauty & Gesundheit
6406795,Beauty & Gesundheit > Hautpflege > Anti-Faltenprodukte,3,1,6406795,Beauty & Gesundheit
6406796,Beauty & Gesundheit > Hautpflege > Gesichtspflegegeräte,3,1,6406796,Beauty & Gesundheit
6407181,Beauty & Gesundheit > Hautpflege > Körperpflege,3,1,6407181,Beauty & Gesundheit
6407182,Beauty & Gesundheit > Hautpflege > Körperpflege > Körpercremes & -lotionen,4,1,6407182,Beauty & Gesundheit
6406659,Beauty & Gesundheit > Hilfsmittel,2,1,6406659,Beauty & Gesundheit
6407183,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen,3,1,6407183,Beauty & Gesundheit
6407184,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen > Inkontinenzhilfen,4,1,6407184,Beauty & Gesundheit
6407185,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen,3,1,6407185,Beauty & Gesundheit
6407187,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Rollstühle,4,1,6407187,Beauty & Gesundheit
6406660,Beauty & Gesundheit > Körperpflege,2,1,6406660,Beauty & Gesundheit
6406797,Beauty & Gesundheit > Medikamente von Apothekern,2,1,6406797,Beauty & Gesundheit
6406798,Beauty & Gesundheit > Medikamente von Apothekern > Tiergesundheit,3,1,6406798,Beauty & Gesundheit
6406799,Beauty & Gesundheit > Parfums,2,1,6406799,Beauty & Gesundheit
6406800,Beauty & Gesundheit > Parfums > Herren,3,1,6406800,Beauty & Gesundheit
6406661,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf,2,1,6406661,Beauty & Gesundheit
6407188,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie,3,1,6407188,Beauty & Gesundheit
6407189,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie > Infrarot- & Wärmegeräte,4,1,6407189,Beauty & Gesundheit
6407190,Beauty & Gesundheit > Tattoo & Body Art,2,1,6407190,Beauty & Gesundheit
6407191,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör,3,1,6407191,Beauty & Gesundheit
6407192,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör > Tattoo-Armlehnen & -Ständer,4,1,6407192,Beauty & Gesundheit
6406813,Briefmarken,1,1,6406813,Briefmarken
6406814,Briefmarken > Afrika,2,1,6406814,Briefmarken
6406815,Briefmarken > Afrika > Niger,3,1,6406815,Briefmarken
6406816,Briefmarken > Motive,2,1,6406816,Briefmarken
6406817,Briefmarken > Motive > Geschichte,3,1,6406817,Briefmarken
6406668,Bücher & Zeitschriften,1,1,6406668,Bücher & Zeitschriften
6406669,Bücher & Zeitschriften > Bücher,2,1,6406669,Bücher & Zeitschriften
6406670,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen",2,1,6406670,Bücher & Zeitschriften
6406671,Büro & Schreibwaren,1,1,6406671,Büro & Schreibwaren
6406818,Büro & Schreibwaren > Büromöbel,2,1,6406818,Büro & Schreibwaren
6407205,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel,3,1,6407205,Büro & Schreibwaren
6407206,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Stehleuchten,4,1,6407206,Büro & Schreibwaren
6407207,Büro & Schreibwaren > Büromöbel > Schränke & Regale,3,1,6407207,Büro & Schreibwaren
6407208,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,4,1,6407208,Büro & Schreibwaren
6406819,Büro & Schreibwaren > Büromöbel > Sitzmöbel,3,1,6406819,Büro & Schreibwaren
