SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-7200941317,76a7cc4f-9aa4-4149-ad6b-9cc4ef1dc1df,Tesla Sonnenschutz Panorama-Glasdach Schwarz Mesh-Gewebe für Innenraum NEU,Tesla,Sonnenschutz,,Autozubehör,Autozubehör,,,category_id_missing|category_text_not_breadcrumb
SKU-2969022222,849e919f-0898-4df7-8fbb-e141c351cba4,DUNSOO Badteppich rutschfest Wasserabsorbierend Mikrofaser Grau 70x120cm Neu,DUNSOO,Badteppich,,Badematten & Badteppiche,Badematten & Badteppiche,,,category_id_missing|category_text_not_breadcrumb
SKU-8684520981,59151383083624,home24 Beistelltisch MANCHESTER 31x63x63 cm NEU Robustes Design Vielseitig,home24,Beistelltisch,,Beistelltische,Beistelltische,,,category_id_missing|category_text_not_breadcrumb
SKU-4715041854,4005414511612,ESPRIT Bettwäsche-Set CHILL Streifen Blau 155x220 cm Baumwolle Renforcé OEKO-TEX,ESPRIT,Bettwäsche-Set,,Bettwäsche,Bettwäsche,,,category_id_missing|category_text_not_breadcrumb
SKU-8942698934,4251806427775,SCHIESSER Musselin Bettwäsche-Set Unisex Braun 135x200/80x80 cm Baumwolle Neu,SCHIESSER,Bettwäsche-Set,,Bettwäsche,Bettwäsche,,,category_id_missing|category_text_not_breadcrumb
SKU-1466301102,5713487061277,Spring Copenhagen Dekofigur Spot Rehkitz Holz braun handgefertigt von Chresten,Spring Copenhagen,Dekofigur,,Dekofigur,Dekofigur,,,category_id_missing|category_text_not_breadcrumb
SKU-3782469631,5713487061253,Spring Copenhagen Dekofigur Spirit Eichenholz Neu Natur 19x8.3x13cm Chresten,Spring Copenhagen,Dekofigur,,Dekofigur,Dekofigur,,,category_id_missing|category_text_not_breadcrumb
SKU-1803692252,4078500055604,"GARDENA Akku- & Ladegerät-Set 18V 2.5 Ah Starter-Kit PBA 18V/45 Neu, OVP besch.",GARDENA,Akku- & Ladegerät-Set,,Gartengeräte Zubehör,Gartengeräte Zubehör,,,category_id_missing|category_text_not_breadcrumb
SKU-8805500495,8712013813820,Bo-Camp Melamin Geschirrset Mix & Match Blau 16-tlg. 4 Pers. Ø 25.8cm Neu,Bo-Camp,Geschirrset,,Geschirr-Sets,Geschirr-Sets,,,category_id_missing|category_text_not_breadcrumb
SKU-7226847075,4260532290669,"BBQ-Toro Gusseisen Grillpfanne 3,5L für Herd Backofen Grill 42,5x27cm NEU",BBQ-Toro,Grillpfanne,,Grillpfanne,Grillpfanne,,,category_id_missing|category_text_not_breadcrumb
SKU-2064038107,14f93c3a-6902-4da3-8a00-991a13958570,FNTCASE Schutzhülle für Apple iPhone 16 Pro Grau Stoßfest MagSafe-kompatibel NEU,FNTCASE,Schutzhülle,,Handyhüllen,Handyhüllen,,,category_id_missing|category_text_not_breadcrumb
SKU-1747542074,4063544208888,BOSS Herren T-Shirt 3er Pack Classic Crew Neck Regular Fit Bio-Baumwolle Gr. M,BOSS,T-Shirt,,Herren T-Shirts,Herren T-Shirts,,,category_id_missing|category_text_not_breadcrumb
SKU-1892441877,4006094887004,"PEBARO Holzbausatz Ritterburg Burgen & Schlösser für Kinder ab 6 Jahre, 61",PEBARO,Holzbausatz,,Holzbausatz,Holzbausatz,,,category_id_missing|category_text_not_breadcrumb
SKU-3704607179,4013594537810,Goki Murmelbahn Klangkaskade Holzspielzeug Soundeffekte ab 3 Jahre Neu,Goki,Murmelbahn,,Holzspielzeug,Holzspielzeug,,,category_id_missing|category_text_not_breadcrumb
SKU-4252129103,54c1a366-798b-42bf-9014-95729468c623,"purehelp Schuhüberzieher PH-SC-SET100, 500 Stück, Einheitsgröße, Blau, CPE",purehelp,Schuhüberzieher,,Hygieneartikel,Hygieneartikel,,,category_id_missing|category_text_not_breadcrumb
SKU-2522561568,3558380099390,Asmodee Dobble Disney Edition Kartenspiel 2-8 Spieler ab 6 Jahren Deutsch Neu,Asmodee,Kartenspiel,,Kartenspiel,Kartenspiel,,,category_id_missing|category_text_not_breadcrumb
SKU-8921872481,5715335047020,Liewood Pete Drum Kindertrommel Buchenholz MDF Faune Green/Dove Blue Mix ab 12,Liewood,Kindertrommel,,Kinderspielzeug,Kinderspielzeug,,,category_id_missing|category_text_not_breadcrumb
SKU-6216530722,6941057422886,INTEX Luftmatratze Dura-Beam Plus Deluxe Pillow Rest AP620D Grau Vinyl NEU,INTEX,Luftmatratze,,Luftmatratze,Luftmatratze,,,category_id_missing|category_text_not_breadcrumb
SKU-2966583160,4906958001464,YUASA Motorradbatterie passgenau für YTZ10S NEU AGM 12V 9.1Ah 190A CCA,YUASA,Motorradbatterie,,Motorradbatterie,Motorradbatterie,,,category_id_missing|category_text_not_breadcrumb
SKU-9713309170,4260443571086,Best Netzwerkdose LAND001 RJ45 2-fach für Cat5e/Cat6 Aufputz/Unterputz Neu,Best,Netzwerkdose,,Netzwerkdosen,Netzwerkdosen,,,category_id_missing|category_text_not_breadcrumb
SKU-7909541265,4262472110243,Grana Home Bratpfanne Classic Line 24 cm Antihaft Edelstahl Schwarz Neu,Grana Home,Bratpfanne,,Pfanne,Pfanne,,,category_id_missing|category_text_not_breadcrumb
SKU-0135090467,4262427090057,purahelp Warnwesten Set 4x XL Erwachsene + 1x Kind EN ISO 20471 Gelb PH-WW-SET+1,purahelp,Warnwesten Set,,Sicherheit & Pannenhilfe,Sicherheit & Pannenhilfe,,,category_id_missing|category_text_not_breadcrumb
SKU-3023625088,1011190149611,"Hochwertiges 15-tlg Gewindereparaturset M14x1,5 Werkzeugsatz für Reparaturen",Unbekannt,Gewindereparaturset,,Unkategorisiert,Unkategorisiert,,,category_id_missing|category_text_not_breadcrumb
SKU-2633108165,SKU-2633108165,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,WALSER,Hagelschutzplane,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,,,category_too_broad|category_text_not_breadcrumb
SKU-4607569519,SKU-4607569519,SONAX Scheinwerfer AufbereitungsSet 04057410 NEU Klare Sicht Sicherheit,SONAX,Scheinwerfer AufbereitungsSet,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,,,category_too_broad|category_text_not_breadcrumb
SKU-9142845763,SKU-9142845763,WALSER Hagelschutzplane Perma Protect M – Premium Schutz vor Hagel & Wetter,WALSER,Hagelschutzplane,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,,,category_too_broad|category_text_not_breadcrumb
SKU-1746174206,5901532626087,Polcar Außenspiegel 3238522E 735480887 Kunststoff Fiat Ducato (2006-2011),Polcar,Außenspiegel,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,,,category_too_broad|category_text_not_breadcrumb
SKU-5868736484,3322937241712,TRW Bremsbelagsatz GDB1330 87 Hinterachse NEU Gr. 87 WVA 20960 Ford Skoda,TRW,Bremsbelagsatz,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,,,category_too_broad|category_text_not_breadcrumb
SKU-5896801162,3662775243128,KYOTO Motorradbatterie GTX5L-BS SLA 12V 4Ah Wartungsfrei für Motorrad Schwarz,KYOTO,Motorradbatterie,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,,,category_too_broad|category_text_not_breadcrumb
SKU-2151943751,SKU-2151943751,Cretacolor Harte Pastellkreiden Grautöne NEU Öl- und wachsfrei Graupastelle,Cretacolor,Harte Pastellkreiden,14339,Bastel- & Künstlerbedarf,Bastel- & Künstlerbedarf,,,category_too_broad|category_text_not_breadcrumb
SKU-2019125675,SKU-2019125675,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut",Derma Pen Germany,,26395,Beauty & Gesundheit,Beauty & Gesundheit,,,category_too_broad|category_text_not_breadcrumb
SKU-2841208491,SKU-2841208491,Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren,Südpol Verlag Gmbh,Bilderbuch,267,Bücher & Zeitschriften,Bücher & Zeitschriften,,,category_too_broad|category_text_not_breadcrumb
SKU-4743695203,SKU-4743695203,molino Frieder Stöckle – Hannelore: Zauberhaftes Zirkusabenteuer Hardcover NEU,molino,Bilderbuch,267,Bücher & Zeitschriften,Bücher & Zeitschriften,,,category_too_broad|category_text_not_breadcrumb
SKU-8367978772,SKU-8367978772,Pelikan Büro & Schreibwaren 519637 NEU Farbband Gr. 156 Correctable präzise,Pelikan,,9815,Büro & Schreibwaren,Büro & Schreibwaren,,,category_too_broad|category_text_not_breadcrumb
SKU-8843412443,SKU-8843412443,ONVAYA Verkehrsspiegel Schwarz Kunststoff NEU Gr. 31.2 cm 70 Weitwinkel,ONVAYA,Verkehrsspiegel,12576,Business & Industrie,Business & Industrie,,,category_too_broad|category_text_not_breadcrumb
SKU-4434702791,SKU-4434702791,"Lexar Computer, Tablets & Netzwerk LD4AS008G-B3200ASST LD4AS008G-B3200ASST NEU",Lexar,,58058,"Computer, Tablets & Netzwerk","Computer, Tablets & Netzwerk",,,category_too_broad|category_text_not_breadcrumb
SKU-2636479706,SKU-2636479706,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,,Winterschutz Frost-Schutzhaus,159912,Garten & Terrasse,Garten & Terrasse,,,category_too_broad|category_text_not_breadcrumb
SKU-2724878095,4013556577076,acamp Schutzhülle 57707 Anthrazit Polyestergewebe NEU Gr. 160 cm Cappa,acamp,Schutzhülle,159912,Garten & Terrasse,Garten & Terrasse,,,category_too_broad|category_text_not_breadcrumb
SKU-3586300359,4016417025303,EURO PART Ablaufschlauch 1.5m - Flexible Verlängerung für Wasch- & Spülmaschinen,EURO PART,Ablaufschlauch,20710,Haushaltsgeräte,Haushaltsgeräte,,,category_too_broad|category_text_not_breadcrumb
SKU-4017783375,SKU-4017783375,Blivrig LED Strahler DQTGD01300W Schwarz Aluminium NEU Fluter IP66 Extrem,Blivrig,LED Strahler,3187,Heimwerker,Heimwerker,,,category_too_broad|category_text_not_breadcrumb
SKU-6830410442,SKU-6830410442,"FIREFIX Ofenrohr DN 180, 1000mm, Senotherm Schwarz für sichere Abführung",,Ofenrohr,3187,Heimwerker,Heimwerker,,,category_too_broad|category_text_not_breadcrumb
SKU-8857013241,SKU-8857013241,Paul Green Schnürschuhe Damen Schwarz Lackleder NEU 2688-00x Zeitlose Eleganz,Paul Green,Schnürschuhe,11450,Kleidung & Accessoires,Kleidung & Accessoires,,,category_too_broad|category_text_not_breadcrumb
SKU-2965430996,SKU-2965430996,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen,Beliani,Beistelltisch,11700,Möbel & Wohnen,Möbel & Wohnen,,,category_too_broad|category_text_not_breadcrumb
SKU-5329605855,57380a89-b13c-470c-8167-aa51b43eb78e,"Ernie Ball E-Gitarrensaiten Regular Slinky 3221 - Saitenstärke 10-46, 3er-Pack",Ernie Ball,E-Gitarrensaiten,619,Musikinstrumente,Musikinstrumente,,,category_too_broad|category_text_not_breadcrumb
SKU-9272258811,5702017153599,"LEGO Duplo 10965 Badespaß: Schwimmender Tierzug für Kleinkinder ab 1,5 Jahren",LEGO,Badespielzeug,220,Spielzeug,Spielzeug,,,category_too_broad|category_text_not_breadcrumb
