category_id,breadcrumb,kaufland_category_id,match_method,match_key
6556465,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Klemmen & Verkabelung > Relais",18641,suffix_1,Relais
6556469,Auto & Motorrad: Teile > Autoteile & Zubehör > Anhängerkupplungen & Abschleppteile > Abschleppstangen,19771,suffix_1,Abschleppstangen
6561882,Auto & Motorrad: Teile > Autoteile & Zubehör > Anhängerkupplungen & Abschleppteile > Anhängerzubehör > Abschleppseile,19761,suffix_1,Abschleppseile
6556478,Auto & Motorrad: Teile > Autoteile & Zubehör > Auspuff- & Abgassysteme > Abgaskrümmer,17561,suffix_1,Abgaskrümmer
6556486,Auto & Motorrad: Teile > Autoteile & Zubehör > Auspuff- & Abgassysteme > Katalysatoren,17601,suffix_1,Katalysatoren
6556498,Auto & Motorrad: Teile > Autoteile & Zubehör > Autoelektrik > Anlasser,18491,suffix_1,Anlasser
6556507,Auto & Motorrad: Teile > Autoteile & Zubehör > Autoelektrik > Relais,18641,suffix_1,Relais
6556513,Auto & Motorrad: Teile > Autoteile & Zubehör > Autoreifen & Felgen > Felgen,16531,suffix_1,Felgen
6556515,Auto & Motorrad: Teile > Autoteile & Zubehör > Autoreifen & Felgen > Kompletträder,16551,suffix_1,Kompletträder
6556525,Auto & Motorrad: Teile > Autoteile & Zubehör > Beleuchtung > Frontscheinwerfer,18861,suffix_1,Frontscheinwerfer
6556531,Auto & Motorrad: Teile > Autoteile & Zubehör > Beleuchtung > Nebelscheinwerfer,18891,suffix_1,Nebelscheinwerfer
6556533,Auto & Motorrad: Teile > Autoteile & Zubehör > Beleuchtung > Reflektoren,15751,suffix_1,Reflektoren
6556534,Auto & Motorrad: Teile > Autoteile & Zubehör > Beleuchtung > Rück- & Bremsleuchten,18901,suffix_1,Rück- & Bremsleuchten
6556542,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > ABS-Steuergeräte,17681,suffix_1,ABS-Steuergeräte
6556543,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbacken,17711,suffix_1,Bremsbacken
6556544,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge,17721,suffix_1,Bremsbeläge
6556546,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsenkomplettsätze,17751,suffix_1,Bremsenkomplettsätze
6556551,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsscheiben,17801,suffix_1,Bremsscheiben
6556553,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremstrommeln,17821,suffix_1,Bremstrommeln
6556554,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremszüge,17861,suffix_1,Bremszüge
6556556,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Hauptbremszylinder,17841,suffix_1,Hauptbremszylinder
6556558,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Radbremszylinder,17851,suffix_1,Radbremszylinder
6556576,Auto & Motorrad: Teile > Autoteile & Zubehör > Elektro- & Hybridautoteile > Steuergeräte,18671,suffix_1,Steuergeräte
6556583,Auto & Motorrad: Teile > Autoteile & Zubehör > Fahrerassistenzsysteme > Steuergeräte,18671,suffix_1,Steuergeräte
6556584,Auto & Motorrad: Teile > Autoteile & Zubehör > Fahrerassistenzsysteme > Tempomaten,18681,suffix_1,Tempomaten
6561926,Auto & Motorrad: Teile > Autoteile & Zubehör > Getriebe & Antriebstechnik > Kupplungsteile & -sätze > Kupplungssätze,17291,suffix_1,Kupplungssätze
6556655,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Lenkradbezüge,19901,suffix_1,Lenkradbezüge
6556663,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Schaltknäufe,18051,suffix_1,Schaltknäufe
6561949,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Außenspiegel & Teile > Außenspiegel",18101,suffix_1,Außenspiegel
6556673,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Einstiegsleisten",17541,suffix_1,Einstiegsleisten
6556676,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Fahrzeugantennen",16731,suffix_1,Fahrzeugantennen
6561958,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Fenster-, Heck- & Windschutzscheibenteile > Tönungsfolien",17521,suffix_1,Tönungsfolien
6556684,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Hupen",18541,suffix_1,Hupen
6561966,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Motorhauben & Teile > Motorhauben",18261,suffix_1,Motorhauben
6561973,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Schmutzfänger",18311,suffix_1,Schmutzfänger
6561975,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Wind- & Regenabweiser",18361,suffix_1,Wind- & Regenabweiser
6556697,"Auto & Motorrad: Teile > Autoteile & Zubehör > Keil-, Keilrippenriemen & Teile > Keil- & Keilrippenriemen",17141,suffix_1,Keil- & Keilrippenriemen
6556713,Auto & Motorrad: Teile > Autoteile & Zubehör > Klima- & Heizungsanlagen > Kondensatoren,43191,suffix_1,Kondensatoren
6556719,Auto & Motorrad: Teile > Autoteile & Zubehör > Klima- & Heizungsanlagen > Wärmetauscher,17201,suffix_1,Wärmetauscher
6551564,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung,17101,suffix_1,Luft- & Kraftstoffversorgung
6556720,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Ansaugbrücken,16981,suffix_1,Ansaugbrücken
6556722,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Drosselklappen,17341,suffix_2,Luft- & Kraftstoffversorgung > Drosselklappen
6556725,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Kraftstofffilter,17171,suffix_1,Kraftstofffilter
6556731,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Luftfilter,17181,suffix_1,Luftfilter
6556732,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Luftfilterkästen,17411,suffix_2,Luft- & Kraftstoffversorgung > Luftfilterkästen
6556734,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Tankdeckel,61881,suffix_1,Tankdeckel
6556737,Auto & Motorrad: Teile > Autoteile & Zubehör > Luft- & Kraftstoffversorgung > Vergaser,17441,suffix_2,Luft- & Kraftstoffversorgung > Vergaser
6556742,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Kurbelwellen,17091,suffix_1,Kurbelwellen
6556749,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Ölfilter,17191,suffix_1,Ölfilter
6562000,"Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Steuerketten, Zahnriemen & Einbausätze > Kettenräder",18401,suffix_1,Kettenräder
6562005,"Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Steuerketten, Zahnriemen & Einbausätze > Zahnriemen",17131,suffix_1,Zahnriemen
6562006,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile > Hydro- & Ventilstößel,17461,suffix_1,Hydro- & Ventilstößel
6562009,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile > Nockenwellen,17481,suffix_1,Nockenwellen
6562012,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile > Ventile,43271,suffix_1,Ventile
6556757,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Zylinderköpfe,17501,suffix_1,Zylinderköpfe
6556760,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Kappen,27081,suffix_1,Kappen
6556762,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Kühlwasserschläuche,17211,suffix_1,Kühlwasserschläuche
6556764,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Lüfter- & Gebläsemotoren,17231,suffix_1,Lüfter- & Gebläsemotoren
6556771,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Wasserkühler,17261,suffix_1,Wasserkühler
6556791,Auto & Motorrad: Teile > Autoteile & Zubehör > Zünd- & Glühanlagen > Glühkerzen,69473,suffix_1,Glühkerzen
6556795,Auto & Motorrad: Teile > Autoteile & Zubehör > Zünd- & Glühanlagen > Zündkerzen,18741,suffix_1,Zündkerzen
6556798,Auto & Motorrad: Teile > Autoteile & Zubehör > Zünd- & Glühanlagen > Zündspulen,18771,suffix_1,Zündspulen
6556811,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Sicherheit > Feuerlöscher,29941,suffix_1,Feuerlöscher
6556815,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Sicherheit > Warndreiecke,19831,suffix_1,Warndreiecke
6556862,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör > Brillen",27961,suffix_1,Brillen
6556868,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör > Ohrstöpsel",69602,suffix_1,Ohrstöpsel
6556874,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Motorrad- & Motorsportausrüstung > Handschuhe",27131,suffix_1,Handschuhe
6556879,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Motorrad- & Motorsportausrüstung > Motorradjacken",21801,suffix_1,Motorradjacken
6556883,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Motorrad- & Motorsportausrüstung > Socken",24061,suffix_1,Socken
6556888,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Motorrad- & Motorsportausrüstung > Westen",21221,suffix_1,Westen
6556899,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Schutzausrüstung > Nierengurte",16071,suffix_1,Nierengurte
6556904,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Schutzausrüstung > Rückenprotektoren",47361,suffix_1,Rückenprotektoren
6556919,Auto & Motorrad: Teile > Klein- & Leichtkraftradteile > Leichtkraftradteile > Verkleidungen,1761,suffix_1,Verkleidungen
6556924,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Drosselklappen,17341,suffix_1,Drosselklappen
6556927,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Kraftstofffilter,17171,suffix_1,Kraftstofffilter
6556928,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Kraftstoffhähne,17371,suffix_1,Kraftstoffhähne
6556929,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Kraftstoffleitungen,17381,suffix_1,Kraftstoffleitungen
6556930,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Kraftstoffpumpen,17391,suffix_1,Kraftstoffpumpen
6556931,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Kraftstofftanks,17431,suffix_1,Kraftstofftanks
6556933,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Luftfilter,17181,suffix_1,Luftfilter
6556934,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Luftfilterkästen,17411,suffix_1,Luftfilterkästen
6556938,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Ansaug- & Kraftstoffsysteme > Vergaser,17441,suffix_1,Vergaser
6556950,"Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Audio, Kommunikation & Navigation > Soundbars",68012,suffix_1,Soundbars
6556952,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Auspuff- & Abgassysteme > Abgaskrümmer,17561,suffix_1,Abgaskrümmer
6556957,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Auspuff- & Abgassysteme > Katalysatoren,17601,suffix_1,Katalysatoren
6556964,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Beleuchtung > Blinker,18841,suffix_1,Blinker
6556965,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Beleuchtung > Frontscheinwerfer,18861,suffix_1,Frontscheinwerfer
6556971,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Beleuchtung > Nebelscheinwerfer,18891,suffix_1,Nebelscheinwerfer
6556972,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Beleuchtung > Reflektoren,15751,suffix_1,Reflektoren
6556973,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Beleuchtung > Rück- & Bremsleuchten,18901,suffix_1,Rück- & Bremsleuchten
6556979,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Bremsbacken,17711,suffix_1,Bremsbacken
6556980,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Bremsbeläge,17721,suffix_1,Bremsbeläge
6556981,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Bremsenkomplettsätze,17751,suffix_1,Bremsenkomplettsätze
6556984,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Bremsscheiben,17801,suffix_1,Bremsscheiben
6556988,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Bremstrommeln,17821,suffix_1,Bremstrommeln
6556990,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Hauptbremszylinder,17841,suffix_1,Hauptbremszylinder
6556992,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Bremsen & Bremsenteile > Radbremszylinder,17851,suffix_1,Radbremszylinder
6556998,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Anlasser,18491,suffix_1,Anlasser
6562030,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Elektro- & Zündungssensoren & -schalter > Zündschlösser,18761,suffix_1,Zündschlösser
6557008,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Relais,18641,suffix_1,Relais
6557015,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Zündkerzen,18741,suffix_1,Zündkerzen
6557016,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Zündspulen,18771,suffix_1,Zündspulen
6557032,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektromotorrad- & Elektrorollerteile & -zubehör > Steuergeräte,18671,suffix_1,Steuergeräte
6557044,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Gepäck & Gepäckträger > Gepäckträger,15441,suffix_1,Gepäckträger
6557054,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Getriebe,17031,suffix_1,Getriebe
6562063,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Kupplungsteile & -sätze > Kupplungsscheiben,17301,suffix_1,Kupplungsscheiben
6557068,"Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Lenker, Griffe & Steuerungen > Kupplungshebel",67081,suffix_1,Kupplungshebel
6557069,"Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Lenker, Griffe & Steuerungen > Lenker",18831,suffix_1,Lenker
6557081,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Kurbelwellen,17091,suffix_1,Kurbelwellen
6557090,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Ölfilter,17191,suffix_1,Ölfilter
6562067,"Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Steuerketten, Zahnriemen & Einbausätze > Kettenräder",18401,suffix_1,Kettenräder
6562071,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Ventile & Ventilsteuerungsteile > Hydro- & Ventilstößel,17461,suffix_1,Hydro- & Ventilstößel
6562073,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Ventile & Ventilsteuerungsteile > Nockenwellen,17481,suffix_1,Nockenwellen
6557100,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motoren & Motorteile > Zylinderköpfe,17501,suffix_1,Zylinderköpfe
6557108,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Motorkühlung > Ölkühler,17241,suffix_1,Ölkühler
6551634,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Reifen & Felgen,16361,suffix_1,Reifen & Felgen
6557146,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Reifen & Felgen > Kompletträder,16551,suffix_2,Reifen & Felgen > Kompletträder
6551637,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Spiegel,2441,suffix_1,Spiegel
6557164,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Verkleidungen & Rahmen > Kotflügel,18251,suffix_1,Kotflügel
6557171,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Verkleidungen & Rahmen > Verkleidungen,1761,suffix_1,Verkleidungen
